ID,Text,Label
facebook_corpus_msr_335002,"Tollywood Parbhas Die Heart Fans Where Is Parbhas Acting in Bahubali 2 😂😂😂😂😂Bahubali 2 it's Graphics Cartoon Movie Don't Compare Indian Cinema Bollywood Movies Khan Acting Aamir , Salman & Shahrukh Acting",1
facebook_corpus_msr_328128,People will be happy if they have at 2 km,1
facebook_corpus_msr_1723900,Tweet or Hate ??,1
facebook_corpus_msr_1945453,Indian Express found Shirish Kunder more acknowledgeable personality    for front page news --- This is where standard of Indian express gone down -- Oh I forgot Wife of Sitaram Yachur is resident editor of Indian Express --- Then it is ok,1
facebook_corpus_msr_1561701,#ENTERTAINMENT | Karan Johar might have Justin Bieber to kick off the sixth season of #KoffeeWithKaran.,1
facebook_corpus_msr_2260838,But that's hypothetical. BJP will never win.,1
facebook_corpus_msr_1521636,I'm not a salman fan mate but i think you are a fan of zee news nano chit in 2000 notes and lets not talk about intellect here coz people who have low intellect judge people based on their choices,1
facebook_corpus_msr_1833357,But lynching was never a part of the freedom struggle but how can the chaddis who were always chamchas of the British know that?,1
facebook_corpus_msr_326860,"Dear India,  stop playing with the emotions of your people for votes.",1
facebook_corpus_msr_1805313,Anna hazare is agent,1
facebook_corpus_msr_329986,Ask the khans to do it... Any ways they kill them when drunk.... And then start with being human,1
facebook_corpus_msr_330974,"You can be sure that the gunman was a white American (christian and not a muslim), otherwise the headline would read ""muslim"" and not ""Beer-drinking"" as the first word.  There would be more calls for Trump's  ""muslim ban"", which the world's laughing stock has failed to implement - but will the great Orange One now call for a ""Beer-drinking ban""?",1
facebook_corpus_msr_443958,If you cannot do any good for your country   at least support those who are trying to do something better for country. Today whole world recognise India just because of Modi.,1
facebook_corpus_msr_2073039,man what's with you people copy pasting the same comment everywhere.. don't y'all get tired..,1
facebook_corpus_msr_2020815,As per Zee News 405 for seats for BJP in UP. Total constituency is 403. Two seats given by Zee News on free of cost.,1
facebook_corpus_msr_327859,Irony is your display picture at one end you are happy seeing some one innocent dying and at other end you are praying to not kill an innocent,1
facebook_corpus_msr_221647,No one can defeat Modi now Bihari people might be saddened they dint elect bjp jdu a burden for them,1
facebook_corpus_msr_1805515,This puppet came out for MCD election #chutiya,1
facebook_corpus_msr_1614499,"They r getting benefits as those areas r not getting used that's why's , start ing roads will make them weak ,",1
facebook_corpus_msr_329013,So they fired across the border then went in to mutilate the corpses . Sorry I don't buy this at all.,1
facebook_corpus_msr_1762565,"Yes sir. That, of course will happen. When cow become President, PM, CM, MP, MLA and human loiter on road foraging for food, dying after swallowing plastic.",1
facebook_corpus_msr_1403043,"True, any good work is opposed by group of vested interest.In fact our political parties often support such elements in search of vote banks. Aggressive media activism is also absent. Hi",1
facebook_corpus_msr_2018502,TRUE,1
facebook_corpus_msr_1735840,".However, reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",1
facebook_corpus_msr_2081757,I am for freedom of speech but against the lampooning freedom of speech of another young person!,1
facebook_corpus_msr_1897089,He  should be payed by police who kept the money with them. Or as promised RBI,1
facebook_corpus_msr_1805654,Mouni baba open mouth,1
facebook_corpus_msr_1804975,"Anna, unfortunately, has lost all credibility. He has conveniently forgotten the Lokpal bill.  He is saffron under the skin. Kejriwal on the other hand transformed the face of Indian politics. The major parties have quietly adopted everything he stood for.",1
facebook_corpus_msr_1723335,"1). Rule says that loudspeakers should not be used between 10pm and 6am.

2)""If Muslims have the right to give azaan, non-Muslims have the right to sleep peacefully."" High court verdict",1
facebook_corpus_msr_492174,I wanna meet the girl who said the iPhone is user friendly!!!,1
facebook_corpus_msr_323706,Hope u get well soon. My wishes for u. I got it there's no point wasting my time to make u understand anything. All the best buddy.,1
facebook_corpus_msr_446433,There are many people who are dumb enuf to undrstand dese things,1
facebook_corpus_msr_1804942,"Bhaiya sabse pahle ye hai kon... mahangaayi badhi to banwaas pr gaye hue the,
Note ban pr ese ghayab hue jaise gadhe k sir se seeng,
Patrol and eatables price hike pr to ye mr india ban gaye the k kahin dikhe hi nahi.  Or ab aagaye neend se jaag kar k chalo thoda publicity b lelun.",1
facebook_corpus_msr_422044,"Congratulations Bmp & Modiji, Please do something to develop India, Except good speeches",1
facebook_corpus_msr_329970,Obviously haven't read about turning the other cheek. Funny kind of Christian fellow.,1
facebook_corpus_msr_1956946,Modi ji's elevation too was so ominous that some sickulars and antidemocratic individuals declared that they would leave the country if he becomes PM! Same black forces are now chanting the same mantras oblivious of the fact that this is 21st century and people can differentiate between chalk and cheese!,1
facebook_corpus_msr_1922865,NDA rules party 🎉 good governance 😝😝,1
facebook_corpus_msr_2018698,"Bhai this is not mainstream. Even Mira Rajput said third wave feminism is destructive.

And yes, mainstream feminists are indeed bullies. They keep on rioting and creating ruckus. They hate free speech, they conceal facts, they project lies etc (I have evidence for all of it. So please counter my perspective and not my facts)",1
facebook_corpus_msr_1956229,These were happening 24×7. But the administration was always in sleeping mode.,1
facebook_corpus_msr_2018619,She has been so priveleged all her life. But we have to work to meet our ends. We don't get to make our choices.,1
facebook_corpus_msr_1979691,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",1
facebook_corpus_msr_441682,sharukh travels in a broad gauge ......steam engine reporter can stop whistling for every steam during the news,1
facebook_corpus_msr_1922808,He should be allowed to travel in goods train carrying beasts..he is as worth as they are. That luxary is more than enough for him (it!!!).,1
facebook_corpus_msr_330895,Heh turkey is the 3rd class pathetic country i know.,1
facebook_corpus_msr_1731689,Digesting cattle food,1
facebook_corpus_msr_1956971,"Illiterates have started teaching to highest literacy rate people now.
Do u know ur literacy rate in world among muslims ? It is just 0.27%.
Horrible..! The lowest literacy rate among all religions.",1
facebook_corpus_msr_503524,Our Hon'ble governor is Best  But Some one not ......,1
facebook_corpus_msr_334891,Sitaram Yechury is an amiable person from the Marxist lobby dominated by the hardcore ideologues.As a member of the upper house he contributed very constructively.,1
facebook_corpus_msr_1723569,"If it is to be banned, then it should be banned for all other religions as well.",1
facebook_corpus_msr_1804941,Sanghi dose mila hai Annaji ko fir se kyunki  Delhi me jo MCD election hai filhal.. Ab sab ko samajh gaye hai Lokpal aur corruption crusader kitne paani me hai aur kis k saath hai.,1
facebook_corpus_msr_399105,Who care what she eat... Even she eat poo we don't care,1
facebook_corpus_msr_1943090,4 people died and Indian express finds humour in it..rip journalism..,1
facebook_corpus_msr_431267,Modi banded 500-1000 notes. So his next step should be to band congress party,1
facebook_corpus_msr_495265,What does the word cost mean? Does it take foreign debt into consideration? Does it consider human wealth?,1
facebook_corpus_msr_466226,"Mr. Narang it's just the matter of time, I am not stupid enough to believe that govts works for the betterment of masses.. you need to read thoroughly The Prince by Niccolo or the Republic by Plato. I am sure once this govt complete it's term in the office we will have bigger scams to quote... And that's what Dr. Manmohan Singh is talking about...",1
facebook_corpus_msr_2018673,For what reason?ifu,1
facebook_corpus_msr_329038,"Nothing new on it. Indians only gossip, take action instead of spreading failures",1
facebook_corpus_msr_2081696,Sehwag your comments made  no  sense  at all.   You should  not have made the stupid comparison.  There is a big difference cricketer  and a martyr .,1
facebook_corpus_msr_463813,"I bought One Plus 2 just about two months ago..2 days back I dropped it and got the entire screen cracked. Though it is working fine.
But I am not able to repair it due to unavailability of service centre in Jammu & Kashmir...
It's frustrating",1
facebook_corpus_msr_331182,Cows are definitely gonna vote for Modi ji in 2019 ;),1
facebook_corpus_msr_1563620,Why am I not surprised. Another dictatorship begins to form,1
facebook_corpus_msr_1805469,Anna Hazard is a novice now. His voice has got no value.,1
facebook_corpus_msr_331419,We have enough support already . Turkey isn't our ally more like a traitor & have come to solve Kashmir issue lol,1
facebook_corpus_msr_1804925,"Perfect example of ""Vridha asharam- when people can just see and repeat words which they have heard in early morning "" Indian media is using AANA JI to take only wrong or negative  comments either it's for BJP or AAP .... but would say POOR PERFORMANCE",1
facebook_corpus_msr_2032100,Do you have any doubt? Why was he holding some many pistols and ammunition etc ?If he is not when police rounded up why was he holding up and firing at police?,1
facebook_corpus_msr_2126947,"Bt massive win?
Seriously?",1
facebook_corpus_msr_431157,Mr. Macchiwala I have spoken to Muslims in Gujrat and they were thankful to him because he saved their lives. I don't know where do you get this idea that Modi is responsible for riots.,1
facebook_corpus_msr_328978,Govt has to care of Army more than RSS . Else it will be RSS vs Indian Army  ?,1
facebook_corpus_msr_403354,Tow terrorst killd at bouder...indian army is a terrorst mob,1
facebook_corpus_msr_1723023,I have a question for you sir. Can you please name the temple please also which Kashmiri Pandits are chanting bhajans?,1
facebook_corpus_msr_2081690,"And watch it 24/7 , and dont watch anything else",1
facebook_corpus_msr_1805112,Anna you don't see the corruption of BJP and Congress that's happening from past 60 years ??,1
facebook_corpus_msr_1521890,"Vishnu Sreevalsan on this mother's day you can greet them.
""Hope your mummy stays yummy this mother's day.""",1
facebook_corpus_msr_334053,Call in the airforce and bomb the hell out of dantewada,1
facebook_corpus_msr_1961702,Crocodile tears.,1
facebook_corpus_msr_2109815,""" JAMMU & KASHMIR STATE NEED BUSINESS CORRIDOR ""

Now j&k state people are in excitement and they were misguided by infiltrators. Since 10 days I got thousands of reply's received from j&k state people and some of Pakistan people's  which was I wrote thesis, regarding intolerance in j&k state.

Here some people are depend by terrorist Organisations and Pakistan MILITENTS and other Anti National Elements. Now they people are making  stone pelting on Army and Police and they raised slogans favor to Anti National attitude and wearing ISIS dressess and with Pakistan flags.

J&K State students need to get admissions in South INDIA Collages because there is no mutual understanding and interaction between j&k state and South states, In my verdict this is the big salvation for intolerance.

Need marriage proposals between South and North with j&k state people.

J&K State suffer by Lobour Acts and implementations because there is no route map for life survive with good opportunities this is the major problem in j&k State that's why teenagers following unlawful Act.

Need Industrial Hub in J&K state for better earnings.

I request to Prime Minister MODI Ji that, please bring the new reforms for j&k state for better future to our Citizens....Jai Hind 

S V P YADAV
Journalist
+918019563514",1
facebook_corpus_msr_451785,They will now transform into the bike... I just know it... Human transformers!,1
facebook_corpus_msr_446068,Sir u Carry on! India now understand who are fake,1
facebook_corpus_msr_1818429,"Anirban Kundu 
So you are the pesticide",1
facebook_corpus_msr_1979833,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal.  A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa).  We expect apology from your side for such a mistake.",1
facebook_corpus_msr_325809,It is a darma ..no viletions by pak army.. India army is a presure of unrest in country..,1
facebook_corpus_msr_430475,"Hi team, i need some help from you, you people coverage everything, please coverage our village please,  i stay in one village, our village still dint get the patta and chitta from our land since 1947, all of the villages got this in india, in entire india only our panchayat dint get the patta and chitta for land, we have around 500 former housed, govt is saying formers are the back bone of india, we do lot of agriculture we dont get any facilities from government, we are struggling lot, please help i have reached lot of MLAs and Ministers they are asking bribe. my number @ 9663387141",1
facebook_corpus_msr_437328,"now on wards.....we have to follow new way with banks,,,,in previous days we were deposited our total money and we with draw what ever req. we do....but now on wards we have to do need based deposits only...",1
facebook_corpus_msr_2082471,Secure ?? Lol,1
facebook_corpus_msr_1723034,Hypocrites are everywhere.,1
facebook_corpus_msr_2018533,"It is individual choice of being working mother or not working mother, no one has right to put forth their opinion on others. it is not a competition , rather it is justice to the talent of multi tasking which is not her cup of tea look like.",1
facebook_corpus_msr_1561729,"Why he is scolding her who gives right to MLA to shout like this on SP of city....she was only doing her duty according to law...if there is something legal according to law then it's police duty to stop that ""dharna"" police don't work according to public sentiment it work only according to law. If this MLA is really worried about liquor then why ruling party is not putting ban on liquor?",1
facebook_corpus_msr_2141836,Drona Goswami did u forget gulf states..,1
facebook_corpus_msr_445774,"Pakistan was involved in duplication of Indian Currency they were sending these fake currency in India to few traitors
And now those traitors are feeling ripped off from their possessions
Most of them are hiding behind our poor people and saying gareebo ko maar diya
But actually these traitors are dying 
#salutetoPM",1
facebook_corpus_msr_447898,Plz look into education problem that rural children's are facing.,1
facebook_corpus_msr_1762605,Then start resolving Kashmir issue.,1
facebook_corpus_msr_455868,Yàar my ears r bleeding  stop this 😑 get the bike on stage,1
facebook_corpus_msr_1723368,"Sonu is right... 
Muslims believe in nirakar philosophy ...
Then y they build mosque with loud speakers... They can do worship allah at home..",1
facebook_corpus_msr_1818388,Menakji when the entire police force and security forces are deployed to protect the political class. There is scarcely any police force left for the protection of citizens hence crime rate is bound to raise. This is simple logic.,1
facebook_corpus_msr_329066,"Where is 56"" chest and his andh bhakts will they take serious actions r they will do kadi ninda 😠😠😠",1
facebook_corpus_msr_446467,Mr Modi sorry to say u r forgetting that u r giving birth to a new crime in money gamble only a month has passed already there are so many raid have been done in new currency forget the old currency,1
facebook_corpus_msr_379370,Jay hind Pakistan me jabrdast  Hamla  Kare Hmari Sena  jbab dena  jaruri h,1
facebook_corpus_msr_1722770,"If population control and safe sex is immorality, no wonder we're the second most populous country on this planet.",1
facebook_corpus_msr_1946883,These are personal choices and it has nothing related to love or hatred. Stop your nonsense.,1
facebook_corpus_msr_451843,People already started closing their ears after listening.. will close their eyes after launch ;),1
facebook_corpus_msr_1805008,Kejriwal is better working corruption free . Anna have dirty politics what happened to your lokpal fights and fast during UPA period. You are product of dirty swine.,1
facebook_corpus_msr_2018501,Well said sonali,1
facebook_corpus_msr_386816,Language is very bad ......we the voters are still alive to see what is going on .....if any of the party who will not work ...we will send them to home ....don't worry,1
facebook_corpus_msr_322578,"Atleast we show reality what happpens.....
but pak media & army keeps their people in denial mode.... 😂",1
facebook_corpus_msr_399240,"Attention: Indians have launched a False Flag ⛳️ Operations . 

They claimed that Pakistani forces infiltrated the LOC killed and mutilated bodies of two BSF jawans . 

The claimed location is not just heavily mined and fenced but has been under constant Indian Army surveillance citing attempted infiltration by Kashmiri Militants . 

It's obviously an attempt to sway the international community away from the atrocities committed by Indian Occupation Forces on Unarmed Kashmiris.

Previously the Drama was done to fool Indian population for UP Election this time God know what they have in Mind but it's simply Evil and in the end people of India will suffer one way or the other",1
facebook_corpus_msr_2073736,"Fool.... 
Not even your government is not worth to print notes with out mistake. 
What hard work is this",1
facebook_corpus_msr_405304,All time iNdian muslim hero who gave good reply to whp sheo sina Bajrang dal to the 1991 ANTI MUSLUM KILLInG AFTER THE BABREE MASJID DESTRUCTION  ONLY IN BOMBAY KILLED 2000 MUSLIMS THOUSANDS OF MUSLIM KILLED BY FANATIXS,1
facebook_corpus_msr_334365,Accused.. not convicted❗️ Plz don't misrepresent in a way that society is misled,1
facebook_corpus_msr_379215,Mr. PM you must act now. We are with you. Don't do only ninda always.,1
facebook_corpus_msr_334877,Ashin Jose Chellamthara leftists Goonda are with Jehadist Scoundrels sadly no true left wingers left in India,1
facebook_corpus_msr_429842,Found validity in the comments made by founders on Rajiv Bansal’s severance pay: Infosys Chairman,1
facebook_corpus_msr_1805060,Already he lost his leftover respect and public image. no need of further drama,1
facebook_corpus_msr_1723445,Come on ..you do not have to be abusive  ...however it reveals the type of person you might be.....definitely not a.good Muslim........read the Koran for guidance,1
facebook_corpus_msr_1723303,Almost daily,1
facebook_corpus_msr_1723927,What he said is truth and nothing else,1
facebook_corpus_msr_1723545,"Early to rise and early to sleep
makes man happy and healthy and he is angry with Azaan which alarms him to rise early.",1
facebook_corpus_msr_452104,They r tryin to say.. run while u still can,1
facebook_corpus_msr_444101,"No body plans to fail, but ' Demonetization' step clearly states that the govt has failed to plan & now acting as per their failed planning",1
facebook_corpus_msr_2159099,It's not trust vote it's fixed vote for money,1
facebook_corpus_msr_2018536,"Everything was fine till she mentioned the new wave of feminism as destructive and then said ""why would I want to spend just an hour with Misha and then rush off to work? Why did I have her? She's not a puppy."" SO WRONG. That's almost as if saying that mothers who work and take care of their children treat their kids like puppies and have not gone through the same difficult times she might have gone through. Tsk. She sure should have chosen her words more wisely than that. This is too crude for a new age mother.",1
facebook_corpus_msr_451098,"When an elephant like Modi walks and talks, he does not bother about street dogs barking at him.",1
facebook_corpus_msr_1804982,"Wolf in Sheep's clothing.

Keeps threatening to go on a strike against the Center for not implementing Lokpal but has not sat on  a dharna for a single day. Hypocrite. His dreams of BJP coming to power in Delhi and Punjab have been shattered by Kejriwal.",1
facebook_corpus_msr_1735786,"Reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",1
facebook_corpus_msr_1945533,Says a guy who once got slapped by Srk,1
facebook_corpus_msr_1521846,In five years power BJP Talks on single Issues that is Beef bain.....Look at Modi Changing india from 0 to 0,1
facebook_corpus_msr_233923,Government is weak. Not taking strong actions against these anti nationals.,1
facebook_corpus_msr_2032394,Suspected,1
facebook_corpus_msr_1737014,"Ye video kisi bhi political party se kaafi upr h, its just you media can't see it but we people do. So just stop feeding the society whatever you want we know whats right!!",1
facebook_corpus_msr_445690,The common man suffers because they refuse change..wasn't they requested to open bank accounts two year's back???..isn't that enough window of opportunity??..well done Modiji,1
facebook_corpus_msr_1805431,Anna should concentrate on lokpal,1
facebook_corpus_msr_1723343,"See guys he's actually right if i like some kind of music i won't be playing it on loudspeaker in train,ill be using earphones.And prayer s are made from heart not on loudspeaker.",1
facebook_corpus_msr_374000,welldone pak army I slute this is a surgical strike,1
facebook_corpus_msr_1775248,Evm me fix,1
facebook_corpus_msr_1561763,"A crowd , mostly of women were protesting against opening of a liquor shop in residential locality. From social point of view protest was ok
But what the Police was supposed to do? Stand there and allow deterioration of situation ? Or dispers the crowd and open the road for traffic.
The legality of opening of the liquor shop lies under drugs and liquor dept. They must have called the police.
The IPS was working under what is permitted by law. 
Humiliating the officer, lady or any is to be condemned.",1
facebook_corpus_msr_437327,"Charge us for the rain,air,oxygen and for our soul...Jai Ho....",1
facebook_corpus_msr_1833351,freedom from whom? a large section of hindu families eat meat even cow. Ban has nothing to do with muslims. All  r going to be affected. 21st century mam,1
facebook_corpus_msr_449201,Ban on 500 and 1000INR note is good step but why 2000INR note,1
facebook_corpus_msr_469149,I think modi also doing this in Gujrat but theyear given never come same is here only publicity nothing else if anybody want to know see which year he gave same proposal,1
facebook_corpus_msr_443966,CA Kiran K Komaravolu It is expected from PM that many many emotional and rhetoric speeches have been delivered and subjects have been deliberately changed and now please PERFORM.,1
facebook_corpus_msr_2032285,""" Election and fake encounter at the same time.. Only one party will gain votes through this incident. """,1
facebook_corpus_msr_2210556,Yes to 2nd world war and Modi,1
facebook_corpus_msr_331615,Could of bought South Africa for that. Think the Gupta's got a bargain.,1
facebook_corpus_msr_412610,Watever wipro is doing but the behaviour over there is very bad,1
facebook_corpus_msr_1902070,"we dont have time for such issues, we are busy saving cows.",1
facebook_corpus_msr_443237,"If the RBI did have enough new notes, but did not distribute then it defenitely will be intentional. All new notes issued before 31st dealine would have helped the hoarders to exchange the old for new. If RBI indeed is sitting on a huge supply of new 500s  they can be quickly distributed from jan 1 and Modi would have salvaged the situation to a large extent.",1
facebook_corpus_msr_1493813,Vinod Gupta with respect when our parliament had agreed on army court then it shouldn't be strange.,1
facebook_corpus_msr_1561905,Bgp getting arrogant,1
facebook_corpus_msr_451789,I'm sure journos might be wondering if they're in the right room,1
facebook_corpus_msr_2241589,Every were this person speaks it looks like a comedy show with a recorded laugh playing in the background....... May be wants to overtake Kapil's comedy show.. :-),1
facebook_corpus_msr_327953,Barbarism shows what type of humans pakistanis are ....ooh sorry did i said humans..,1
facebook_corpus_msr_495266,India is #1 this is just foolish survey . Dude size of country matters.,1
facebook_corpus_msr_1805181,"Uncle, why don't you openly join BJP and dare to declare your rss alignment 😂",1
facebook_corpus_msr_2280115,Indians are the best and suitable for these job bido yadav,1
facebook_corpus_msr_2032141,I salute you Mr. Abrar. This every you should think before taking up the Pistols and bombs.,1
facebook_corpus_msr_1561848,I don't know whether to laugh or to cry because in India educated people use to work under uneducated leaders,1
facebook_corpus_msr_2349533,"Why only Muslims get such letters, not Hindus, Sikhs, Buddhist, Jains, Jew or people belonging to any other religons?",1
facebook_corpus_msr_482203,"What  LESSONS can WE LEARN from this? F.E. keep your assets to yourself (family, trustees in the country,  country), better evaluation of boardmembers even when family...",1
facebook_corpus_msr_399071,"He is not lord wrong.
How about dhropati sharing  among brothers",1
facebook_corpus_msr_449219,Binami next target !!! Best leader ever produced in chennai,1
facebook_corpus_msr_379820,All benifits gone to pakistan . Leather products order from abroad are going to pakistani comapnies due to Cow Vegilence . Army are dying only Indian bcz Pakistani uses Kasmiri civilians,1
facebook_corpus_msr_328118,"But Swachch Bharat PR drama of your master has failed ? Ain't opportunist Canadian? 
https://thewire.in/16474/why-swacch-bharat-type-schemes-will-fail-in-india/",1
facebook_corpus_msr_444321,RTI rights in Political Parties will curb out all the Black Money involved,1
facebook_corpus_msr_115531,"What should every Indian know about IIT?
1.You and I pay taxes.
2.Using that tax, government provides subsidy to IIT students.
3.IIT students fly to USA and most of them work and settle there.
In short, Our taxes are used to contribute brightest of the brains to USA.
PS: Some may argue by quoting examples of Narayanamurthy, Kejriwal, etc. But understand that those are just a handful of them. The majority of them do not contribute anything for the country that provided them education in IITs.
Source: Quora",1
facebook_corpus_msr_1902073,thanks to bjpigs,1
facebook_corpus_msr_1978729,Appeal was made because they were conducting the show near a graveyard and a mosque so they appealed didn't force like RSS,1
facebook_corpus_msr_445591,Don't listen who ever against you pm because they all corrupted hiding their money .... you doing best  people don't realise now they will know in coming future time how important helpful for public...good luck.,1
facebook_corpus_msr_2018689,Anurag Taneja read this ...😍,1
facebook_corpus_msr_1945519,"He Can be made the CM. He's SO Cute and Cool :* :D :)

Anything is Better than Adityanath,so to say,yeah :D :) :/",1
facebook_corpus_msr_1887405,I don't think only Rajnath Singh is responsible for this Mam.,1
facebook_corpus_msr_1722937,"Okk Rakesh Shah i agree wid u that it hurts old people, schools, animals everyone... Bt will mentioning a particular Community in frst two tweets, justified?? Are muslim people the only ones who plays loudspeaker?? i too feel we shud stop noise pollution, bt every human being shud make an effort not just Muslims..",1
facebook_corpus_msr_2032309,All terrorists must be neutralized. This father has set a great example.,1
facebook_corpus_msr_1582233,"""And I suppose we're gonna ignore the fact that the most developed countries in the world, the Nordic nations, are basically socialist"" You defending socialism or Communism.On nordic countries None of them have an army they have no expenditure on army due to NATO whose budget is contributed by US majorly a CAPITALIST country, they were capitalist first then became socialist, u need to have income to redistribute it too hard to get?",1
facebook_corpus_msr_435381,"rural india is not a promotional material for cnbc tv 18

come on do things with nobility ...come on spartan , prepare for the glory , do not kneel before xerxes , who may give you gold and silver ......lets live for glory of the great nation  ....land of sparta rejects the plea of persians",1
facebook_corpus_msr_1947120,Bcoz he is a hindu,1
facebook_corpus_msr_2073771,"Wait till one year 
Which grouth dropped slowly it's give negative results",1
facebook_corpus_msr_334324,Those who can't give justice to there women should not speak on others matter,1
facebook_corpus_msr_431250,"This is a dedicated hardworking leader as our pm taken Ala
 indiA  to 21centuary and beyond",1
facebook_corpus_msr_450669,"Demonitisation  like a  medicine, it might be sour  but slowly and steadily",1
facebook_corpus_msr_1510202,Zakir Musa also studied Engineering at Chandigarh but turned to be Top Hizbul Militant n killed our security pers. Kashmiri r pelting stones at our sec pers in J&K. So how can Kashmiri still  expect good treatment  from Chandigarh . First condemn ur Kashmiri ppl n ask them to behave like human beings if they want same in reciprocation.,1
facebook_corpus_msr_325003,"India must come out of gomata,triple talaak,ayodhya.bciz these topics will devide us.India must b united,should b an developed nation.",1
facebook_corpus_msr_483462,"Very bad direction to corporate world and need young talent to run the companies like tata not family:( see the american companies like Microsoft and Google give opportunity to young people to run the company, I really don't understand this kind of moves and more importance to family :( sad decision by tata group",1
facebook_corpus_msr_506648,What happened to sony wlakmen still in sales - ...is that indian manufacturing is a open defaecation system with out recycling facility ....anwer me ....from munna bhai,1
facebook_corpus_msr_451698,hope somone switches the bike and puts an Enfield there !! I am sure the expression on the MD's face will be priceless....for the rest we have mastercard !!,1
facebook_corpus_msr_416603,Dear cnbc y u didn't include Karnataka the state in ur stupid statistics video care to explain,1
facebook_corpus_msr_1922846,Now he is going to be a headache for his co-passengers during the train journey.,1
facebook_corpus_msr_449515,"first pass the bill for RTI on political funding , u will come to know who has black money",1
facebook_corpus_msr_2111241,The commies anti national dreams will never materialise,1
facebook_corpus_msr_466258,I don't need to own them when I can afford to use them,1
facebook_corpus_msr_2018627,There are ten thousand more logical ways to explain this,1
facebook_corpus_msr_395436,Every time Nawaz govt. in trouble these Indians come up with some thing.  Why was Jindal here met Nawaz and now this happens,1
facebook_corpus_msr_414339,Superb if normal civilian of India deposits more than 2.5l amount I.t officials may question him but the bail is given to the fraudster who looted thousands of crore loan from banks awesome power and money makes  impossible to possible....,1
facebook_corpus_msr_233819,"Rohit sardana stop shedding crocodile tears. Your debate is only for TRP and exhibit your vocabulary. In TV debates, every one is sitting in TV as much you are sitting. Stop this rant ""TV mae baitke"". Go to their office and talk without camera and note down the same and read in front of your TV.",1
