ID,Text,label,Label
facebook_corpus_msr_1403157,"READ : #NepalEarthquake भूकंप से हिले नेपाल में मानवीय त्रासदी की दिल छू देने वाली कहानियां सामने आ रही हैं।  पोख़रा के गेस्ट हाउस से 80 घंटे बाद एक व्यक्ति को ज़िदा बाहर निकाला गया है। पढ़ें विस्तार से- 
http://khabar.ndtv.com/news/world/nepal-quake-man-brought-alive-after-80-hours-in-debris-759031",NAG,0
facebook_corpus_msr_1403643,"In Depth: गजेंद्र की मौत पर केजरीवाल ने मांगी माफी, कहा- अब चीड़फाड़ बंद करो...",NAG,0
facebook_corpus_msr_1404140,सादे कागज पर घोषणा पत्र देकर भी अब खुल सकेगा बैंक खाता। पढ़ें खबर... http://goo.gl/ULXrMl,NAG,0
facebook_corpus_msr_1404519,काम की बात: और अब #ICICIBank ने घटाईं होम लोन की दरें #Homeloan,NAG,0
facebook_corpus_msr_1404846,"भारतीय नौसेना ने सभी भारतीयों को सुरक्षित निकाला..

शुक्रिया नौसेना..  #yemen   #OperationRahat",NAG,0
facebook_corpus_msr_1405048,sahi kaha :/,NAG,0
facebook_corpus_msr_1405266,@ShekharGupta के साथ चलते-चलते में रात 9.30 देखिए #Flipkart के संस्थापकों से खास बातचीत... khabar.ndtv.com/video/show/chalte-chalte/walk-the-talk-with-flipkarts-founders-362311,NAG,0
facebook_corpus_msr_1405675,"#PatnaBlast पटना के बहादुरपुर इलाके में सोमवार रात एक बम धमाका हुआ। रिहायशी इलाके के एक फ्लैट में हुए इस धमाके में किसी के हताहत होने की ख़बर नहीं है। पढ़ें पूरी ख़बर- 
http://khabar.ndtv.com/news/india/bomb-blast-in-a-residential-area-in-patna-750985",NAG,0
facebook_corpus_msr_1406118,तीन साल की इस बच्ची ने बनाया तीरंदाज का राष्ट्रीय रिकॉर्ड। जानें कौन है यह..,NAG,0
facebook_corpus_msr_1406120,हम सभी को गर्व है।,NAG,0
facebook_corpus_msr_1407054,"हलो...दोस्तो ,क्या आप घँटो इंटरनेट यूज करतेँ हैँ जिससेआपको कोईफायदा नही होता ।तो मैँ आपको bata ta हूँ।ऐसी साईट के बारे मेँ जिसको उपयोग करके आपहरदिन100 से 500 रुपये तक कमा सकतेँ हैँ जानियेकॆसे_Googleplay स्टोर से App को डाउनलोड कीजिये,Installकरतेही आपको 50रुपये Bal मिल जाएंगे,मॆंनेभी किया था ऒर Bal मिला हॆ मुझेइसलिएआपको भी बता Rha हूँ।।only 1mbaplication इसेयहाँ से डाउनलोड करें! http://7803435.earntalktime.Com",NAG,0
facebook_corpus_msr_1407215,"NEWS UPDATE : बीसीसीआई सचिव अनुराग ठाकुर का बयान, पाक क्रिकेट बोर्ड संबंध बहाली का इच्छुक।

+ पाक क्रिकेट बोर्ड भारत के साथ क्रिकेट संबंधी फिर से बहाल करना चाहता है - अनुराग ठाकुर।

+ बीसीसीआई के सचिव हैं अनुराग ठाकुर।

+ बीसीसीआई के मुताबिक़ शहरयार ख़ान ने इस संबंध में हाल हीं में उनसे मुलाक़ात की है।

+ पाकिस्तान क्रिकेट बोर्ड के चीफ हैं शहरयार ख़ान।

+ इस मामले में अंतिम फ़ैसला विदेश मंत्रालय करेगा - अनुराग ठाकुर।",NAG,0
facebook_corpus_msr_1407618,"Dear रविश सर और NDTV ये आम आदमी की स्वत्रन्ता है कि वो अपने देश ,धर्म , मानवता कि रक्षा करे ॥ रविश जी आपको इसमे कौन सी नई बात लगती है ये उनकी सोच है ये पूरे देश कि सोच नही होगी रही बात विचार कि  तो अपने देश मे बहुत से लोग है जिनके अच्छे विचार  है।और आप से अनुरोध है कि आप पश्चिमी देश की सस्कीती को बडावा न दे आप भारत देश के नागरिक है न की पश्चिमी देश के सभ्यता के ठेकेदार ।लोग अपने देश की सभ्यता को बढावा देते है। जिससे दूसरे देश के लोग हमारे देश के सभ्यता का पालन करे और यह जरूरी ये कि दूसरे देश की अच्छी  सभ्यता का हम लोग पालन करे न कि गन्दी सभ्यता का
  ॥जय हिन्द॥",NAG,0
facebook_corpus_msr_1407935,"VIDEO : उत्तर भारत के मैदानी इलाकों में बारिश हो रही है.... अचानक बदले इस मौसम का मिजाज जानने के लिए वीडियो पर क्लिक करें...
http://khabar.ndtv.com/video/show/news/rain-in-delhi-ncr-358359",NAG,0
facebook_corpus_msr_1408280,"LIVE TV : आप देख रहे हैं बड़ी ख़बर, मनोरंजन भारती और ऑनिनद्य चक्रवर्ती के साथ लाइव टीवी पर- लिंक को क्लिक करें।
http://khabar.ndtv.com/videos/live/channel/ndtvindia",NAG,0
facebook_corpus_msr_1408424,"ऐसा क्या हुआ कि फ़्लाइट में फंसे रह गए भारतीय खिलाड़ी? #CWC2015

फोटो क्लिक करके पढ़ें...",NAG,0
facebook_corpus_msr_1408532,"आप देख़ रहे हैं न्यूज़ प्वाईंट मनोरंजन भारती के साथ, नीचे दिए गए लिंक पर क्लिक करके - http://khabar.ndtv.com/videos/live/channel/ndtvindia",NAG,0
facebook_corpus_msr_1408832,"VIDEO:  मोदी के सूट के लिए 1.21 करोड़ रुपये की बोली..

देखिए किसने लगाई बोली..  #Modi",NAG,0
facebook_corpus_msr_1409328,"पाक के खिलाफ शतक ठोकने के बाद विराट कोहली (107 रन, 126 गेंद) बने सोहैल खान का शिकार http://khabar.ndtv.com/leaf/cricket-scorecard/filename/inpk02152015173982 … #JeetoIndiaJeeto #IndvsPak",NAG,0
facebook_corpus_msr_1410073,"57 साल के भारतीय की पिटाई: अमेरिका ने की कार्रवाई...2 पुलिसकर्मी गिरफ्तार..

लिंक क्लिक करें और देखें वीडियो...",NAG,0
facebook_corpus_msr_1410228,"दिल्ली विधानसभा चुनाव में अभूतपूर्व जीत के बाद, रामलीला मैदान को शनिवार को होने वाले शपथ समारोह के लिेए तैयार किया जा रहा है। इस तैयारी में दिल्ली पुलिस से लेकर एमसीडी और पार्टी कार्यकर्ता सभी तैयारियों में जुट गए हैं।
http://khabar.ndtv.com/news/assembly-polls-2015/ramlila-maidan-is-getting-prepared-for-the-oath-taking-ceremony-738777",NAG,0
facebook_corpus_msr_1410622,दोपहर 2 बज चुके हैं और इसके साथ ही दिल्ली विधानसभा चुनाव के लिए वोटिंग का आधा दिन खत्म हुआ और इस समय तक विभिन्न विधानसभा क्षेत्रों की वोटिंग प्रतिशत कुछ ऐसी रही।,NAG,0
facebook_corpus_msr_1410643,"VIDEO : लोकतंत्र की यह तस्वीर किसी को भी वोटिंग करने के लिए प्रेरित कर सकती है। दिल्ली के महावीर एनक्लेव  के एक पोलिंग बूथ पर आज 107 साल की जेवाती देवी व्हील चेयर पर वोट डालने पहुंचीं।
http://khabar.ndtv.com/video/show/news/107-year-old-voter-in-delhi-355844",NAG,0
facebook_corpus_msr_1411183,"अरविंद केजरीवाल को लेकर चुनाव आयोग का महत्वपूर्ण फैसला, केजरीवाल 
ना सिर्फ दिल्ली से चुनाव लड़ सकते हैं बल्कि वोट भी दे सकते हैं। 
http://khabar.ndtv.com/news/assembly-polls-2015/kejriwal-is-voter-in-delhi-can-fight-delhi-assembly-polls-ec-736597",NAG,0
facebook_corpus_msr_1411186,only aap ke saath..........,NAG,0
facebook_corpus_msr_1411189,सत्य परेशान हो सकता है लेकिन पराजित नही,NAG,0
facebook_corpus_msr_1411191,Lo aur ek zoot............,NAG,0
facebook_corpus_msr_1413035,"पीडीपी ने समर्थन की पेशकश पर नहीं दिखाई दिलचस्पी, एनसी ने साधा निशाना.. http://khabar.ndtv.com/news/india/nc-says-it-offered-outside-support-to-pdp-yet-no-response-727309",NAG,0
facebook_corpus_msr_1413333,क्या बाफ्टा को भाएगा 'द लंचबॉक्स' का स्वाद? पढ़ें खबर... http://t.co/sEmIbWEUo3 http://t.co/Q5fCaEoiPr,NAG,0
facebook_corpus_msr_1413392,"वीडियो रिपोर्ट : कड़ाके की ठंड से लोगों का बुरा हाल, दिल्ली में शुक्रवार को न्यूनतम तापमान 6.8 दर्ज हुआ...http://t.co/WcXVBPMKtT",NAG,0
facebook_corpus_msr_1413604,मनीष शर्मा की नज़र से : घूस लेकर सेंसर बोर्ड ने पास की पीके?  http://t.co/DWZ45zn7fG,NAG,0
facebook_corpus_msr_1413678,कैबिनेट ने 2जी स्पेक्ट्रम की नीलामी के लिए आरक्षित मूल्य को मंजूरी दी।,NAG,0
facebook_corpus_msr_1413695,"वर्ल्ड कप : दावेदारों की भरमार, टीम सेलेक्शन के लिए करनी पड़ेगी माथापच्ची... http://t.co/BXwrCNcw0t",NAG,0
facebook_corpus_msr_1413823,"साइना नेहवाल पद्मभूषण के लिए नामांकित न किए जाने पर नाराज, प्रधानमंत्री से लगाई गुहार..http://t.co/ywSaWbMMrl",NAG,0
facebook_corpus_msr_1413885,"ऑस्ट्रेलिया मीडिया ने साधा कोहली पर निशाना, सबसे नापसंद स्पोर्ट्सपर्सन चुने गए कोहली..http://t.co/iV7VQubWAD",NAG,0
facebook_corpus_msr_1414023,"'पीके' के खिलाफ प्रदर्शन तेज हुआ, गुजरात में थिएटरों में तोड़-फोड़... http://t.co/thCJOpVXDe",NAG,0
facebook_corpus_msr_1414165,"नरेंद्र मोदी हमारे नायक, झारखंड को तेजी से विकास के रास्ते पर लाएंगे : मुख्यमंत्री रघुवर दास
http://t.co/3qun6QNgdB",NAG,0
facebook_corpus_msr_1414272,"Retweeted NDTV Videos (@ndtvvideos):

राजस्थान के 16 मंत्रियों को धमकी भरा ई-मेल - http://t.co/HdnOBcx61a",NAG,0
facebook_corpus_msr_1414402,"Retweeted NDTV Videos (@ndtvvideos):

प्राइम टाइम : सरकारों ने भारत रत्न सम्मान की प्रतिष्ठा कम की? - http://t.co/6kq1QoywAv",NAG,0
facebook_corpus_msr_1414915,"साउथ सिटी गुड़गांव का आर्केडिया कॉम्प्लेक्स बम की सूचना के बाद खाली कराया गया, जांच के बाद बम की सूचना गलत निकली",NAG,0
facebook_corpus_msr_1414927,सुप्रीम कोर्ट ने जयललिता की जमानत अप्रैल तक बढ़ाई,NAG,0
facebook_corpus_msr_1415056,"देखें लाइव : पाकिस्तान के पेशावर में आर्मी स्कूल पर हमला, 11 बच्चों समेत 12 की मौत - http://t.co/eLmK8Mt7og",NAG,0
facebook_corpus_msr_1415207,"मुझे हमारी युवा पीढ़ी की चिंता हो रही है। ड्रग्स, नशा एक ऐसी भंयकर बुराई है, जो अच्छों-अच्छों को हिला देती है : पीएम मोदी",NAG,0
facebook_corpus_msr_1415279,"मुंबई में नशे के सौदागरों का खेल, फैल रहा है 'म्याऊं-म्याऊं' का जाल 
http://t.co/mMbyRdnM3d",NAG,0
facebook_corpus_msr_1415321,"दिल्ली : उबर टैक्सी के ड्राइवरों ने बैन के खिलाफ किया प्रदर्शन 
http://t.co/6ZccOh4NUL http://t.co/hrBTCM4xif",NAG,0
facebook_corpus_msr_1415675,पीएम नरेंद्र मोदी की नीतियों की वजह से वाइको की पार्टी एमडीएमके ने एनडीए को छोड़ा,NAG,0
facebook_corpus_msr_1415757,"आमिर ने पटना में 'पीके' के प्रचार के दौरान लिया लिट्टी-चोखा का आनंद 
http://t.co/dFzusdEVC1 http://t.co/oyGJsZA9BU",NAG,0
facebook_corpus_msr_1416319,"फिल्म जगत ने पुलिस बल की छवि बिगाड़ी : पीएम नरेंद्र मोदी
http://t.co/LjpgGJbiCF",NAG,0
facebook_corpus_msr_1416322,"क्या सुरेश रैना को ऑस्ट्रेलिया के खिलाफ नंबर 6 पर मिलेगा मौका?
http://t.co/wXk9SE4DZt",NAG,0
facebook_corpus_msr_1416326,"शस्त्र भी हो, शस्त्रधारी भी हो, लेकिन राष्ट्र रक्षा के लिए उत्तम गुप्तचर व्यवस्था जरूरी : पीएम http://t.co/ObewYMl1cm http://t.co/tWbyk1LfRK",NAG,0
facebook_corpus_msr_1416401,मुंबई लौटे आईएसआईएस के कथित लड़ाके आरिफ मजीद को एनआईए ने गिरफ्तार किया। पढ़ें खबर... http://khabar.ndtv.com/news/india/how-i-fought-with-is-what-arif-majeed-reportedly-revealed-today-705503,NAG,0
facebook_corpus_msr_1416623,"Retweeted NDTV Videos (@ndtvvideos):

नेशनल रिपोर्टर : कालेधन पर घिरी सरकार - http://t.co/9z4pjpGJRx",NAG,0
facebook_corpus_msr_1416921,शेयर बाजार में उतार-चढ़ाव के आसार.... http://t.co/BqY8QOjbTE,NAG,0
facebook_corpus_msr_1417203,"भाजपा ने श्रीनगर में कहा, हम साम्प्रदायिक नहीं हैं...http://t.co/WuJopTWAh9",NAG,0
facebook_corpus_msr_1417445,"कहां हैं #BabaRampal...? क्यों हैं पुलिस-सरकार गिरफ्तारी में नाकाम...?

देखिए आज रात 10 बजे #NationalReporter, @SiktaNDTV के साथ...",NAG,0
facebook_corpus_msr_1417446,bjp ko vidhansabha election me support karne ka inaam mil raha hai,NAG,0
facebook_corpus_msr_1417469,देखें लाइव - हमें कामगारों के हुनर को बेहतर करना होगा : प्रधानमंत्री नरेंद्र मोदी - http://t.co/eLmK8Mt7og,NAG,0
facebook_corpus_msr_1417504,देखें लाइव - भारत के लोकतंत्र की ताकत को पहचानें : प्रधानमंत्री नरेंद्र मोदी - http://t.co/eLmK8Mt7og,NAG,0
facebook_corpus_msr_1417522,"सिडनी के स्टेडियम में पहुंचे पीएम नरेंद्र मोदी, 16 हजार लोगों की भीड़ को करेंगे संबोधित http://t.co/2pPrMKwmGT",NAG,0
facebook_corpus_msr_1417827,"नेहरु जी में न्याय, उदारता की भावना थी : सोनिया गांधी",NAG,0
facebook_corpus_msr_1417924,"प्रधानमंत्री नरेंद्र मोदी अब इंस्टाग्राम पर भी, म्यांमार से भेजी तस्वीर - http://t.co/iIfPB8D05T http://t.co/ZZGJ25ieFu",NAG,0
facebook_corpus_msr_1417926,"AIBA अध्यक्ष ने दिया बयान, बॉक्सर सरिता देवी को मिलेगी कड़ी सज़ा",NAG,0
facebook_corpus_msr_1418203,हैदराबाद वनडे : श्रीलंका ने टॉस जीतकर पहले बल्लेबाजी करने का फैसला किया,NAG,0
facebook_corpus_msr_1418409,"Retweeted NDTV Videos (@ndtvvideos):

77 साल के इस शख्स के कारनामे, फर्जी जज भी बना, चोर भी और... - http://t.co/NSLQeIVcP6",NAG,0
facebook_corpus_msr_1418482,"रवीश की रिपोर्ट : मुस्तफा का मोदी कुर्ता 
http://t.co/78aMSW7cPO http://t.co/611jnIT517",NAG,0
facebook_corpus_msr_1418510,"जहांभी देखु सब दुखीही दुःखी है 
पति पत्नीसे दुखी है 
पत्नी पतिसे दुखी है 
दोनों ससुरालवालेसे दुखी है 
माबाप बच्चोसे दुखी है 
बच्चो माबापसे दुखी है 
बूढ़े बुढ़ापेसे दुखी है 
गरीब गरीबाईसे दुखी है 
पैसादार सेहत -संतति -संपत्ति 
और सत्ताके लिए दुखी है 
लोग नेताओंसे दुखी है 
नेताओ विरोध पक्ष से दुखी है 
विरोध पक्ष सत्ताके लिए 
शाशक पक्षसे दुखी है 
धनवान काले धनसे दुखी है
साधु संत समाजसे दुखी है 
समाज भगवानसे दुखी है 
एक भगवान दूसरे भगवानदसे दुखी है
मंदिर -मस्जिद- गुरुद्वारा -चर्च 
लोगोकी भावनाओंसे दुखी है 
हे बालार्क पैसादार और गरीब दोनोभी 
दुखी है और ज्योतिषी -भगवान 
दोनोसे सुखी है 
भूख अनाजके बिना 
ठण्ड कपड़ेके बिना 
बिमारी दवा -डोकरके बिना 
शिक्षा स्कूलके बिना 
विज्ञान ज्ञानके बिना 
गरीबाई रोटी -कपड़ा -मकनके बिना 
इंसानियत इन्सानके बिना 
देश -दुनिया -नेता सत्ता के बिना 
जंगल-पर्वत-पानी -जमीन 
समजादारीके बिना 
आज जहा देखो सुख दुखके बिना 
दुखी ही है
लेकिन दुनियाके सबसे सुखी
एकहि इंसान है -बालार्क 
क्योकि आज मुझे किसीसे 
फ़रियाद नहीं है सिर्फ आपको
फरी -- याद करता हु 
चंद्रकांत भट्ट (बालार्क) न्यू जर्सी",NAG,0
facebook_corpus_msr_1418835,"महाराष्ट्र के सीएम देवेंद्र फडणवीस ने मंत्रियों के विभागों का बंटवारा किया, एकनाथ खड़से को कृषि, राजस्व का जिम्मा",NAG,0
facebook_corpus_msr_1418845,"ब्लैकमनी वापस लाने की सही दिशा में आगे बढ़ रहे हैं हम : पीएम नरेंद्र मोदी
http://t.co/XTT5erJ8YC",NAG,0
facebook_corpus_msr_1418923,"वीडियो रिपोर्ट : बदल गए कर्नाटक के शहरों के नाम 
http://t.co/Yj6Mt04WKP http://t.co/Hbj2HVOcSp",NAG,0
facebook_corpus_msr_1418962,देखें लाइव - महाराष्ट्र के मंत्री के रूप में पद एवं गोपनीयता की शपथ ले रहे हैं दिलीप कामरे - http://t.co/eLmK8LCk04,NAG,0
facebook_corpus_msr_1419274,बेटे अबराम के स्टारडम से खुश हैं शाहरुख खान...http://t.co/3fLGykWLjs,NAG,0
facebook_corpus_msr_1419365,"अखिलेश शर्मा की कलम से : मोदी के 'मीडिया मिलन' से उठे सवाल
http://t.co/Emw5p8EEfX",NAG,0
facebook_corpus_msr_1419377,इसी तरह तो जनताको भरमाया जाता है । इसी तरह ही गिरा हुआ भी ऊपर ऊठता है और समय आने पर इसी रास्ते से ही गिराया जाता है। ये सब पैसा फेक तमासा देख वाली बातें है।,NAG,0
facebook_corpus_msr_1946956,Kal ko kahana khatana kyon nahi karvaya...bhai..aap kuchh bhi kare..hame apne hal me rahane do,CAG,1
facebook_corpus_msr_1946964,In maulanao se puchho ki ye apne grih pravesh me hanuman chalisa ya koi arti karte hai kya,CAG,1
facebook_corpus_msr_1946966,Imran Ahmed Ji sahi kaha ese hi kuchh logo ki vajah se hi samajo me duriua badti hai sabko apne bhagwan ya Allah me vishavas karna chahiye jai sarvdarm,CAG,1
facebook_corpus_msr_1946969,Fir to maulana sahab ko smja nh hoga kya boldia Meine. Soch smj K Bolna chahea.,CAG,1
facebook_corpus_msr_1946979,"""ऐ लखनऊ
अपने ज़रा अंदाज़ बदल ले
नवाबों के घर *🚩हिंदुओ🚩* की सरकार आई है",CAG,1
facebook_corpus_msr_1946980,Apna apna dharm sab mante hai ....agar aisa hai to ap apne Ghar me puja karwao ajan kyo karwate ho,CAG,1
facebook_corpus_msr_1946984,"Cm ka naam kya hai officially
Aditya ya ajaisingh
Ab to fake ki jgeh aslinam istemal hona chahiye official mutt pr",CAG,1
facebook_corpus_msr_1946985,"Sale teri maa jo nhi thi wahan. .. mood off ho gya hoga cm sahab ka... right na...
Gopal..",CAG,1
facebook_corpus_msr_1946988,Azan ek massage hai jis ka maqsad hai Muslim ko prayer ke liye bulana.. Cm house main kaun Muslim hai.. Koi bewkuff hoga molana nahi...,CAG,1
facebook_corpus_msr_1946993,Musalman se muhobbat hai to kya.. Islam kabul le.. BC. Hindu hai wo apna kaam kar rhe hai,CAG,1
facebook_corpus_msr_1946994,"मौलाना साहब अगर हमारे साथ हवन पूजन करने को तैयार हैं
गंगाजल पिने को तैयार है
तो हम भी अजान के लिये तैयार है",CAG,1
facebook_corpus_msr_1946995,yogi to puja chod CM bn gya ab aap bi politicians ki languages bol rhe ho....,CAG,1
facebook_corpus_msr_1947012,अच्छा इसका मतलब खतना भी करवा  लेते,CAG,1
facebook_corpus_msr_1947013,हर मुसलमानोंसे मुहब्बत है. हर इस्लामी चीज से नही!,CAG,1
facebook_corpus_msr_1947014,मस्जिद में पुजा करेंगे?,CAG,1
facebook_corpus_msr_1947015,"फालतुगीरी, यही लोग है जो धर्मके नाम पे अपनी खिचडी पकाते है। कौमको हर वख्त कोमामे रखते है।",CAG,1
facebook_corpus_msr_1947017,अब ये रजा टाइप के लोग ही बरगलाते है इंनको अपनी पड़ी है कल को कोई पुछेगा नही,CAG,1
facebook_corpus_msr_1947018,Apne religion ko follow karne se rokoge kya kisi ko !,CAG,1
facebook_corpus_msr_1947019,जब मौलाना ने आज तक कभी रामायन नहीं पढ़ी तो योगी क्यों पढे अजान,CAG,1
facebook_corpus_msr_1947021,"Thik hai phir, mazjid me havan karwa lo.",CAG,1
facebook_corpus_msr_1947022,Akhilesh yadav ne 5 saal namaj aur ajan hi padhi hai 😉,CAG,1
facebook_corpus_msr_1947023,मौलाना साहब सब कुछ मुखमंत्री से ही करवाओगे की खुद भी हरकत मे आओगे?,CAG,1
facebook_corpus_msr_1947024,Haan phir tu kal ko khatna karane ko bhi kahega,CAG,1
facebook_corpus_msr_1947025,"अजान करवा लेते तो ये कौन कहता 2019 की तैयारी कर रहा, वोट के लिए सब कुछ कर रहा",CAG,1
facebook_corpus_msr_1947027,Muslim kon sa apne ghar m ramayan ka paath karte h..,CAG,1
facebook_corpus_msr_1947028,Chutya tuna kabhi Ram pooja ke hai...,CAG,1
facebook_corpus_msr_1947030,Salo tum bhi pooja karwayo phir,CAG,1
facebook_corpus_msr_1947037,Jaise har muslim grihpravesh se pehle Hanumaan Araadhana karwara hai,CAG,1
facebook_corpus_msr_1947038,Bolne ka bahana chhahiye  yeh shanti nahi chhahte,CAG,1
facebook_corpus_msr_1947043,"चूतिया वो हिन्दू है,मुहब्बत का मतलब ये नहीं की सर पर बिठालो",CAG,1
facebook_corpus_msr_1947044,Aap Pandit Bula kar shadi karvate ho kaya,CAG,1
facebook_corpus_msr_1947045,Pagalpan.. aur kya,CAG,1
facebook_corpus_msr_1947046,क्या ताल्लूक अजान करवाने का?,CAG,1
facebook_corpus_msr_1947049,To us musalman se puche ko kya wo cm banta to kya puja krta .,CAG,1
facebook_corpus_msr_1947050,Pagal maulana pagal soach,CAG,1
facebook_corpus_msr_1947052,मौलाना इतना बडा जीत देखकर पगला गया है सटिया गया है,CAG,1
facebook_corpus_msr_1947054,Q ki maulana bopdi kay hai..,CAG,1
facebook_corpus_msr_1947056,Phle sb trh se prayers hoti rhi hai kya,CAG,1
facebook_corpus_msr_1947060,मौलाना साहब मोहब्बत में दिखावा नहीं किया जाता। और आपको वो पसंद आते है जो दिखावा करते हैं।,CAG,1
facebook_corpus_msr_1947063,Mulla pagal ho gaya hi,CAG,1
facebook_corpus_msr_1947064,Ajeebo gareeb taqleef hai kuch community ki,CAG,1
facebook_corpus_msr_1947065,Jai Sri ram,CAG,1
facebook_corpus_msr_1947069,हिन्दुओ से ajaan krani h to tum log b Pooja  krne lgo fr,CAG,1
facebook_corpus_msr_1947073,Kya tmhare gher me bhagwan ke pooja ka parmission dege,CAG,1
facebook_corpus_msr_1947077,Agar ye bat sach hai to maulana koi pagal hai😂😂😂😂,CAG,1
facebook_corpus_msr_1947078,Are gawaro ye dikhawa me biswas nehi karta,CAG,1
facebook_corpus_msr_1947080,Sahi baat h,CAG,1
facebook_corpus_msr_1947082,Bas mil gy maulana shab ko pese..... Bhasan dene k liye,CAG,1
facebook_corpus_msr_1947087,Bak chiodee karwa looo,CAG,1
facebook_corpus_msr_1947088,Masjid mei Puja karwa lo,CAG,1
facebook_corpus_msr_1947094,Bhakkkkkkk,CAG,1
facebook_corpus_msr_1947095,कोई भी कुछ कह सकता है इस देश में लेकिन भांड मीडिया इसे छापती क्यों है,CAG,1
facebook_corpus_msr_1947098,Sale khabi tu mandir gya h,CAG,1
facebook_corpus_msr_1947099,आजान मौलाना की 🚾में लगनी चाहिए,CAG,1
facebook_corpus_msr_1947105,Jub akhilesh yadav cm thae tub kun nahee karwa payee thae ajan,CAG,1
facebook_corpus_msr_1947109,Hindu apne culture ko b na maane,CAG,1
facebook_corpus_msr_1947111,"Mohbat insan se hai ,,insan se janwar bananewalo se nahi",CAG,1
facebook_corpus_msr_1947114,"हिंदुस्तान के मुस्लिम एकजुट होकर, इन कठमुल्लों के खिलाफ फतवा निकालें",CAG,1
facebook_corpus_msr_1947115,Tu apne ghar puja karata h kya.,CAG,1
facebook_corpus_msr_1947116,Aap ko Hindu SE pyaar hai to apne Ghar me akhand kirtan karwao,CAG,1
facebook_corpus_msr_1947117,pagal kyuki bo kattar hindu hai,CAG,1
facebook_corpus_msr_1947119,in jaise moulana kya kisi ko achi bat sikhayege,CAG,1
facebook_corpus_msr_1947121,Bewakoof he aisey molana.,CAG,1
facebook_corpus_msr_1947123,सलीका और अक्रहर पंती में फर्क होता है मौलाना साहब । सुधरो,CAG,1
facebook_corpus_msr_1947125,Mohabbt h toh ajan zaruri h kya..,CAG,1
facebook_corpus_msr_1947126,Aap log ramayan ka path karao yogi ji ajaan karwa denge,CAG,1
facebook_corpus_msr_1947132,Asli Mahol toe Aise Log hi Bakwas kerke failate hai,CAG,1
facebook_corpus_msr_1947133,किसी के निजत्व में दखल देने का किसी को कोई हक नहीं।,CAG,1
facebook_corpus_msr_1947134,19 सीट किसीको भी पागल कर सकता है,CAG,1
facebook_corpus_msr_1947135,मौलाना के बाप का राज़ नहीँ है जो उसकी सलाह मानी जयेगी,CAG,1
facebook_corpus_msr_1947136,Azam Khan cm banta to Kya wo hawan karwata ? Bewakoof ...,CAG,1
facebook_corpus_msr_1947138,Kayu ki vo ek sanyasi hai,CAG,1
facebook_corpus_msr_1947139,Maulana sb. Agar AZAN hogi to SHAITAN bhaag nahi jaayega......,CAG,1
facebook_corpus_msr_1947140,Saitan ko bulane ke liye hi azan hoti hai,CAG,1
facebook_corpus_msr_1947145,Maulan jee aap hi pd do...nawaz....allah bura nhi manege...,CAG,1
