Unnamed: 0,_id,tweet_id,Text,task_1,task_2,Label
464,60c5d7495659ea5e55df0831,hi_hasoc_2021_464,@sambitswaraj @JPNadda कुछ करेंगे भी या सिर्फ संख्या गिनवाएँगे। जनता मार रही है आर्मी भेजिए आप लोगो को केंद्र में क्यों बैठाई है जनता पूछता है भारत। आप ये आंकड़ा इसलिए बता रहे हैं कि वोट नही दिए देखो क्या हो रहा है ममता अपना बदला ले रही है इसमें नुकसान किसका हुआ भोली भाली जनता का। #BengalBurning,NOT,NONE,0
3139,60c5d7495659ea5e55df1613,hi_hasoc_2021_3139,"केंद्र सब चीज तो बेचिए रहा है, वैक्सीन भी कम रेट में लेकर राज्यों को क्यों नही बेच दे रहा।राज्य मंहगे दाम पर वैक्सीन क्यों खरीदे? या इसमे भी कोई अन्दर की बात है? #vaccine  #ModiMadeDisaster  #ModiKaVaccineJumla",NOT,NONE,0
5963,60c5d7495659ea5e55df1d0b,hi_hasoc_2021_5968,@bachpanamitabh मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
2147,60c5d7495659ea5e55df1224,hi_hasoc_2021_2147,मरहूम #शाहबुद्दीन_साहब को दिल्ली गेट #ITO कब्रिस्तान में सुपुर्द ए ख़ाक किया गया।  अल्लाह मगफिरत फरमाए।  जन्नत में आला से आला मकाम अता करे।  #JusticeForShahabuddin https://t.co/9PhCcqSQMM,NOT,NONE,0
4117,60c5d7495659ea5e55df188d,hi_hasoc_2021_4117,"दर्द कहाँ तक पाला जाये, युद्ध कहाँ तक टाला जाये। #Bengalisburning #BengalBurning #BengalViolance https://t.co/qttj34GKVn",NOT,NONE,0
1995,60c5d7495659ea5e55df0d00,hi_hasoc_2021_1995,क्या साबुद्दीन का RJD ने लालू जी के बदले  सौदा किया  आपकी क्या राय है?? #JusticeForShahabuddin  #JusticeForShahabuddin,NOT,NONE,0
4122,60c5d7495659ea5e55df194f,hi_hasoc_2021_4122,"आज जो #साहेब के साथ हुआ कल मुख्तार अंसारी, अफज़ाल अंसारी, अतीक अहमद, आज़म ख़ान के साथ होगा समय की मांग है सब एक जुट होकर रहे आज मुसलमानों ने तेजस्वी यादव का रंग देखा और अखिलेश यादव का भी रंग देख रहे हैं आज़म ख़ान के मामले में #JusticeForShahabuddin",NOT,NONE,0
4019,60c5d7495659ea5e55df18ac,hi_hasoc_2021_4019,जोश में ज़्यादा बोल गई पगली।  #PrayForFarmersVictory #ResignModi https://t.co/GhRV3i64X0,NOT,NONE,0
4061,60c5d7495659ea5e55df1cc0,hi_hasoc_2021_4061,'बंगाल जैसी हिंसा अगर किसी बीजेपी-शासित राज्य में हुई होती  तो अब तक ये अंतर्राष्ट्रीय मुद्दा बन गया होता।  #BengalBurning,NOT,NONE,0
4913,60c5d7495659ea5e55df0d19,hi_hasoc_2021_4916,वह काफिर जो अंतर काती  कबीर साहेब की वाणी है जो दूसरे के प्रति अपने दिल के अंदर नफरत रखते हैं व दवेश रखते हैं वह दुष्ट व्यक्ति हैं! https://t.co/y7r5syHKOz,NOT,NONE,0
2346,60c5d7495659ea5e55df10cb,hi_hasoc_2021_2346,"@Rajput_Keshu777 @AnujKant1302 @KamalKesari1 @979Avanish @AtulBha86037049 @MarwadiToofan @prabhat_sharma3 @_RAJESH_RKP अगर धरना देने से सब सही हो जाता तो..  कुरुक्षेत्र में भी ""श्री कृष्ण"" जी ""अर्जुन"" को यही सलाह देते..। 😡😡😡  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",NOT,NONE,0
4133,60c5d7495659ea5e55df1a6c,hi_hasoc_2021_4133,जो ताउम्र सबको उनका हक दिलाता रहा आज वो अपने हक की दो गज जमीं ना पा सका 😔              #JusticeForShahabuddin,NOT,NONE,0
1678,60c5d7495659ea5e55df0d22,hi_hasoc_2021_1678,@ndtv #IndiaFightsCorona #COVID19India #Covaxin #ModiKaVaccineJumla #BengalElections2021 #Anti_India_Facebook #DM_शैलेश_यादव_सस्पेंड #FarmersProtest #Rajasthan #CongressBetrayedIndia #CongressMuktBharat #GetVaccinated #KejriwalFailsDelhi https://t.co/yhlPIRNJB5,NOT,NONE,0
384,60c5d7495659ea5e55df07a4,hi_hasoc_2021_384,"हमने कभी नहीं सुना कि मो० शाहबुद्दीन ने दलित नरसंहार किया, या कभी हिन्दू मुस्लिम का दंगा कराया। #JusticeForShahabuddin",NOT,NONE,0
1586,60c5d7495659ea5e55df1072,hi_hasoc_2021_1586,बंगाल की राक्षसी के गुंडों ने बुजुर्ग माँ तक को नही छोड़ा!! माँ तुझे सलाम...🙏🏻 #BengalBurning #BengalViolence #Bengalisburning #BengalElection2021 https://t.co/opMcsWvlLx,NOT,NONE,0
3183,60c5d7495659ea5e55df1659,hi_hasoc_2021_3183,अलविदा Dr. #ShahabuddinSaheb #JusticeForShahabuddin https://t.co/uY06byJatM,NOT,NONE,0
3698,60c5d7495659ea5e55df1a91,hi_hasoc_2021_3698,"दुर्जनेषु च सर्पेषु वरं सर्पो न दुर्जनः। सर्पो दंशति कालेन दुर्जनस्तु पदे-पदे.  दुष्ट और साँप, इन दोनों में साँप अच्छा है, न कि दुष्ट, साँप तो एक ही बार डसता है, किन्तु दुष्ट तो पग-पग पर डसता रहता है.   #गुरुकुलशिक्षा शास्त्र और शस्त्र विद्या।  ही हिंदू की रक्षा कर सकती है  #NRC https://t.co/K0UzjGPfNJ",NOT,NONE,0
779,60c5d7495659ea5e55df094b,hi_hasoc_2021_779,@DrKetanPatel6 @AmitShah @BJP4Bengal अरे डॉक्टर साहब जो जिम्मेदारी दी है  वो आपसे  सम्भाल नही रहीं है ... #IndiaCovidCrisis @PMOIndia  @AmitShah  @RahulGandhi,NOT,NONE,0
2713,60c5d7495659ea5e55df135d,hi_hasoc_2021_2713,"दीदी बंगाल में कहती रही ""खेला होबे"" पर इसका सही मतलब शायद अब पता चला।  दीदी का खेला होबे का मतलब था  - हिंसा होबे  - मार्डर होबे  - औरतों के साथ बदतमीज़ी होबे   #BengalBurning",NOT,NONE,0
4523,60c5d7495659ea5e55df0b58,hi_hasoc_2021_4524,अम्बानी परिवार शुक्रवार को ही देश छोड़ चुका है..कोरोना से डर कर ! #ModiKaVaccineJumla,NOT,NONE,0
691,60c5d7495659ea5e55df08a8,hi_hasoc_2021_691,बेटा शुक्र मनाओ यूपी में नहीं था वरना बहुत पहले ही गाड़ी पलट गई होती। #JusticeForShahabuddin,NOT,NONE,0
3733,60c5d7495659ea5e55df1d2c,hi_hasoc_2021_3733,जो शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं  #JusticeForShahabuddin,NOT,NONE,0
2009,60c5d7495659ea5e55df0ddf,hi_hasoc_2021_2009,#राष्ट्रपतिजीबंगालसंभाले  #rape हो ही गया है #BJP  के कार्यालय तोड़े गए #BJPKaryakartas  पर हमला #TMCTerror #Shamemamatabannerjee  #BengalBurning,NOT,NONE,0
3014,60c5d7495659ea5e55df1505,hi_hasoc_2021_3014,@runcaralisarun मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
3109,60c5d7495659ea5e55df1634,hi_hasoc_2021_3109,@ShriPrakashAw14 @raghav_chadha @akhilesh1952 @abssba1954 @ayachit_kavita @VashishthaRadha @arunjoshi006 @Madhu24250575 @Babadarbhangia @Ksingh561 @RajanSingh1008 @Gurdeep15087618 @SaffronJay ये भोत #हरा.🍏#चीज है! या फिर #पुरानाचावल है! सकल👴#गिलमा👱typ💸#ब्लैकर🐂typ न है! हे हें है! @aajtak @ndtv @thewire_in @dilipkpandey @Saurabh_MLAgk @sambitswaraj @gauravbhपिछले🚌#chineseVirus🇨🇳मे #मजदूर🏃#खदेड़🚬#रिया👮#FIR✍हुईथी इसKखिलाफ #सरकारीकार्यबाधा👋की@OpIndia_in @sdeo76 https://t.co/5DDgnQgO7l,NOT,NONE,0
3825,60c5d7495659ea5e55df1c65,hi_hasoc_2021_3825,कोई बात नही मोदीजी हमे आदत है 1946 डायरेक्ट एक्शन हो 1947 स्वतंत्रता दिवस हो 1990 कश्मीर हो या 2002 गोधरा या अब 2021 बंगाल। और भी लेकिन आप व्यस्थ होंगे दीदी को बधाई जो देनी है।  #BengalBurning #MamataBanarjee #SpinelessBJP,NOT,NONE,0
3613,60c5d7495659ea5e55df1cad,hi_hasoc_2021_3613,"@TheMukeshK_ अगर धरना देने से सब सही हो जाता तो..  कुरुक्षेत्र में भी ""श्री कृष्ण"" जी ""अर्जुन"" को यही सलाह देते..। 😡😡😡  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",NOT,NONE,0
229,60c5d7495659ea5e55df0635,hi_hasoc_2021_229,"@AHindinews महाभारत से भी बड़ा युद्ध तुम्हारा इंतजार कर रहा है हिंदुओं, चाहो या ना चाहो तुम्हें लड़ना ही पड़ेगा।  नहीं तो 40 करोड़ मारे जायेंगे और 50 करोड़ कनवर्ट होंगे फिर पूरी दुनियां दुनियां में इस्लामिक आतंक होगा। #हिन्दू_शस्त्र_उठाओ_आत्मरक्षा_में  #Jihad #BengalBurning #BengalViolence",NOT,NONE,0
5120,60c5d7495659ea5e55df0d29,hi_hasoc_2021_5123,RW के मूर्ख आपस में ही लड़ते हैं ये क्या लड़ेंगे वाम पंथ से,NOT,NONE,0
2613,60c5d7495659ea5e55df12dc,hi_hasoc_2021_2613,"हमारे देश में कुल वैक्सीनेशन का आंकड़ा 16,49,73,058 पर पहुँचा है।   कृपया कर वैक्सीनेशन पर उड़ रही अफवाहों से बचे और सुनिश्चित करे की आप अवश्य जाके टीकाकरण कराये।   टीकाकरण जीवन बूटी के सामान है इसे अवश्य ले।  #CovidVaccine",NOT,NONE,0
3396,60c5d7495659ea5e55df1796,hi_hasoc_2021_3396,"अलविदा शेर-ए-बिहार…  अल्लाह आपकी मग़फ़िरत फरमाए, आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए. 🤲 #JusticeForShahabuddin https://t.co/RwxuupbZFT",NOT,NONE,0
1457,60c5d7495659ea5e55df0d13,hi_hasoc_2021_1457,@rajanishagg @ShayarImran @KhanAmanatullah रोहित सरदाना कोविड पॉजिटिव थे उनकी डेड बॉडी उनके शहर जाने की परमिशन दी जा सकती है...  मगर बिहार के पूर्व सांसद मोहम्मद शहाबुद्दीन जिनकी रिपोर्ट नेगेटिव थी... उनकी डेड बॉडी ना सिवान जाने दी गई ना परिवार को दी गई!!  क्यों??? #JusticeForShahabuddin #JusticeForShahabuddin,NOT,NONE,0
3743,60c5d7495659ea5e55df1c8b,hi_hasoc_2021_3743,कोई बताएगा कि घर पर रह कर कौन सा धरना प्रदर्शन होता है...?   #BengalBurning  #BengalViolence  #Bengalisburning,NOT,NONE,0
765,60c5d7495659ea5e55df0b6c,hi_hasoc_2021_765,"देख लीजिए मोदी जी एक बेजुबान जानवर भी जानता है की पेड़ पौधे हमारे पर्यावरण के लिए कितना जरूरी है,एक कुत्ता भी नहीं चाहता कि पेड़ कटे लेकिन शायद आप नहीं समझ सकते। @narendramodi @PMOIndia #बकस्वाहा_जंगल_बचाओ_अभियान https://t.co/poN6iz1p6U",NOT,NONE,0
1407,60c5d7495659ea5e55df1078,hi_hasoc_2021_1407,चुनाव से पहले बंगाल में किसी ने कहा था.. के हम बंगाल में पाकिस्तान बना देंगे.. ये उसी की झलक है! #bengalburning,NOT,NONE,0
108,60c5d7495659ea5e55df052d,hi_hasoc_2021_108,LIVE: कोरोना वायरस के इस नए स्ट्रेन से 4 दिन में हो जाएगी मौत? AP Strain या N440K ने बढ़ाई सरकार की चिंता ||Talk With Doctors||  https://t.co/ahTZQV3Nmc  #CoronaPandemic #Covid #CovidVaccine,NOT,NONE,0
1597,60c5d7495659ea5e55df0dec,hi_hasoc_2021_1597,चुना लगा दिया वैक्सीन तो मिल ही नही रही #ModiKaVaccineJumla,NOT,NONE,0
901,60c5d7495659ea5e55df097b,hi_hasoc_2021_901,@bhagatram2020 मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
2799,60c5d7495659ea5e55df14fc,hi_hasoc_2021_2799,"हमारे देश में कुल वैक्सीनेशन का आंकड़ा  अभी तक 16,49,73,158 पर पहुँचा है।   कृपया कर वैक्सीनेशन पर उड़ रही अफवाहों से बचे और सुनिश्चित करे की आप अवश्य जाके टीकाकरण कराये।   टीकाकरण जीवन बूटी के सामान है इसे अवश्य ले।  #CovidVaccine",NOT,NONE,0
2870,60c5d7495659ea5e55df15bf,hi_hasoc_2021_2870,"व्यवस्था धरणे पे बैठेगी  , आप धरणे पे बैठोगे , और बंगाल जलता रहेगा #BengalViolence  #BengalBurning",NOT,NONE,0
47,60c5d7495659ea5e55df05d8,hi_hasoc_2021_47,"बिछड़ा कुछ इस अदा से कि रुत ही बदल गई, एक शख़्स सारे शहर को वीरान कर गया !!                  #JusticeForShahabuddin  @OsamaShahab_ @minnatrahmani @ShayarImran @yadavtejashwi @RJDforIndia @Siwan_Rjd @WasiuddinSiddi1 @aliashraffatmi @laluprasadrjd @abarisiddiqui",NOT,NONE,0
454,60c5d7495659ea5e55df07d8,hi_hasoc_2021_454,@Bawra_Mann_ तो लड़ाई करो मेरी जान बस चुप ना रहो 🤗,NOT,NONE,0
2555,60c5d7495659ea5e55df1468,hi_hasoc_2021_2555,जानबूझकर कोई पुराना या कहीं और का वीडियो उठाओ और उसका फैक्टचेक करके साबित कर दो बंगाल से आ रही हिंसा की खबरें झूठी है. ये है @TheLallantop https://t.co/qn0kmFweah @ndtv @AltNewsMedia गैंग की पत्रकारिता स्टाइल #BengalBurning #BengalViolance,NOT,NONE,0
4055,60c5d7495659ea5e55df1bfc,hi_hasoc_2021_4055,@Kisanektamorcha #Vaccine_और_MSP_दो #Resign_PM_Modi #मोदी_इस्तीफ़ा_दो #ShameOn_ModiGovt #ModiResignOrRepeal #NoVoteTo_LiarModi #ModiHataoDeshBachao #ਭਾਰਤ_ਦੇ_ਲਾਲ_ਕਿਸਾਨਾਂ_ਦੇ_ਨਾਲ #KisanMazdoorEktaZindabaad   #FarmLaws_NextPandemic #5MonthsOfFarmersProtest #आज_आक्सीजन_कल_रोटी_जायेगी  #FarmersProtest,NOT,NONE,0
5941,60c5d7495659ea5e55df1a13,hi_hasoc_2021_5946,"@ArmaanS13738198 Whole country &amp; even international communities are supporting Farmer protest, but Modi bhakts think only they are whole country 😂   #किसानो_पर_FIR_मत_करो #कृषि_कानून_रद्द_करने_पड़ेंगे #ResignModi #Resign_PM_Modi #ExitModi #FarmersProtest #AndhBhakt #andhbhakts #ModiMadeDisaster",NOT,NONE,0
2447,60c5d7495659ea5e55df135f,hi_hasoc_2021_2447,"ना हम मरने से डरते है,ना हम लड़ने से डरते है. #HindusLivesMatter #HinduGenocideBengal #BengalBurning",NOT,NONE,0
1708,60c5d7495659ea5e55df1045,hi_hasoc_2021_1708,@yavatmalpolice मा. महोदय सर मौजा.हनवतखेडा पो. स्टे. खंडाळा अंतर्गत अवैध गावठी दारू व मटका जुगार सरास चालु असून त्यावर अंकुश आणणे अत्यंत गरजेचं आहे कृपया लक्ष घालावे,NOT,NONE,0
