Unnamed: 0,_id,tweet_id,Text,task_1,task_2,Label
160,60c5d7495659ea5e55df0689,hi_hasoc_2021_160,"शेर ए बिहार सिवान के पूर्व सांसद मरहूम शहाबुद्दीन साहब को दिल्ली गेट कब्रिस्तान में सुपर्द ए खाक किया गया,  अल्लाह शहाबुद्दीन साहब को जन्नत उल फिरदोस में आला से आला मक़ाम अता फरमाएं, #JusticeForShahabuddin  #Shahabuddin  #JusticeForShahabuddin  #Siwan  #WeStandwithOsama",NOT,NONE,0
485,60c5d7495659ea5e55df086a,hi_hasoc_2021_485,"कुछ इसी तरह 12 साल तक गुजरात को मूर्ख बनाया, अब 7 साल से पूरे देश को बना रहे हैं!   #LieKingModi https://t.co/fhk2P6vGDu",NOT,NONE,0
665,60c5d7495659ea5e55df0873,hi_hasoc_2021_665,"सिर्फ खंजर ही नहीं आँखों में पानी चाहिए, ऐ खुदा दुश्मन भी मुझको खानदानी चाहिए  मैंने अपनी खुश्क आँखों से लहू छलका दिआ, एक समन्दर कह रहा था मुझको पानी चाहिए।  सिर्फ खबरों की ज़मीने देके मत बहलाइये राजधानी दी थी हमने, राजधानी चाहिए  #JusticeForShahabuddin https://t.co/EOcCgZu72g",NOT,NONE,0
1569,60c5d7495659ea5e55df0ef5,hi_hasoc_2021_1569,"ना जानें कितने ""चिरागों"" को मिल गई शोहरत एक ""आफताब"" के बे वक्त डूब जाने से ।  #JusticeForShahabuddin https://t.co/M4DRJ0upzn",NOT,NONE,0
3303,60c5d7495659ea5e55df1772,hi_hasoc_2021_3303,आरंभ है प्रचंड🤔 #BengalBurning https://t.co/5Mfab8TM4N,NOT,NONE,0
4491,60c5d7495659ea5e55df06f0,hi_hasoc_2021_4492,बस अब बहोत हो गया हां पप्पू अब कुछ नही करने का  ok #ResignPMmodi https://t.co/6iEGOfweBg,NOT,NONE,0
3468,60c5d7495659ea5e55df1b0b,hi_hasoc_2021_3468,"Adv Badshah Sadakat भाई का RJD से इस्तीफा!!! हमारे मुंह से जो निकले वही सदाक़त है,  हमारे मुंह में तुम्हारी ज़बान थोड़ी हैं!!! #JusticeForShahabuddin https://t.co/IEoJc7nud4",NOT,NONE,0
2418,60c5d7495659ea5e55df124b,hi_hasoc_2021_2418,"आता सर्व पत्ते मोदींच्या हातात आले. विरोधक पूर्ण नागडे पडल्यावर त्यांनी 18+ मोफत घोषणा  केली. आता लसीचा बाजार मांडून बसलेली खाजगी रुग्णालय व त्यांना ती पुरवणारे दलाल, लस माफिया कात्रीत सापडले आहेत.   एकरकमी पैसे देवून लस घेतो अशा राणा  भीमदेवी गर्जना करणारे आता अजून काही दिवस",NOT,NONE,0
1040,60c5d7495659ea5e55df0c50,hi_hasoc_2021_1040,#JusticeForShahabuddin शेरे सिवान मरहूम Mohammad Shahabuddin साहब की दिल्ली गेट कब्रिस्तान में तदफीन हो चुकी है. #अल्लाह तबारको तआला मरहूम की मगफिरत फरमाए और जन्नतुल फिरदौस में आला से आला मुकाम अता फरमाए और लवाहिकीन को सब्रे जमील अता फरमाए                   आमीन या रब्बल आलमीन 🤲 https://t.co/elctk2yRwh,NOT,NONE,0
2692,60c5d7495659ea5e55df142f,hi_hasoc_2021_2692,@JPNadda @AmitShahOffice @narendramodi @ippatel  300 से ज्यादा सीटें ‘धरना’ करने के लिए दी थी? #bangalviolence #AmitShah  #BengalBurning,NOT,NONE,0
1815,60c5d7495659ea5e55df0e19,hi_hasoc_2021_1815,"विधायक और सांसद होते तो रातों रात ख़रीद लिए जाते, वेंटिलेटर ऑक्सीजन रेमेडीसीवीर ख़रीदने में वक़्त लगता है जनाब! #ModiKaVaccineJumla #ModiResign",NOT,NONE,0
518,60c5d7495659ea5e55df06ee,hi_hasoc_2021_518,@indian_armada मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
1019,60c5d7495659ea5e55df0a3b,hi_hasoc_2021_1019,1989 की वी पी सिंह सरकार और 2021 क नरेंद्र मोदी सरकार में कोई फर्क नहीं है।पहली कश्मीर में हिंदुओं के कत्लेआम और पलायन पर चुप रही।दूसरी बंगाल में हिंदुओं के कत्लेआम और पलायन पर मूकदर्शक है। #BengalBurning #BengalViolence,NOT,NONE,0
423,60c5d7495659ea5e55df0704,hi_hasoc_2021_423,"The bengal violence is created by BJPee to divert the oxygen crisis issue. Don't get into the trap.  वो तुम्हे बंगाल की हिंसा की ओर मोरेंगे, तुम ऑक्सीजन पर अड़े रहना।  #Modi_is_Monster #ResignModi  #You_r_not_my_PM",NOT,NONE,0
3773,60c5d7495659ea5e55df1b27,hi_hasoc_2021_3773,کتنا ہے بدنصیب ظفر دفن کے لیے دوگز زمیں بھی مل نہ سکی کوئے یار میں !  😰   अल्लाह भाई ओसामा शहाब की शकल में मिल्लत को मर्हूम शहाबुद्दीन का ने'मल बदल नसीब फरमाए ॥  #StandwithOsamaSahab  #JusticeForShahabuddin https://t.co/vSOpBGw8Q6,NOT,NONE,0
218,60c5d7495659ea5e55df06c0,hi_hasoc_2021_218,"क्या मेरी तरह ख़ानमाँ-बर्बाद हो तुम भी, क्या बात है तुम घर का पता क्यूँ नहीं देते।  ~मक़बूल नक़्श  #ChineseVirus #Wuhan #COVIDSecondWaveInIndia #COVIDEmergencyIndia https://t.co/0oJ1as8GEI",NOT,NONE,0
3661,60c5d7495659ea5e55df1abb,hi_hasoc_2021_3661,जिस महल की नीव लाखों चिताएँ हो तो उसके सीनघासन को जलने मैं भी ज़्यादा समय नहीं लगता   #CentralVistaProject #Resign_PM_Modi #CovidCrisis #IndianLivesMatterMore  @VeeryaSorry @sunnywakker @SupriyaShrinate @JagoBhaktoJago @abhisar_sharma @Actor_Siddharth @ArchanaDalmia,NOT,NONE,0
4405,60c5d7495659ea5e55df04fb,hi_hasoc_2021_4406,@SaifSiddiqui101 @LambaAlka @sujitsingh__ @KrishnaMohanSha @ShilpaBhartiy @WasiuddinSiddi1 @tazsiddique @SamajwadiManzar @dranjalidalal @ShabnaM48177627 @Sakina_Quresi @Mohamma94019375 @allahki_bandi_ @Alpanah51 @PMLUCKNOW अब क्या बचा है इस दुष्ट आत्मा के लिए,NOT,NONE,0
4015,60c5d7495659ea5e55df1d18,hi_hasoc_2021_4015,हम जरूर इस #ChineseVirus को हरायेंगे। महादेव की दया जरूर होगी। बोलो हर हर महादेव🙏 https://t.co/dxIKrrDKKy,NOT,NONE,0
1182,60c5d7495659ea5e55df08f3,hi_hasoc_2021_1182,अलविदा शेर ए बिहार शहाबुद्दीन सहाब. #JusticeForShahabuddin https://t.co/Hka5ekNV2s,NOT,NONE,0
2540,60c5d7495659ea5e55df1364,hi_hasoc_2021_2540,सावित्रीमाई फुलेंची कर्म भुमी असलेलं पुणे शहर!आज  जागातिल सर्वांत मोठी वेश्या वस्ती असलेलं शहर म्हणून प्रसिद्ध आहे!  #बुधवार_पेठ #छगन_भुजबळ_साहेब @supriya_sule @ChitraKWagh @Dev_Fadnavis @Dwalsepatil @mipravindarekar @ChhaganCBhujbal @PradipGavade @CMOMaharashtra @ChDadaPatil,NOT,NONE,0
1818,60c5d7495659ea5e55df0e5a,hi_hasoc_2021_1818,कहाँ मर गए हैं जो मुसलमानों के हितैसी बन रहे थे ? सहाबुद्दीन साहब की आवाज क्यों नही उठा रहे हैं.!!   #JusticeForShahabuddin,NOT,NONE,0
2067,60c5d7495659ea5e55df120c,hi_hasoc_2021_2067,“Didi O Didi” बोलनेवाला दादा कहाँ गया? #Resign_PM_Modi #दादागिरि नहीं चलेगा यार । यै বাংলা है “ बगाँल” नहीं ।জয় বাংলা!!!@MamataOfficial  @abhishekaitc @derekobrienmp,NOT,NONE,0
394,60c5d7495659ea5e55df081d,hi_hasoc_2021_394,#SuperSpreaderModi #ModiDisasterForIndia  #ResignModi #Resign_PM_Modi  #VaccineRegistration  #cowinregistration #KindAttnPMNarendraModi #कृषि_कानून_रद्द_करने_पड़ेंगे https://t.co/UdGCjewWkA,NOT,NONE,0
623,60c5d7495659ea5e55df0746,hi_hasoc_2021_623,और आज अंग्रेजों की औलाद ने भी एक बहादुरी #साहेब के जनाजे के साथ भी वही किया और अपनी मानसिकता का परिचय दिया हम हश्र के मैदान में फिर मिलेंगे अल्लाह के सामने #JusticeForShahabuddin,NOT,NONE,0
592,60c5d7495659ea5e55df0708,hi_hasoc_2021_592,"गत 7 वर्षों में, विपक्ष के लिए बस एक ही पौज़िटिव बात हुई है, वो है ""कोरोना पौज़िटिव"".. वैश्विक संकट के समय भी राजनीति से बाज नहीं आ रहे ये दुष्ट",NOT,NONE,0
575,60c5d7495659ea5e55df06fe,hi_hasoc_2021_575,"फासिस्ट गैंग और‌ उसके फालोवर विश्व इतिहास की सबसे जानलेवा‌ महामारी में भी अपनी धर्मांधता से बाज नहीं आ रहे, और साथ में ये भी चाहते हैं कि गैंग के किसी धर्मान्ध के असमय निकल लेने पर इनके साथ मिलकर रोया जाए? गजब की सुविधाभक्ति है @umashankarsingh @pankajjha_  #JusticeForShahabuddin",NOT,NONE,0
2627,60c5d7495659ea5e55df13e0,hi_hasoc_2021_2627,"संगठित रहना होगा , गिद्ध तैयार बैठे हैं । #BengalBurning #bengalvoilence #Bengalisburning #MamataBanarjee #बंगाल_हिंसा #राष्ट्रपति_जी_बंगाल_संभालो #HinduRashtra",NOT,NONE,0
2092,60c5d7495659ea5e55df11cb,hi_hasoc_2021_2092,@SomuSaumya__ जो कोन्ग्रेस मे चोर  थे अब बीजेपी मे आकर ईमानदार हो गये अच्छा मूर्ख बनाते है  नेता जनता को,NOT,NONE,0
2879,60c5d7495659ea5e55df1646,hi_hasoc_2021_2879,ऊपर वाली पिक्चर कश्मीर और नीचे वाली बंगाल की है सोचिए आगे कही हम वापस उसी स्थिति में तो नही जा रहे #BengalBurning https://t.co/Hn68WsmEVM,NOT,NONE,0
2475,60c5d7495659ea5e55df1338,hi_hasoc_2021_2475,#Resign_PM_Modi #BJP_MP_MLA_Missing #ModiResign #COVIDEmergency #ModiKaVaccineJumla #COVID19India #saharanpur #MohdHamza #Deoband #Behat #Rampur #ModiAgainstDelhi #BJP_भगाओ_देश_बचाओ #BJPFailsIndia #BJPExposedAgain #BjpResponsibleForCoronaInIndia https://t.co/6znMz1eQHU,NOT,NONE,0
941,60c5d7495659ea5e55df0ab5,hi_hasoc_2021_941,@narendramodi ONCE IN A CENTURY  @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,NOT,NONE,0
1509,60c5d7495659ea5e55df0d8c,hi_hasoc_2021_1509,@mkrtiwari_bjp भाजपा को ऐसे अंधभक्त ही बर्बाद कर रहे हैं. कायरता की निंदा जरूरी है. #zeenews #BengalBurning,NOT,NONE,0
1258,60c5d7495659ea5e55df09b8,hi_hasoc_2021_1258,इतिहास दोहरा रहा है !  #BengalBurning https://t.co/I0D56rinqP,NOT,NONE,0
3377,60c5d7495659ea5e55df177a,hi_hasoc_2021_3377,@ExamsFighters कुछ ना कहो चुप ही रहो  नौकरी तो लेना है ना 🤣🤣🤣 गाना का स्त्रोत,NOT,NONE,0
682,60c5d7495659ea5e55df07e9,hi_hasoc_2021_682,कुछ तो गलत हुआ है । Corona के नाम पर  अगर Report positive नही है तो अब तक शरीर Body को उसके परिवार वाले को क्यों नही दे रहा है ।। Something happened wrong in the name of Covid . #JusticeForShahabuddin #ArvindKejriwal,NOT,NONE,0
3178,60c5d7495659ea5e55df15b2,hi_hasoc_2021_3178,@SagarMandiya @PremKalirana_ @BrgBaytu @Mukesh_rlp2 #कमीने 👊👊👊😝,NOT,NONE,0
263,60c5d7495659ea5e55df06b3,hi_hasoc_2021_263,नहीं मिली नहीं मिली  अब तक वैक्सीन नहीं मिली  #ModiKaVaccineJumla,NOT,NONE,0
1845,60c5d7495659ea5e55df104f,hi_hasoc_2021_1845,#bycottBJP  #ResignModi  #देश_बचाओ_भाजपा_भगाओ  #BoycottGodiMedia,NOT,NONE,0
469,60c5d7495659ea5e55df0705,hi_hasoc_2021_469,#Meerut: शहर में चल रहे अवैध निर्माणों पर MDA ने आंखें मूंद रखी हैं। MDA में ऐसे कई अवैध निर्माण की सूची है जिनकी फाइलें भी नहीं मिल पाती हैं। ताजा मामला थाना देहली गेट के पूर्वा महावीर का है जहां अवैध निर्माण ज़ोरो से चल रहा है। @DmMeerut @UPGovt @myogioffice @mdameerut https://t.co/iMVTfGjtj0,NOT,NONE,0
1372,60c5d7495659ea5e55df0d6e,hi_hasoc_2021_1372,"सत्य वचन , इतिहास गवाह है. ना समझोगे तो मीट जाओगे ऐ #बंगला वालो  तुम्हारी दास्तान तक भी ना होगी दस्तानों में . #UnitedHinduBengal #BengalBurning #BengalViolence  #HindusLivesMatter https://t.co/6FUoJcgocv",NOT,NONE,0
2554,60c5d7495659ea5e55df1462,hi_hasoc_2021_2554,"@NayakRagini @News18India अब एक ही रास्ता है #ResignModi  हाई लेवल मीटिंग कोरोना को लेकर थी,बाहर आकर पता चला #IDBIBank बैंक को बेच दिया। इन हालातों में लोग मरते रहेंगे और सरकार तमाशा देखती रहेगी।",NOT,NONE,0
210,60c5d7495659ea5e55df064e,hi_hasoc_2021_210,@msisodia ONCE IN A CENTURY  @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,NOT,NONE,0
1629,60c5d7495659ea5e55df0f0c,hi_hasoc_2021_1629,सीवान की पहचान राजद से नहीं है बल्कि सीवान की पहचान मरहूम शहाबुदीन साहब से है। और रही बात ओसामा की तो ओसामा सिवान से निर्दलीय भी चुनाव लडेंगे तो सीवान की जनता उनको अपने सर आंखों पर बिठाएगी। #गद्दार_RJD #JusticeForShahabuddin,NOT,NONE,0
2416,60c5d7495659ea5e55df121a,hi_hasoc_2021_2416,"बंगाल में पलायन शुरू हो गया है, अब इनके घरों में घुसपैठियों और रोहिंगियाओं का कब्ज़ा होने से पहले  @narendramodi @AmitShah  जी इनकी मदद कीजिए  #CruelMamata #BengalBurning  @beingarun28 @AchAnkurArya https://t.co/paqwKdw7Tp",NOT,NONE,0
3835,60c5d7495659ea5e55df19ab,hi_hasoc_2021_3835,"70 साल में ऐसे पहले मुख्या मंत्री, जो मुख्या मंत्री रहते हुए चुनाव हारे और फिर मुख्य मंत्री बने. #BengalBurning https://t.co/tpHAIuC8Ke",NOT,NONE,0
2169,60c5d7495659ea5e55df1211,hi_hasoc_2021_2169,@RakeshTikaitBKU जानवर जानवर का शिकार करता है! इंसान जानवर का शिकार करता है! राजनीति का नशा इंसान का शिकार करता है!,NOT,NONE,0
228,60c5d7495659ea5e55df05fa,hi_hasoc_2021_228,आज़म खान साहब का इलाज AIIMS में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते😢🙏 #JusticeForShahabuddin,NOT,NONE,0
3429,60c5d7495659ea5e55df1b8f,hi_hasoc_2021_3429,"अब्बू मैं हार गया:-#ओसामा  अलविदा #शहाबुद्दीन_साहब।😥😥 अहले इस्लाम कब्रिस्तान में सुपुर्दे ख़ाक किए गए #शहाबुद्दीन साहब,मैं अल्लाह रब्बुल इज़्ज़त से दुआ करता हूँ कि आपके क़ब्र-ए-मुबारक को नूर से भर दे औऱ ज़न्नत में आला मुक़ाम दे आपको।।आमीन। #JusticeForShahabuddin  #BycottRJD https://t.co/rD5LBcoYjM",NOT,NONE,0
2818,60c5d7495659ea5e55df15fc,hi_hasoc_2021_2818,"@Jitesehra1998 @ShanuCox #कोरोना और #भाजपा दोनों घातक है , एक तन के लिए दूसरा वतन के लिए  #COVID19  #ModiKaVaccineJumla https://t.co/uw3Aia3Qbe",NOT,NONE,0
2793,60c5d7495659ea5e55df14c7,hi_hasoc_2021_2793,#ModiKaVaccineJumla #ModiDisasterForIndia  #मोदी_का_सिस्टम_ले_डूबा #ModiFailsIndia https://t.co/ISQa5q0Lk5,NOT,NONE,0
3863,60c5d7495659ea5e55df1c03,hi_hasoc_2021_3863,"कुर्सी है, तुम्हारा ये जनाजा तो नही कुर्सी है, तुम्हारा ये जनाजा तो नही     कुछ कर नहीं सकते,     तो उतर क्यो नही जाते।।।  #ModiHataoDeshBachao  #ResignPMmodi  #Ban_Evm  #NewYorkTimes  #रोजगार_नही_तो_सरकार_नही",NOT,NONE,0
1313,60c5d7495659ea5e55df0ac0,hi_hasoc_2021_1313,लिखना तो बहुत कुछ है  पर देश के हालात देख कर  #Resign_PM_Modi  लिख कहे है,NOT,NONE,0
4024,60c5d7495659ea5e55df190e,hi_hasoc_2021_4024,इस बदनसीब लड़की को जानते हैं आप @narendramodi जी?? @PMOIndia??  #BengalBurning #BengalViolence https://t.co/6XSrRbJS4D,NOT,NONE,0
4119,60c5d7495659ea5e55df18f4,hi_hasoc_2021_4119,जो शहाबुद्दीन के साथ हैं वो इस ट्वीट को रीट्वीट करें और इस हैसटैग पर ट्वीट करें #JusticeForShahabuddin,NOT,NONE,0
1443,60c5d7495659ea5e55df0fd5,hi_hasoc_2021_1443,@beingarun28 @aajtak @ABPNews @ndtvindia @BBCHindi @indiatvnews  ये मीडिया वाले कहां है जो हाथरस में लोट लोट कर पत्तलकारिता कर रहे थे। यूपी में बाबा है जो झेल लेते है हिम्मत है तो जाय बंगाल तब न औकात पता लगेगी की कितने निष्पक्ष और निर्भिक हैं ये। #BengalBurning #PresidentRuleInBengal,NOT,NONE,0
4042,60c5d7495659ea5e55df1b03,hi_hasoc_2021_4042,@ArmaanS13738198 Does it make any sense buddy?  #किसानो_पर_FIR_मत_करो #कृषि_कानून_रद्द_करने_पड़ेंगे #ResignModi #Resign_PM_Modi #ExitModi,NOT,NONE,0
1172,60c5d7495659ea5e55df0c1f,hi_hasoc_2021_1172,बंगाल से पलायन कर असम जा रहे हैं बीजेपी कार्यकर्ता #BengalBurning  #bengalvoilence  https://t.co/pGBSZi2JDI https://t.co/fyPuTIku4q,NOT,NONE,0
1675,60c5d7495659ea5e55df1052,hi_hasoc_2021_1675,@Naseeruddin_sah @Alpanah51 आज़ रुकना नहीं है  #JusticeForShahabuddin,NOT,NONE,0
338,60c5d7495659ea5e55df07a3,hi_hasoc_2021_338,जो साहब का नहीं हुआ वह आपका होगा   #JusticeForShahabuddin  #bycootrjd,NOT,NONE,0
28,60c5d7495659ea5e55df0644,hi_hasoc_2021_28,जो ताउम्र सबको उनका हक दिलाता रहा आज वो अपने हक की दो गज जमीं ना पा सका 😔            शेर-ए- सिवान शहाबुद्दीन साहब से रिश्ता क्या  لا إله إلا الله محمد رسول الله  #JusticeForShahabuddin,NOT,NONE,0
4108,60c5d7495659ea5e55df1c19,hi_hasoc_2021_4108,"अलविदा शेर-ए-बिहार… अल्लाह आपकी मग़फ़िरत फरमाए, आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए. 🤲 #JusticeForShahabuddin",NOT,NONE,0
3846,60c5d7495659ea5e55df1a66,hi_hasoc_2021_3846,@Naseeruddin_sah RJD मुस्लिम बिधायको में थोडी सी भी अगर गैरत बाकी है तो दे मारो इस्तेफा उसके मुँह पर..  #boycottRJD #JusticeForShahabuddin https://t.co/u86JOkZGeO,NOT,NONE,0
326,60c5d7495659ea5e55df0641,hi_hasoc_2021_326,बगांल मे भाजपा कार्यकर्ताओ पर हो रही हिंसा पर बुद्धिजीवी पत्रकार और अवार्ड वापसी गैंग कहा है ? #BengalBurning #WestBengalViolence,NOT,NONE,0
204,60c5d7495659ea5e55df05fe,hi_hasoc_2021_204,आएगा तो मोदी ही से 👉 मोदी कब आएगा?  #ResignModi  #COVIDEmergency2021,NOT,NONE,0
1471,60c5d7495659ea5e55df0eb5,hi_hasoc_2021_1471,"नम आंखों से विदाई, अल्लाह सब्र अता फरमा l ढूंढोगे कहाँ मुझको, मेरा पता लेते जाओ, एक कब्र नई होगी एक जलता दिया होगा।#JusticeForShahabuddin https://t.co/z7oTmnQjy1",NOT,NONE,0
2386,60c5d7495659ea5e55df10cd,hi_hasoc_2021_2386,"""राजा यदि प्रजा का विश्वास खो दे, तो उसका पतन निश्चित है।"" श्री @narendramodi जी,, हमें सिर्फ आपसे उम्मीद है, इस भरोसे को तोड़िए मत! बंगाल के उन मासूम लोगों को बचा लीजिए,जो भाजपा का समर्थन करने की कीमत चुका रहे हैं। #BengalBurning #spinelessBJP https://t.co/XzSeXiVbsq",NOT,NONE,0
4245,60c5d7495659ea5e55df1d15,hi_hasoc_2021_4245,"हम आतिशे सोज़ां में भी हक़ बात कहेंगे, कुंदन  की  तरह  दहर  में  ताबिंदा रहेंगे ! तारीख़ बताती है कि हर दौर-ए-सितम में, हम ज़िन्दा थे,हम ज़िन्दा हैं,हम ज़िन्दा रहेंगे ! #JusticeForShahabuddin https://t.co/plMMi0pJVW",NOT,NONE,0
1745,60c5d7495659ea5e55df106c,hi_hasoc_2021_1745,"@Tiwari_Sintu999 @Vinay_Dwivedii अगर धरना देने से सब सही हो जाता तो..  कुरुक्षेत्र में भी ""श्री कृष्ण"" जी ""अर्जुन"" को यही सलाह देते..। 😡😡😡  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",NOT,NONE,0
3867,60c5d7495659ea5e55df1c5c,hi_hasoc_2021_3867,मोहम्मद शहाबुद्दीन एक नेक दिल और ईमानदार इंसान था। सलाम है आपको।  #JusticeForShahabuddin https://t.co/fdpXgo3pvr,NOT,NONE,0
1362,60c5d7495659ea5e55df0c85,hi_hasoc_2021_1362,"बंगाल से पलायन शुरू हो चुका, TMC के गुंडों की हिंसा के कारण सैंकड़ों कार्यकर्ता असम पहुंचे जहां पर माननीय श्री @himantabiswa जी ने उन्हें शरण दी, शिविर बनाए और हर तरह की सुविधा दी।   ये हैवानियत की पराकाष्ठा है!  #CruelMamata  #BengalBurning   https://t.co/4gZJKlKgwL",NOT,NONE,0
1103,60c5d7495659ea5e55df0950,hi_hasoc_2021_1103,"आतंकवादी बनने के लिए आपको हथियार उठाने की ज़रूरत नही है आप 600 का ऑक्सीजन सिलेंडर 15,000 और 1600 का इंजेक्शन 1 लाख में बेचकर भी देश से गद्दारी कर सकते हैं   #Tag for better reach  #YogiJhootaHai #RohitSardana #रोहित_सरदाना #PBKSvRCB   #COVIDEmergency #ModiKaVaccineJumla",NOT,NONE,0
1792,60c5d7495659ea5e55df103a,hi_hasoc_2021_1792,"अलविदा शेरे सिवान,😭 अल्लाह मरहूम की  मगफिरत फमाये और अहले खाना को सब्र जमील  अता फरमाए #JusticeForShahabuddin",NOT,NONE,0
4112,60c5d7495659ea5e55df1c6a,hi_hasoc_2021_4112,"दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe https://t.co/Y5xvZBXN1p",NOT,NONE,0
2087,60c5d7495659ea5e55df119f,hi_hasoc_2021_2087,"बंगाल के BJP नेता ""भास्कर मंडल"" ने अपनी जान की भीख मांगी है आदरणीय प्रधानमंत्री श्री @NarendraModi जी एवं गृह मंत्री श्री @AmitShah जी इनकी जान आपके हाथों में है 🙏🏻 #BengalBurning  #PresidentRuleInBengal https://t.co/fwzsVQyVQa",NOT,NONE,0
