Unnamed: 0,_id,Text,task_1,task_2,Label
4220,60c5d6bf5659ea5e55defb82,Stop spreading negative information..... Is there anything positive to share? Jhumle sunane ki jagah kuch kaam kiya hota toh aaj ye haal na hota . Aur ye sab bhakt kaha hai? #ModiMustResign #ModiKaVaccineJumla #AatmanirbharBharat,HOF,HATE,1
886,60c5d6bf5659ea5e55def686,@cjones3066 @EvertonNewsFeed @ellarguero Does it matter you wanker it’s shut you lot up hasn’t it 😂😂😂😂😂,HOF,PRFN,1
320,60c5d6bf5659ea5e55def320,What’s the fucking point of receiving international aid if all of it is just going to sit at customs for weeks? #ResignModi,HOF,PRFN,1
115,60c5d6bf5659ea5e55def13a,fuck off it’s hot girl summer. we gonna be peng whores making memories :) https://t.co/NdIWijkh1U,HOF,PRFN,1
2114,60c5d6bf5659ea5e55df0063,This is pendemic now. Nd BJP cowards nd lier leaders r giving statements that everything is alright. shame on u #NarendraModi #YogiAdityanath nd whole #BJP .. #ResignPMmodi #ModiResign #ModiKaVaccineJumla #ModiFailsIndia #ModiHataoDeshBachao #FarmersProstest https://t.co/FONqgyB7PC,HOF,HATE,1
2955,60c5d6bf5659ea5e55df01a4,"Stop conflating anti-Zionism as anything BUT anti-Zionism challenge 2021. Oh look, Eve Fartlow's already failed. Same with every shitbag Zionist standing by her.",HOF,OFFN,1
3466,60c5d6bf5659ea5e55def2ee,I would of said fuck off if they approached MY gay boat ðŸ–•ðŸ˜‚ https://t.co/Z4dAIreeJA,HOF,PRFN,1
2138,60c5d6bf5659ea5e55df0057,We'll never even get to boo the stroke-eyed arl cunt either.,HOF,PRFN,1
4105,60c5d6bf5659ea5e55defb85,My mom was born during pride month. Sheâ€™s the reason Iâ€™m gay.. damn. My therapist is gonna have a field day with this one https://t.co/d58glaiOgT,HOF,PRFN,1
4748,60c5d6bf5659ea5e55def8e6,@drharshvardhan @PMOIndia @MoHFW_INDIA @narendramodi @BJP4India @JPNadda @AmitShah @AyushmanNHA @moayush @PIB_India @PIBHindi This is a press release.. where is the BOM? Who do u think u r making fool off? Where is this week's allotment on vaccines for st,HOF,OFFN,1
3726,60c5d6bf5659ea5e55defeb6,@_H0RIMIYA yes ðŸ™ ass fat coochie popped titties sitting and dick hard! thats my king!,HOF,PRFN,1
4082,60c5d6bf5659ea5e55defb26,@MrAncelotti @realmadrid Bloody hell Carlo let the Everton fans grieve for a day shiiiiitâ€¦this man is ruthless ðŸ˜‚,HOF,PRFN,1
2113,60c5d6bf5659ea5e55df0047,"We pay taxes on time to get the services on time, but this idiot spent it on making statue and doing ads.  Dear Mr. Politician behave yourself, Indian youth is watching you. #ExitModi #ModiDisasterForIndia #Resign_PM_Modi  #ModiSarkarHiSystemHai @PMOIndia @BJP4India https://t.co/L8fv6ptQJ6",HOF,OFFN,1
2470,60c5d6bf5659ea5e55df00d6,Herbalism shop Torrevieja  Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... https://t.co/pW4X8shW4e,HOF,PRFN,1
4240,60c5d6bf5659ea5e55defbad,"#NowPlaying ""Got Your Money (feat. Kelis)"" by Ol' Dirty Bastard, Kelis on @TIDAL https://t.co/DB7R8AO5fc",HOF,OFFN,1
2757,60c5d6bf5659ea5e55df0405,just putting this out there before i hit 1k:  im a sex pest freak psycho a real son of a bitch,HOF,PRFN,1
2054,60c5d6bf5659ea5e55defecf,Ancelotti is a fucking rat!! Hope his flight goes down the cunt,HOF,PRFN,1
2826,60c5d6bf5659ea5e55df043a,"@Negative_Z3r0 @JohnHawkwood62 @PMDawnStan @HanginDong yeah, you don't need anymore trauma, your asshole needs a rest  break in the old man instead (sorry john)",HOF,OFFN,1
1964,60c5d6bf5659ea5e55deffdf,"Delhi is running out of oxygen &amp; Centre moves to HC to recall it's order on oxygen supply, This is Crime Against Humanity!!  Such dirty vengeful politics!!  #Resign_PM_Modi #ConvictModi https://t.co/nlzQ226RNX",HOF,HATE,1
3275,60c5d6bf5659ea5e55def2ba,Mum just blaming my suicidal thoughts on me drinking energy drinks. Bloody hell.,HOF,PRFN,1
3845,60c5d6bf5659ea5e55df017b,"Shame on Modi, Yogi &amp; Teerath Ravat for organising""Kumbh"" at Charminar! All 3 responsible for this should resign immediately! #ResignModi https://t.co/DuYVAO4nr7",HOF,OFFN,1
4214,60c5d6bf5659ea5e55defb27,"@aajtak What the centre is doing?? Lal Quila case and now this all rubbish Bengal incident. Do you have some sort of power not? Or you are there just to sit and relax, let the people be killed #shameful #BengalBurning",HOF,HATE,1
3181,60c5d6bf5659ea5e55df028b,"Shame on all the #Bollywood people for the ""tolerance"" they are showing for #BengalBurning by not feeling scared of living in this country.. @aamir_khan would you like to shift to west Bengal with your wife &amp; children? How about tweeting on ""intolerance"" @Javedakhtarjadu or you",HOF,HATE,1
2333,60c5d6bf5659ea5e55df01a8,This is the only fucking thing they are worried about.  #NarendraModi is a disaster. #Resign_PM_Modi #ResignModi https://t.co/eSC0ByY106,HOF,PRFN,1
4294,60c5d6bf5659ea5e55defcf1,@azzizat_lucy Ur Mom is my bloody bitch you must ask her,HOF,OFFN,1
3527,60c5d6bf5659ea5e55def2eb,@faisalf1f8 @Aljohani18M Attention whore,HOF,PRFN,1
24,60c5d6bf5659ea5e55def19a,@narendramodi  what kind of Prime Minister are you ??  Can't you see people dying ? That too not because of corona but because of AIR ???  I request you to please get your shits together stop using twitter and either solve the problems or just resign. #ResignPMmodi #ResignModi https://t.co/a0Wjrd3EEE,HOF,OFFN,1
2035,60c5d6bf5659ea5e55deff17,The reality of #COVID19 in #IndiaCovidCrisis where #BjpDestroyedIndia and #UttarPradesh people are dying every hour. Who’s responsible? Have some Shame 🤦‍♀️🤦‍♀️ Each BJP worked who is supporting pro-govt #fakenews is responsible for deaths today. https://t.co/jyWEBRpUUZ,HOF,HATE,1
4710,60c5d6bf5659ea5e55def954,"â€”stabilize this relationship. Itâ€™s just â€” him dealing with the fact that ð™žð™› he does this, he loses all chances with Shao Kahn. Or, really, the one singular chance he was given recently. âLove is a pile â€˜o piss in the dirt, ainâ€™t it? I go â€˜n try for weeks tâ€™ shag yourâ€”",HOF,PRFN,1
2786,60c5d6bf5659ea5e55df04e6,@piersmorgan is still a monumental wanker....of that there is no doubt. https://t.co/rIunEnmoCE,HOF,PRFN,1
823,60c5d6bf5659ea5e55def532,"@zoo_bear @Tejasvi_Surya Shame on you BJP ! Depriving frontline workers of their livelihood , depriving infected people of care !   INDIANS WAKE UP ! #Resign_PM_Modi",HOF,HATE,1
1994,60c5d6bf5659ea5e55defecb,Where is that sorryass joker who said chanting Karuna Go. Go Karuna would eradicate #CoronavirusPandemic in India?? 🥲🤣#ExitModi #ResignPMmodi #AndhBhakt #BjpDestroyedIndia,HOF,OFFN,1
4769,60c5d6bf5659ea5e55def73f,"Attention #nffc #nffcfamily we have yet another wanker in our ranks, gone private now, but future reference. https://t.co/cfdKJKVF25",HOF,PRFN,1
1117,60c5d6bf5659ea5e55def755,"Fucker, you don’t think I see what you’re doing right now? You think you’re fucking helping me? I know you’re using me. Let me help you use me. Okay?",HOF,PRFN,1
799,60c5d6bf5659ea5e55def642,"#IndiaCovidCrisis #OxygenCrisis  No one gives a flying fuck about ""Protocols"" during pandemic emergency. #ResignModi https://t.co/GSWkAR52Aq",HOF,PRFN,1
2487,60c5d6bf5659ea5e55df01a5,MAYA YOU LITTLE SHIT,HOF,PRFN,1
155,60c5d6bf5659ea5e55def1b4,@taeapoIogist i will in me bollocks,HOF,PRFN,1
4450,60c5d6bf5659ea5e55defcbe,"@HarshidDesai1 The rapist and bastards who raped this little and minor Hindu girl is yet to be jailed and they r roaming free , whr is SC and Central Govt ? #BengalViolence #BengalBurning https://t.co/qo5Du5Umgz",HOF,HATE,1
3800,60c5d6bf5659ea5e55df017f,#IndiaNeedsOxygen &amp; #SFJ Group Offers it on Rs.5000/ To #COVID19India Patients But #ModiMadeDisaster By Blocking the site #COVIDSecondWaveInIndia #ResignModi Such a shame!! @nabilajamal_ @Ashi_IndiaToday @AbshkMishra @ShivendraAajTak @BSIndia5 https://t.co/Es5pvcjDOF,HOF,HATE,1
546,60c5d6bf5659ea5e55def397,@DebyDebydoo Your husbands tongue will never come close... I’m sorry. This is an earthquake for your pussy.,HOF,PRFN,1
3777,60c5d6bf5659ea5e55df018a,"â€œMany angry citizens of the region, in the northern state of Uttar Pradesh, are now asking where their MP, Narendra Modi, India's PM, is in their hour of need.â€ Anger rises as coronavirus rages in Modi's constituency. #ModiFailsIndia #ResignModi https://t.co/W2HQqag9H3",HOF,HATE,1
4820,60c5d6bf5659ea5e55def97f,Roaming around aimlessly while his people are dying. And all paid media follow him. What a shame for having such a leader in this 21st century. #ModiResign #ResignPMmodi https://t.co/4P44slqBxa #IStandWithModi,HOF,HATE,1
667,60c5d6bf5659ea5e55def508,Shame on bjp IT cell and bhaqts Is this How steep 1 has to go for politics Disgusting #shameonbjp  #ResignModi  #ModiHaiTohMumkinHai  #ModiHataoDeshBachao https://t.co/zBYJNXb306,HOF,HATE,1
3608,60c5d6bf5659ea5e55def5c7,"@SwetaVijaykumar The most recent federal government policy to make it a crime to return home really is going too far. We should be helping and showing some #compassion, not just start blocking people from entering. ðŸ˜‘ The situation there is heartbreakin",HOF,HATE,1
3618,60c5d6bf5659ea5e55defffe,@Facebook @facebookapp @instagram @messenger @WhatsApp how am I supposed to do that when you banned me for fighting #Islamophobia ( and accused me of TERRORISM) for stating basic facts about Asian history? #APAHM #FacebookIsIslamophobic https://t.co/Se8E9,HOF,HATE,1
2447,60c5d6bf5659ea5e55df0275,"@JackalHNolvoid Get his hands on the sleazy moth, He might have been a Pimp, but in no way was he a slut or easy-to-get.  He held his own priority high and knew his worth,                 “ Offer me something better, baby—~ “  ⠀",HOF,OFFN,1
1956,60c5d6bf5659ea5e55deff01,@imheavven @brittanya187187 I’d fuck you in a rusted out 1969 Ford Pinto,HOF,PRFN,1
5105,60c5d6bf5659ea5e55def2bc,@Actor_Siddharth They have been loosing election before you were even born and there was never violence. They lost in Kerala but no violence. They lost in Tamilnadu but no violence. Are you out of your mind. I thought you have some brains but I was wrong,HOF,OFFN,1
3887,60c5d6bf5659ea5e55df024a,"So @smitaprakash officially accepted that she doesn't give a fuck about the people of Bengal who are dying everyday. Just because they support BJP, there lives hold no importance for her. Such a shameless and disgusting woman . #BengalBurning https://t.co/9HbRpytJRN",HOF,HATE,1
4052,60c5d6bf5659ea5e55defc33,@Ratnamurlidhar2 @Kaliyugamaya @jdhankhar1 @WBPolice @narendramodi @BJP4India When will you stop mixing religion with politics? I feku promised temples and statues is ruling from Delhi. That is why people doesn't have jobs and good medical treatment. We w,HOF,HATE,1
3623,60c5d6bf5659ea5e55deff51,Done letting shit get to me .. If thatâ€™s what u on we on that,HOF,PRFN,1
3565,60c5d6bf5659ea5e55def617,@apatheticsenpai damn ill check it out,HOF,PRFN,1
3704,60c5d6bf5659ea5e55deffe7,@AlpanaBasu5 @Rishabh73984824 @MamataOfficial @RahulGandhi It's very very unfortunate!she is agreed there is violence&amp; she takes responsibility for the ongoing violence in the state ..Red Volunteers were brutally beaten up in state.. #BengalBurning #,HOF,HATE,1
3788,60c5d6bf5659ea5e55df0207,you know i like you like that i hate that son of a bitch,HOF,PRFN,1
4711,60c5d6bf5659ea5e55def96b,Herbalism shop Torrevieja Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... https://t.co/2pKyGlJlcJ,HOF,OFFN,1
3951,60c5d6bf5659ea5e55def8e9,It absolutely ridiculous how criminal 244 is. Look at all that it destroyed so that (predominately white) asshole suburbanites from Owasso and Claremore could drive into downtown and go the wrong way on one ways https://t.co/lMOl6FcFWq,HOF,OFFN,1
4420,60c5d6bf5659ea5e55defe5e,@Convoy_64 Iâ€™d fuck the shit outta Natsuki,HOF,PRFN,1
3656,60c5d6bf5659ea5e55deff7d,We never had our priorities right. Never. #ResignModi #CentralVista https://t.co/65C3QBDRwD,HOF,HATE,1
833,60c5d6bf5659ea5e55def5f5,"President Rule is not required, it’s time for Hindus to retaliate and get National attention then Begum will come to her senses. We didn’t supported Modi for doing yoga when Hindus are killed by Mullahs. @JPNadda @BJP4India @narendramodi @sambitswaraj @AmitShah  #ResignPMmodi 😭 https://t.co/C9LSZafe5M",HOF,HATE,1
1132,60c5d6bf5659ea5e55def8ee,@PMOIndia Why they want your name on the award?... you are brought up international level shame upon India. and now you want more publicity by putting your name on the award?...stop trying to get credit by stealing others work... shame on you for betraying us who voted for you  #Resignmodi,HOF,HATE,1
