Unnamed: 0,_id,tweet_id,Text,task_1,task_2,Label
4598,60c5d7495659ea5e55df0c87,hi_hasoc_2021_4599,जानवर भी हमें बहुत कुछ सिखाती है ।   किस तरह पानी को बचाना चाहिए ये हम सभी को इस हाथी से सीखने की जरूरत।  खूबसूरत दृश्य  @ParveenKaswan @nisha_singhmarr  @CentralIfs  @PraveenIFShere  @ipskabra  @ipsvijrk  @Sanjay97odisha  @MVRaoIPS  @mvraoforindia  @polrajiv  @AwanishSharan https://t.co/V1DFa8Lv0p,NOT,NONE,0
4260,60c5d7495659ea5e55df069b,hi_hasoc_2021_4260,तिहाड़ जेल के स्पेशल सेल में कोरोना पहुंचा कैसे मुझे लगता हे ये सिस्टम का कोरोना है    #JusticeForShahabuddin,NOT,NONE,0
2915,60c5d7495659ea5e55df150e,hi_hasoc_2021_2915,इसी टाइम पे वन नेशन वन इलेक्शन होना चाहिए था ! #JusticeForShahabuddin #ExitModi #PresidentRuleInBengal #नरेंद्र_मोदी_ग्लोबल_पप्पू #BengalBurning #दीदी_ओ_दीदी #BengalElection2021 #ElectionResult,NOT,NONE,0
893,60c5d7495659ea5e55df0c9e,hi_hasoc_2021_893,कोविड टीकाकरण: राजस्थान में गांवों में कैंप लगाए जाने से टीकाकरण मुहिम पर क्या असर पड़ा है? रिपोर्ट: @divendrasingh  #Rajastan @ashokgehlot51 @RajCMO #COVIDSecondWave #CovidVaccine  https://t.co/Q1uzQig8h4,NOT,NONE,0
318,60c5d7495659ea5e55df05a4,hi_hasoc_2021_318,@yadavtejashwi ये तस्वीर अपनी ज़ेहन में बिठा लेना ये तस्वीर @RJDforIndia को बर्बादी पर ले जाएगा। #JusticeForShahabuddin https://t.co/TiBPAeIzSx,NOT,NONE,0
4726,60c5d7495659ea5e55df0958,hi_hasoc_2021_4727,@mdanis_2 @Mkkhan9090 @Anjana_Modi_ @nagrik25 @DXLucifer_Devil @Khushbu_shaikh1 @speedytohike @ProfNoor_ @iPraveenK_ @Insaafparody111 मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
3650,60c5d7495659ea5e55df1a0d,hi_hasoc_2021_3650,@BramhRakshas मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
3693,60c5d7495659ea5e55df1a68,hi_hasoc_2021_3693,"अगर धरना देने से सब सही हो जाता तो..  कुरुक्षेत्र में  ""श्री कृष्ण"" भी ""अर्जुन"" को यही सलाह देते.. पश्चिम बंगाल  @BJP4India @BJP4Bengal  #BengalBurning",NOT,NONE,0
1378,60c5d7495659ea5e55df0e0b,hi_hasoc_2021_1378,मुनाफ़िक़ दोस्तों से लाख अच्छे हैं खुले दुश्मन। #BycottRJD  #JusticeForShahabuddin @osama_shahab_  @yadavtejashwi  @TejYadav14  @laluprasadrjd https://t.co/oop4KGM4X8,NOT,NONE,0
2241,60c5d7495659ea5e55df1241,hi_hasoc_2021_2241,"मरहूम सहाबुद्दीन की लाश जैसे दिल्ली गेट ITO कब्रिस्तान मे सुपुर्द ए खाक हुई,❣️   Inshallah ऐसे ही बिहार में  लालू तेरी पार्टी को सुपुर्दे खाक करेगी बिहार की जनता #JusticeForShahabuddin",NOT,NONE,0
3022,60c5d7495659ea5e55df1579,hi_hasoc_2021_3022,"@Jagratichandra1 मैं तुम्हारी यादों को कैसे  ""Block"" करूँ ""कमीने""   दिल में तो ये ""Option"" ही      नही है..✍",NOT,NONE,0
4946,60c5d7495659ea5e55df0d7c,hi_hasoc_2021_4949,@yadavtejashwi सब याद रखा जायेगा.. #JusticeForShahabuddin,NOT,NONE,0
2174,60c5d7495659ea5e55df129a,hi_hasoc_2021_2174,#राजदपार्टी बेवफ़ा औरतों जैसा है जितना जल्द हो सके सभी मुस्लिम विधायक और सांसद इस्तीफा दे दे #JusticeForShahabuddin,NOT,NONE,0
3189,60c5d7495659ea5e55df16ef,hi_hasoc_2021_3189,"आज शर्म से आंखें झुक गई  @narendramodi को क्यों चुना रक्षा करने के लिए या महंगाई के लिए या रोजगार के लिए आपने क्या दिया,,, मौत #BengalBurning",NOT,NONE,0
2788,60c5d7495659ea5e55df14b7,hi_hasoc_2021_2788,#ModiKaVaccineJumla #ModiResign #IndiaFightsCorona #PMCaresFund_का_हिसाब_दो #PMDoesNotCare https://t.co/TH0wgGFB3n,NOT,NONE,0
3452,60c5d7495659ea5e55df1a2b,hi_hasoc_2021_3452,"किसी भी तरह का इस नंबर से reply नही हुआ..क्या मैं(कल की तारीख़ में अगर कोई जान या जानवर करंट आने पर मरता है,जो अभी नही आया ""करंट"" कल को आ जाये तो कौन जिम्मेदार)एक बड़े हादसे को रोकने के लिए आप से निवेदन.ऊपर बच्चे रहते हैं(जैसा कि आप वीडियो में देख सकते हैं)  @CMOfficeUP @KESCoHQ https://t.co/ixSVqEoRUU",NOT,NONE,0
809,60c5d7495659ea5e55df0bc3,hi_hasoc_2021_809,यह ख़ौफ़ की आहट हैं या मौत का सन्नाटा है   @varungandhi80  @msisodia @sahitya_tak @Javedakhtarjadu @SwetaSinghAT @Drnawazdeobandi @anupamaraag1 @juniorbachchan  #IndiaCovidCrisis #OxygenCrisis https://t.co/GoYKYdXc69,NOT,NONE,0
2830,60c5d7495659ea5e55df14f0,hi_hasoc_2021_2830,"जल गई लासे, हो गई राख  घर आके सोई गये फिर से  #गुलाम  #FightForRight #ResignModi https://t.co/SFCJwqTfh7",NOT,NONE,0
282,60c5d7495659ea5e55df06b7,hi_hasoc_2021_282,#Shamemamatabannerjee #राष्ट्रपति_जी_बंगाल_संभालो  #MamataBanarjee  #BengalBurning https://t.co/CepcxY961N,NOT,NONE,0
2682,60c5d7495659ea5e55df139d,hi_hasoc_2021_2682,"@yogrishiramdev लाला जी,  इतने फूहड़ हथकंडे अपना कर अपना नकली उत्पाद बेचने की इतनी बेशर्म प्रदर्शन के बदलें कोई और काम नही मिलता क्या ?",NOT,NONE,0
3715,60c5d7495659ea5e55df1b5b,hi_hasoc_2021_3715,@mridz_twt भाड़ में जाओ तुम प्यारी,NOT,NONE,0
321,60c5d7495659ea5e55df05d4,hi_hasoc_2021_321,जो शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं #JusticeForShahabuddin,NOT,NONE,0
2707,60c5d7495659ea5e55df1320,hi_hasoc_2021_2707,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #स्वास्थ्य_क्षेत्र_मे_बजट_बढ़ाओ #Resign_PM_Modi #Vaccine_और_MSP_दो https://t.co/hYv7yPSRiX,NOT,NONE,0
3602,60c5d7495659ea5e55df1b5a,hi_hasoc_2021_3602,"@jviplav मोदी विरोधियों को बंगाल की हिंसा में भी लोकतंत्र नज़र आ रहा है... इसलिए सब के सब मुँह में दही जमाये बैठे हैं!  ""असहिष्णुता...संविधान की हत्या"" जैसे शब्द अब डिक्सनरी से गायब हैं!! #BengalBurning",NOT,NONE,0
2459,60c5d7495659ea5e55df132c,hi_hasoc_2021_2459,#JMDNewsFLASH भारत की मदद को बढ़े हाथ जर्मनी से आए 4 क्रायोजेनिक ऑक्सीजन कंटेनर #Oxygen  #OxygenCrisis  #Germany  #India  #IndiaCovidCrisis  #IndiaNeedsOxygen https://t.co/28nT8kcXyi,NOT,NONE,0
3419,60c5d7495659ea5e55df1ab1,hi_hasoc_2021_3419,"लालु जैसे बाल्टी में दूध बेचने वाले नेता,  ""तब"" बनते हैं   ""जब"" उनके पीछे ""शहाबुद्दीन"" जैसा  शेर होता है!🔥 @007QaQa @yadavtejashwi @laluprasadrjd @BagwanMaheboob1 #JusticeForShahabuddin",NOT,NONE,0
817,60c5d7495659ea5e55df0c9d,hi_hasoc_2021_817,शहाबुद्दीन साहब की मौत की गई है ना की उसको COVID-19🦠😷 था #JusticeForShahabuddin,NOT,NONE,0
3172,60c5d7495659ea5e55df14ed,hi_hasoc_2021_3172,@uhbvnpkl बस आपकी अति कृपया होगी मुझे ये बताइए line man 9812063026 और जैई 9812063027 क्या ये मौज करने के लिए है नम्बर बंद करो और आराम से सो जाओ पब्लिक भाड़ में जाए,NOT,NONE,0
1961,60c5d7495659ea5e55df1002,hi_hasoc_2021_1961,रायगड और मेवाड़ भी धरना देते यो क्या होता हमारा @BJP4India @narendramodi @AmitShah ?????  #BengalBurning,NOT,NONE,0
3246,60c5d7495659ea5e55df16a4,hi_hasoc_2021_3246,मैं किसके हाँथ में अपना लहू तलाश करूँ    की तमाम शहर ने पहने हुए हैं दस्ताने    #JusticeForShahabuddin             @SadabRaza10               @AyubRizvi1              @FaizAlam114             @masood2alam,NOT,NONE,0
2249,60c5d7495659ea5e55df1291,hi_hasoc_2021_2249,आज़म खान साहब का इलाज AIIMS में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते😢🙏 #JusticeForShahabuddin,NOT,NONE,0
3833,60c5d7495659ea5e55df1979,hi_hasoc_2021_3833,@Pratyangira1 @Tithi_Mishra @narendramodi @JPNadda @AmitShah @DilipGhoshBJP @SuvenduWB @me_locket @ABVPVoice @BJP4India @p_sahibsingh @Tejasvi_Surya @ArjunsinghWB @me_sourish_ @RSSorg @VHPDigital @devyanidilli @Dibakar65112523 @tathagata2 @Bunibroto @rashtrapatibhvn @jdhankhar1 @MukulR_Official @mithunda_off @ippatel Common RSS cadre from North India on #BengalBurning :  धरना के बाद चरखा भी ट्राई करो कहते है अंग्रेज डर कर भाग गये थे 😥😥  #PresidentsRuleinBengal  @PrinceArihan @myogiadityanath,NOT,NONE,0
1252,60c5d7495659ea5e55df0c5b,hi_hasoc_2021_1252,"महारानी कहकर पुकारो तो कहेगी, और कितनी रानियाँ रखे हो।  रानी कहकर पुकारो तो कहेगी, मै रानी तो महारानी कोई बाहरवाली होगी।  चुप रहो तो कहेगी जैसे मुंह सिला हो,आप ही बताओ क्या कहूं ?😃😃",NOT,NONE,0
4223,60c5d7495659ea5e55df1bd8,hi_hasoc_2021_4223,@AmarSinghKahar5 @beingarun28 चुनावी हिंसा पर धरना देने वालों ऑक्सिजन की कमी और कोरोना से हो रही मौतों पर भी धरना दे दो। हिन्दू तो इसमें भी खतरे में है। हिंदू तो यहाँ भी मर रहा है। बस politics ही करनी है ऐसा बोलो ना।  लेकिन शर्म इनको आती नहीं। #BengalBurning  #PresidentsRuleinBengal #PresidentRuleInBengal,NOT,NONE,0
3483,60c5d7495659ea5e55df1cb5,hi_hasoc_2021_3483,क्या कोरोना की तीसरी लहर का असर बच्चों पर होगा?  #Coronavirus #COVID19 #CovidVaccine https://t.co/MovYeAl53b,NOT,NONE,0
1638,60c5d7495659ea5e55df0ffb,hi_hasoc_2021_1638,टीकाकरण अवश्य करायें  #vaccination  #covidvaccine #18plusvaccination #cgfightscorona https://t.co/DHpwTTTMiP,NOT,NONE,0
2962,60c5d7495659ea5e55df1503,hi_hasoc_2021_2962,@ArmaanS13738198 Why you are giving us so much attention if we r fake farmers? #PrayForFarmersVictory  #देश_ऑक्सीजन_मांगता_है #ResignModi #FarmersProtest,NOT,NONE,0
1583,60c5d7495659ea5e55df101f,hi_hasoc_2021_1583,हक की आवाज को मजबूत कीजिए एक बार फिर से लिखिए #JusticeForShahabuddin,NOT,NONE,0
1623,60c5d7495659ea5e55df0e31,hi_hasoc_2021_1623,@New_India9 कुत्ता वफ़ादार होता हैं मैडम।,NOT,NONE,0
199,60c5d7495659ea5e55df05e5,hi_hasoc_2021_199,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #स्वास्थ्य_क्षेत्र_मे_बजट_बढ़ाओ #Resign_PM_Modi #Vaccine_और_MSP_दो https://t.co/peNJfYdTY3,NOT,NONE,0
2330,60c5d7495659ea5e55df11e2,hi_hasoc_2021_2330,शहाबुद्दीन साहब इकलौता सांसद जिन्होंने कारगिल युद्ध में पाकिस्तान के खिलाफ लड़ने की अनुमति मांगा थी।  तुम उस वक्त बकरी चोरी और साइकिल चोरी में व्यस्त थे देश और देश की आन बान शान के लिए कई किस्ते दे चुके हैं हम अपने खून की 😥😥  #JusticeForShahabuddin  #kargil,NOT,NONE,0
551,60c5d7495659ea5e55df0799,hi_hasoc_2021_551,@MinakshiKandwal @KumarVikrantS 5. डेड बॉडी देने में किसी भी तरह की कोई दलाली नहीं होनी चाहिए  ये #फैक्ट लॉजिक वाला फैक्ट है जैसे   #सरदाना की बॉडी को उसके गांव भेज दिया गया तो #शहाबुद्दीन की बॉडी को #दिल्ली में क्यों दफनाया गया उनके गांव क्यों नहीं भेजा गया...???  #SupportOsamaShahab  #JusticeForShahabuddin,NOT,NONE,0
4983,60c5d7495659ea5e55df0f44,hi_hasoc_2021_4986,@Thanos_pandith मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
3741,60c5d7495659ea5e55df1c6f,hi_hasoc_2021_3741,"सीताराम येचुरी ने पीएम मोदी से पूछा- लोग मर रहे हैं, लेकिन नई संसद का निर्माण क्यों जारी है #Modi #ModiMadeDisaster #Resign_PM_Modi #ResignModi #coronavirus #Corona #CovidVaccine #COVIDSecondWave #BJP https://t.co/LlKltxhqKD",NOT,NONE,0
2285,60c5d7495659ea5e55df10bd,hi_hasoc_2021_2285,"दिल्ली कर्मचारियों का मजाक बनाया जा रहा है जबकि बिजली कर्मी दिन-रात अपनी सेवाएं दे रहे हैं गलत रूप से अवैध रूप से पुलिस के द्वारा नेताओं के दबाव से गलत एफ आई आर की गई, इसे तत्काल वापस लिया जाए एवं दोषियों पर कार्रवाई की जाए https://t.co/HTz7bx26NZ",NOT,NONE,0
3195,60c5d7495659ea5e55df1789,hi_hasoc_2021_3195,"जीतने पे ये हाल है, जरा सोचो अगर हारी होती तो क्या होता??  #BengalBurning  #PresidentsRuleinBengal  #SaveBJPKaryakartas  #SaveBengalFromTMC",NOT,NONE,0
3091,60c5d7495659ea5e55df14d4,hi_hasoc_2021_3091,"ज़िंदगी के रथ में लगाम बहुत हैं,अपनों के अपनों पर इल्ज़ाम बहुत हैं,ये शिकायतों का दौर देखते हैं तो थम से जाते हैं,लगता है उम्र कम है और इम्तिहान बहुत हैं! #ModisCrimeAgainstIndia #ResignPMmodi  #SpinelessBJP #coronavirus #wednesdaythought #Oxygen4All #BeHuman #OxygenMan #fakenews",NOT,NONE,0
2279,60c5d7495659ea5e55df1221,hi_hasoc_2021_2279,ना तुम कल हारे थे ना आज हारे हो   #JusticeForShahabuddin https://t.co/f2N3KeGHtm,NOT,NONE,0
1284,60c5d7495659ea5e55df0b4e,hi_hasoc_2021_1284,रंगा बिल्ला के खिलाफ लिखने पर ट्विटर भी नाराज चल रहा है आजकलl रोज 5-10 फॉलोअर्स कम कर रहा हैl #ModiKaVaccineJumla #ModiDisasterForIndia #ModiMustResign,NOT,NONE,0
4041,60c5d7495659ea5e55df1afa,hi_hasoc_2021_4041,"कहते है मरते है तु मरने दो , मुर्दा लोग शोर करने से कहाँ जिंदा होया करते है। साहब शोर जिंदा लोगों को बचाने के लिये है।पर आप क्या जाने जो जिंदा लोगों को भी मुर्दा समझ के छोड़ दिया करते।साहब को तू जुमला कहने की आदत है।मुर्दा घर में भी इन लाशों के लिए जगह कहाँ है।🙏#IndiaCovidCrisis",NOT,NONE,0
919,60c5d7495659ea5e55df0caa,hi_hasoc_2021_919,#25सांसद_लापता_है #ModiMadeDisaster #ModiKaVaccineJumla #ModiMustResign #BjpDestroyedIndia #bjp_mp_mlamissing @MahuaMoitra @PMOIndia https://t.co/W7eDXQivkq,NOT,NONE,0
903,60c5d7495659ea5e55df09df,hi_hasoc_2021_903,@taapsee मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
3221,60c5d7495659ea5e55df16a5,hi_hasoc_2021_3221,सुना है ये मादरनीय D K bose @news24tvchannel के एंकर हैं। ट्विटर पर हैं क्या? #ChineseVirus #COVID19India https://t.co/4HlvfxyAaO,NOT,NONE,0
2990,60c5d7495659ea5e55df154d,hi_hasoc_2021_2990,थोड़ा और कोशिश करे  #JusticeForShahabuddin,NOT,NONE,0
2267,60c5d7495659ea5e55df1190,hi_hasoc_2021_2267,"इस राजनीति को देख कर मुझे इन लोगों पर गुस्सा भी आता है और दया भी आती है। अपना क्या हाल कर लिया है इन लोगों ने, अंधी राजनीति, अंधी नफरत, और अंधी कुर्सी दौड़ में  ये कभी के क्रान्तिकारी अब हास्यास्पद विदूषक हो गए हैं ।   #BengalBurning",NOT,NONE,0
1588,60c5d7495659ea5e55df107d,hi_hasoc_2021_1588,बंगाल की विधवा!  @narendramodi @AmitShah @PMOIndia @RSSorg @BJP4India #RSS #RSSTerrorists #Rss_terrorists #RSS_चीन_से_लड़ो  #rss_देश_के_दुश्मन_की_दुश्मन  #Islamophobiainindia #Islamophobia #BJP #bjp4india #NarendraModi https://t.co/ufnGacCTOM,NOT,NONE,0
3300,60c5d7495659ea5e55df1739,hi_hasoc_2021_3300,"रोहित सरदाना कोरोना पॉजिटिव क्रियाकर्म कुरुक्षेत्र (हरियाणा) शाहबुद्दीन साहब कोरोना  नेगेटिव दफन हुए ITO दिल्ली , आखिर क्यों ??  #JusticeForShahabuddin  #OsamaShahab  @ShayarImran @yadavtejashwi @RJDforIndia @patna_RJD @PMOIndia @MoHFW_INDIA  #StandWithOsamaShahab  #Osama_Shahab https://t.co/fmTd1hyDqV",NOT,NONE,0
2971,60c5d7495659ea5e55df159e,hi_hasoc_2021_2971,अब भी अगर कोई मुस्लिम नेता बिहार में MY का रागा अलापता है तो वह मुसलमानों का नेता नहीं दलाल है #JusticeForShahabuddin  #JusticeForShahabuddin,NOT,NONE,0
1617,60c5d7495659ea5e55df0d26,hi_hasoc_2021_1617,शहाबुद्दीन को इन्साफ दो  @सुप्रीम_कोर्ट  https://t.co/UXWw6LaK8H  @PunyaPBajpai @Ravishk356 @AshrafFem @PMOIndia @CMOfficeUP @ANI @BBCHindi @AltNews @nytimes @shanu_sab @Rofl_Swara @SChoudharyNews @ModiLeDubega  #JusticeForShahabuddin #JusticeForShahabuddin #JusticeForShahabuddin,NOT,NONE,0
407,60c5d7495659ea5e55df0726,hi_hasoc_2021_407,@BJP4Bihar 303 सांसद इसीलिए आपको दिया गया है कि आप घर मे बैठे रहें और आपके कार्यकर्ता अपना जान दें।  #BJP  #BengalBurning  #BengalViolence,NOT,NONE,0
2753,60c5d7495659ea5e55df12ab,hi_hasoc_2021_2753,"2024 में कोई कार्यकर्ता जब पूछ बैठेगा ख़ामोशी का कारण तुमसे, बहुत समझाना चाहोगे मगर समझा ना पाओगे !!#SpinelessBJP #BengalViolence  #BengalBurning https://t.co/xTibMQGuxQ",NOT,NONE,0
5790,60c5d7495659ea5e55df1c22,hi_hasoc_2021_5794,@Awesomely_Pari मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
970,60c5d7495659ea5e55df09ba,hi_hasoc_2021_970,जातियों के कमरे में मत छिप                मूर्ख!! बाहर आकर देख हिन्दुत्व का ब्रांड बनकर जीने का मजा ही            कुछ और है!!       🚩जय श्री राम🚩 https://t.co/4KGQbygG7u,NOT,NONE,0
523,60c5d7495659ea5e55df0794,hi_hasoc_2021_523,@TimesNow @ravi4354 ONCE IN A CENTURY  @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,NOT,NONE,0
2097,60c5d7495659ea5e55df121c,hi_hasoc_2021_2097,"आज हमारे साथ RJD का एक भी नेता खड़ा नहीं दिख रहा, पहले हमारी लड़ाई RSS/BJP से थी अब RJD से भी हैं! #JusticeForShahabuddin @osama_shahab_",NOT,NONE,0
3579,60c5d7495659ea5e55df19ba,hi_hasoc_2021_3579,"🥀 हरि ॐ🥀 !! सनातनी भाई-बहनों को!!     🥀 शुभ रात्रि🥀 !! दुष्ट अपकार से नहीं, उपकार से    ही शांत रहता है!! 🚩 जय श्री राम🙏🚩",NOT,NONE,0
867,60c5d7495659ea5e55df0925,hi_hasoc_2021_867,@varungrover मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE,0
1186,60c5d7495659ea5e55df0985,hi_hasoc_2021_1186,"@sambitswaraj @JPNadda बताना नही है देश को , कुछ कर के दिखाओ, धरने से, tv पर चीखने से कुछ न होगा, सीधे बंगाल जाओ, जो महिलाओं पर अत्याचार का vdo पोस्ट किए थे उनके साथ खड़े हो। नही तो वोट भी इस बार ट्विटर,tv पर ही डाल देंगे। शर्म करो वहां कार्यकर्ता मर रहे हैं, यहाँ tv पर डिबेट कर रहे हो। #BengalBurning",NOT,NONE,0
2606,60c5d7495659ea5e55df140f,hi_hasoc_2021_2606,"ज़ालिम को जो ना रोक, वो शामिल है ज़ुल्म में, क़ातिल को जो ना टोके, वो क़ातिल के साथ है। ~साहिर लुधियानवी  #बंगाल #Bengalisburning #BengalViolence #BengalRiots #BengalBurning  @rohini_sgh @meevkt @brajeshlive @ranvijaylive @vinodkapri @sakshijoshii @MamataOfficial @ndtv @PMOIndia",NOT,NONE,0
6055,60c5d7495659ea5e55df1cf0,hi_hasoc_2021_6060,@PragyaLive @bmahabharat2 सरकार नरसंहार कर रही है .... #ResignModi,NOT,NONE,0
2238,60c5d7495659ea5e55df1206,hi_hasoc_2021_2238,सवाल यह है जब शहाबुद्दीन साहब के साथ उस तरह की घटना हुई और ओसामा शहाब अकेले हर जगह अपने पिता की लड़ाई लड़ रहा था उस समय लालू परिवार का कोई व्यक्ति उनके साथ खड़ा क्यों नहीं हुआ? #justiceforshahabuddin,NOT,NONE,0
5906,60c5d7495659ea5e55df1b8e,hi_hasoc_2021_5910,तुम तो चुप ही रहो सिम्वाव जी 🤣😀 https://t.co/qeygqiE7TF,NOT,NONE,0
2033,60c5d7495659ea5e55df0fa0,hi_hasoc_2021_2033,"शुक्रिया इमरान प्रताप गढ़ी साहेब शुक्रिया अमनातुल्लह साहेब ,, इस दुख की घड़ी में ओसामा शहाब का साथ देने के लिए साथ खड़े होने के लिए,,उन लोगों का भी  बहुत शुक्रिया जो दिल्ली में ओसामा भाई के साथ खड़े हुए, बिहार इस बात को याद रखेगा,, #JusticeForShahabuddin",NOT,NONE,0
3850,60c5d7495659ea5e55df1ac5,hi_hasoc_2021_3850,@BJP4UK पहले लगता था @BJP4UK ही #SpinelessBJP है।  अब पता लगा ये तो सारे के सारे BJP वाले #SpinlessBJP हैं।  #BengalElection2021 #BengalViolence #BengalBurning #tejasvisurya,NOT,NONE,0
5986,60c5d7495659ea5e55df1acb,hi_hasoc_2021_5991,हार जीत तो ठीक है मज़े की बात ये है साहब का बांग्लादेश के लिए आंदोलन कर जेल जाना बेकार हो गया 😜🙈 @queen_priya1 @Supriya2540 #JusticeForShahabuddin,NOT,NONE,0
668,60c5d7495659ea5e55df08b0,hi_hasoc_2021_668,तुम जैसे स्वमं भू प्रदेश अध्यक्ष के रहते ये सब सम्भव है अपनी नौकरी बचाये जैसे 4 साल से मुँह में दही जमाये चुप थे वैसे ही रहो शिक्षको के चंदे पर पलने बाले तुम्हारे जैसे नेता घिन आती है तुम जैसे को नेता कहते भी शर्म है नही तुम्हे एमएलसी के टिकट तो तुम पता नही क्या 2 बेंच दो 😂😂 https://t.co/y4KpKBUGca,NOT,NONE,0
