,Text,Abuse,Label
15,बीजेपी ने पार्टी को  गैंग में बदल दिया है जो हर समय कांग्रेस की निंदा में लगा रहता है कांग्रेस को कमजोर करना ही मकसद रहता है,benign,0
16,बीजेपी के हिमांचल गुजरात जीत से पाकिस्तान केसाथ चीन सदमे में    अभीभी तुम्हे कारण चाहिये हमारे बीजेपी के सपोर्टर होने व भक्त होनेका सेकुलरों,benign,0
17,ये सब तेरी ही कोई चाल है बीजेपी को बदनाम करने के लिए तुमलोग किसी भी हद तक गिर सकते हो,benign,0
18,गुजरात चुनाव  था ।कांग्रेश जीत रही थी तभी बीजेपी वालो ने आफर देकर कहा तुम हमे गुजरात जिताओं हम तुम्हें २ जी जितायेंगे। और चुनाव क बाद परिणाम सामने है ।,benign,0
19,क्या मैडम आपको अब भी लगता है कि जनता इतनी बेवकूफ है। सच में जनता बहुत चालाख है। बीजेपी की घमंड तोड़ने केलिए वोटिंग की है मगर कांग्रेस पर अब भी भरोसा नहीं कर पाई।,benign,0
20,तिल का ताड़ बनाने में बीजेपी और मोदी सरकार संसार मे सबसे आगे है ।    इसी का परिणाम है । झूठे कहीं के,benign,0
21,"आज बेशक बीजेपी को बिल्कुल किनारे पर ही जीत मिली है, पर यह जीत इस लिए भी ऐतिहासिक है कि गुजरात को इन चोरों और देशविरोधी ताकतों के चंगुल से बचा लिया गया। अब राज्य को एक बहुत ही प्रभावशाली और ईमानदार छवि वाला सशक्त मुख्यमंत्री चाहिए।",benign,0
22,याताठरपनाच एकच कारण आहे कॉग्रेस चे पॉलीसी मेकर आजुनही ब्राम्हण च आहेत आनी बामनाना बीजेपी आनी कॉग्रेस ईन्दीरा शीवाय दुसरा पक्ष नकोय,benign,0
23,"लुल्ल प्रसाद, गुजरात परेशान होता तो बीजेपी ना जीतती।",benign,0
24,तू क्यो बन्धु टेंशन ले रहा है समय करवट लेता है अच्छे अच्छे ठोकर मे सुधर जाते है ये तो बीजेपी है।।।।,benign,0
25,"वक्त जब आंखें फेर लेता है, तो शेर को भी कुत्ता घेर लेता है   और कांग्रेस को बीजेपी घेर ली, प्रियंका गांधी कांग्रेस की ओर लौटना जरूरी है आपका",benign,0
26,आप की पार्षद का आरोप बीजेपी महिला पार्षदों ने तोड़ दिया मेरा हाथ,benign,0
27,ब्रेकिंग न्यूज। वागरा विधानसभा सीट कांग्रेस जीती लेकिन दादागिरी से बीजेपी को जीत देदी गई,benign,0
28,बीजेपी पार्टी भी  बनाकर सबूत लाने में उस्ताद है,benign,0
29,"आप को थप्पड़ पड़े तो उन्हें बीजेपी एजेंट बता कार्यवाई की मांग करते थे,  कार्यकर्ताओं की मौत पर दो शब्द नहीं निकले ये किसके एजेंट हैं",benign,0
30,"जो जीता वही सिकंदर। और ये सब मुद्दे कांग्रेस ने ही बीजेपी को दिए थे,थाली में सजा कर। यही अंतर है मोदी जी में और कांग्रेस में।  लड़को पर अकेले मोदी जी भरी पड़ गए। जय श्री राम",benign,0
31,बीजेपी के हर दावे झूठ की बुनियाद पर टिके है एक दिन भरभराकर गिरना ही पडेगा,benign,0
32,बीजेपीकांग्रेस सब मिले हुए हैं जी बीजेपी राज के आरोपी कांग्रेस राज में बरी होते हैं और कांग्रेस राज के आरोपी बीजेपी राज में।,benign,0
33,"मेरे हिसाब से अगर राजस्थान को कोई विकास पुरुष हो सकता है, वो है माननीय श्री  जिनकी साफ़ छवि बीजेपी को बढ़त दिलाएगी।",benign,0
34,जेल भेजना चाहीयेझूठ के कारण ही देश मे बीजेपी जीतीदुनिया का सबसे बडा सरकारी झूठ,benign,0
35,"बिल्कुल सही बात किस तरीके से सारे आरोपी को छुड़ाया गया ये देख कर आश्चर्य होता है, बीजेपी हो या कांग्रेस सब के सब मिलीभगत कर के इस केस को गुमराह किया। आज भारतीय इतिहास का काला दिन है जबकि ऐसे लोगो को सजा दिलवा कर मिशाल बनाना चाहिए था",benign,0
36,"सर,आपकी मेहनत में जरा सी कसर रह गई वरना आपने तो हरा ही दिया था बीजेपी को",benign,0
37,"जी, कोर्ट ने कांग्रेस को  होने का सर्टिफ़िकेट नही बल्कि बीजेपी को महा झूठा होने सर्टिफ़िकेट दिया है",benign,0
38,अब बीजेपी वहां सरकार बनाएगी। कांग्रेस मुक्त भारत।,benign,0
39,"गुजरात में जीते तो बस  हैं, बीजेपी को ज्यादा खुश होने की जरुरत नहीं है कांग्रेस अकेली नहीं हारी |  |",benign,0
40,"आखिर सुब्रह्मण्यम स्वामी से कौन सी चिढ़ है भाजपा को। ऐसा तो नहीं कि वो अनगाइडेड मिसाइल हैं ,उनकी उपेक्षा बहुत महँगी पड़ेगी बीजेपी को ,वही एक तोड़ हैं अहमद पटेल का ।",benign,0
41,बीजेपी के गंधे राजनीती पर ये एक तम्ंचा हैसत्य की जीत हुई,benign,0
42,इटना शोलेड जवाब इस देशद्राही वामपंथी को   ऐसे ही नहीं लोग अमित शाह को बीजेपी का चाणक्य कहते है और ऐसे ही नहीं हम बीजेपी को सपोर्ट करतें है देखो आँखें फाड़ के सेकुलरों,benign,0
43,"आज विकास अचानक  से बाहर निकलकर बीजेपी नेताओं के मुंह पर पहुँच गया है कलतक यही लोग विकास की चर्चा सुनते ही बगलें झाँकने लगते थे और औरंगजेब, पाकिस्तान, षड़यंत्र,मुसलमान, अहमद पटेल, आदि की चर्चा शुरू कर देते थे",benign,0
44,देश की बीजेपी सरकार यदि सौ रूपये का काम करायेगी तो उसके प्रचार प्रसार मे हजारो रूपये खर्च कर देती है,benign,0
45,"गुजरात, हिमाचल में लहरा बीजेपी की जीत का परचम।",benign,0
46,"दुनियाँ का सबसे बेशर्म मीडिया भारत का है, कांग्रेस की  हार के बावजूद प्रश्न बीजेपी से कर रहा है कि गुजरात में सीट कम क्यों आई",benign,0
47,बी जे पी को जीत मिली तो  लेकिन पद की गरिमा को धूल में मिला के।,benign,0
48,माननीय    आगामी वर्ष में होने वाले राजस्थान विधानसभा चुनाव में फिंर से बीजेपी लाना चाहते है तो  या  को आज ही नेता घोषित करे नही तो हम राजस्थानियों को   से परहेज नही है,benign,0
49,"किसान, पत्रकार, बहनबेटी की जिन्दगी को छोड़ कर बीजेपी सरकार में सबकुछ महंगा है।",benign,0
50,सांपसपोलों का जहर झेलकर भी भाजपा विजयी रही और लगातार छठी बार बीजेपी की होगी सरकार,benign,0
51,बीजेपी की इज्जत तो बची है और बची रहेगी पर तू नंगा का नंगा ही है,benign,0
52,"मेडम अंधी  तो बीजेपी हो गई है ,जनता  को बेबकूप  समझते  हो,जनता के सामने एक दिन सरे  सच जायेंगे,एक  का हाथ  में लेकर  जिओ  का प्रचार  ,   जमानत  भी नहीं मिलेगी",benign,0
53,गुजरात तथा हिमाचल प्रदेश में बीजेपी की ऐतिहासिक जीत बधाई ।जय मोदीराज के नारों गूं ज उठा ऐ भारत वर्ष । जीतेन्द्र प्रताप सिंह ब्यूरो चीफ बांदा यूपी,benign,0
54,"आज का दिन बडा ही असमंजस पूर्ण हैं , अगर सचमुच कोई  घोटाला हुआ ही नही था और मामला कोर्ट मे विचाराधीन था तो फिर ४ मे बीजेपी क्यों इतना दुष्प्रचार कर रही थी ।राजनीति मे  सत्ता पाने की इस प्रकार की लालसा जो दूसरों के सामाजिक हितो को तहस नहस करदे ,लोकतंत्र के विपरीत है।",benign,0
55,गुजरात के चुनाव में हुई बीजेपी की जीत का जश्न देखिएबस कुछ सेकेंडों में,benign,0
56,"महाराराष्ट्र में  साल  में अबतक   किसानोने की खुदखुशी बीजेपी सरकार कहती है , आछे दिन आ गये",benign,0
57,"बीजेपी को हर्दिक बधाई , और  कांग्रेस को हार्दिक पटेल",benign,0
58,दूसरों को नसीहते देने से पहले अपने काले मूंह को भी देख लिखा करो बीजेपी काम के दम पर चुनाव जीती है तुम्हारी तरफ मुफत की बंदरबांट करने के वादे करके नही,benign,0
59,जी आपने तो चोर के घर से ही चोरी कर ली लूट के माल में कितने में सौदा किया आपने  जी ये अरुण जेबलूटली बीजेपी की अर्थी बनाकर ही छोड़ेंगे इन्हें हटाओ ये ऊपर से बीजेपी और अंदर से कांग्रेसी हैं,benign,0
60,अगर अमित शाह  साल और बीजेपी अध्यक्ष रहे तो   भी बीजेपी से ही होगा,benign,0
61,गुजरात के जीत के बाद बजरंगी मिश्रा ने  नरेंद्र मोदी जी से ऐसा मकान गिफ्ट में चाहिए क्या आप दे सकते हो भाइयों ज्यादा से ज्यादा शेयर करें बीजेपी,benign,0
62,ब्रेकिंग न्यूज।            वागरा विधानसभा सीट कांग्रेस जीती लेकिन दादागिरी से बीजेपी को जीत देदी गई रिकांउटिंग में भी कांग्रेस जीती अब ये लोग दादागिरी से जीत रहे है,benign,0
63,"अब चुनाव की धामधूम खतम हो गई है , बीजेपी को पार्टी अनुशासन पर ध्यान देना चहिए । यशवंत सिन्हा , शत्रुघ्न सिन्हा और सांसद काकडे पर अनुशासनात्मक कारवाई होनी चाहिए । शत्रुघ्न सिन्हाने देश के प्रधान मंत्री मोदीजी  और अमित शहाजी का बार बार अपमान किया है ।",benign,0
64,अब बिजेपी अपराधियो का संरक्षक बनता जा रहा है,benign,0
65,बीजेपी की जीत से जादा तो राहुल गाँधी के चर्चे है,benign,0
66,जब से देश आजाद हुआ है तब से बीजेपी देश की जनता को ग़ुमराह कर रही है मुझको एक बात समझ नही आती इतना झुठ बोल कैसे लेते हो ये कांग्रेस और छूट भइया दल,benign,0
67,बीजेपी जिस ढंग से काम कर रही है उससे तो यही लगता है कि आने वाले समय मे बीजेपी मुक्त भारत होगा ।,benign,0
68,अब  के फैसले के बाद साफ़ सुथरी पार्टी  बन गई है इसलिए बीजेपी उनके साथ भ्रष्टाचार  मुक्त भारत केलिए तमिलनाडू में गठबंधन कर सकती है,benign,0
69,इज्जत बचाने वाली जीत   कहने में शर्म क्यों आ रही है  बीजेपी को  मुझे तो यह फिर ईवीएम सेटिंग ही लगती है  शक ना हो जाए इसलिए रीज़नएबल मोड मेंजीत,benign,0
70,बीजेपी पार्टी सिर्फ जातिवाद राजनीति करती हैं,benign,0
71,"अपनी कमर कस ले  क्योकि गुजरात कैसे जीती है ये वो ही जानते है पप्पू बीजेपी के घर मे सेंध लगा कर आया है राहुल का वहां पर क्या था ही ये भी ध्यान रखले बीजेपी,",benign,0
72,जी स्कैम खत्म करुणानिधि और बीजेपी में हो गई डील। भारत देश का सबसे झूठा प्रधानमंत्री जी स्कैम घोटाले पर चुनावी रैलियों में झूठ बोलता रहा।,benign,0
73,सर जी बहुत बहुत बधाई आपने ने बीजेपी को दो अंकों में सिमटा दिया जय हो जननायक जी,benign,0
74,"हैक होता तो बीजेपी  पर बोल्ड ना होती है और आप  गोवा, पंजाब, मडीपुर मैं कांग्रेस बीजेपी से अधिक सीट न जीतती।",benign,0
75,बीजेपी से इसे निष्काषित करें मोदी जी ।,benign,0
76,पप्पू के मजे केवल बीजेपी वाले ही नहीं लेते बल्कि कांग्रेसी भी लेते हैं,benign,0
77,कांग्रेस ही बीजेपी है। सारे ब्राह्मणवादी कांग्रेसी भाजपा मे भाग चुके हैं। फिर माहौल के साथ घर वापसी भी शुरू हो चुकी है। हमारा विकल्प कभी ये दोनो पार्टियाँ नही हो सकती है।,benign,0
78,"गुजरात, हिमाचल प्रदेश के सीएम के नाम का ऐलान आज संभव,  में बीजेपी विधायक दल की बैठक में होगा नेता का चुनाव, वित्त मंत्री अरुण जेटली ओर सरोज पांडे बैठक में होंगे शामिल",benign,0
79,बीजेपी की बढ़ती हुई लोकप्रियता से लग रहा है कि कुछ साल बाद स्कूलों में क्लास के मॉनिटर भी बीजेपी के ही हुआ करेगें।,benign,0
80,गोधरा मे वोट पड़े  वोट गिने गये          मतलब  पड़े वोटों से  वोट ज़्यादा गिने गये और  बीजेपी  वोट से जीतेजय  मैया,benign,0
81,हमें गर्व  है की आप जैसी एक कुशल  राजनेत्री  बीजेपी की रीढ़  की हड्डी के समान  पुरे भारत वर्ष  का नेतृत्व  कर रही है,benign,0
82,के लोक सभा चुनाव में केवल डेढ़ साल शेष है  यदि गुजरात में  सीट आ जाती तो बीजेपी  हार जाती  अब लिखलो  सीट आएगी  यह ईश्वरीय न्याय है,benign,0
83,"देश में आंदोलन करें  घोटाले पर जबतक मोदी सरकार घुटने न टेक दे, जिस तरह झुठ का सबसे बड़ा घोटाला घोषित कर कांग्रेस के सिर मङ़ कर बीजेपी सत्ता में आई,कांग्रेस सच बताकर फिर सत्ता में आ सकती है,बस मुद्दे को  जी जनता के बीच में रखकर बड़ा आंदोलन करने की जरूरत है ।",benign,0
84,बीजेपी में अब कौन,benign,0
85,भारत के उज्ज्वल भविष्य है बीजेपी संघ सेकुरल सेकुलरिज्म तब तक है जब तक संघ है नही पाकिस्तान से भी बदतर हालात होती या होगी आनेवाले भविष्य के आधार पर धन्यवाद जय हो,benign,0
86,"बीजेपी के वो  बड़े नेता, जो गुजरात चुनाव में हार गए | ,वीडियो पर अपनी फोटो लगाए  , फेसबुक पर वीडियो",benign,0
87,से  जी कह रहे है की कांग्रेस बीजेपी भाई भाई,benign,0
88,गुजरात जनता ने बीजेपी को नकारा है,benign,0
89,ये तो राजस्थान में भी कर चुकी हैं बीजेपी सरकार,benign,0
90,"आपका मतलब ये ही कि ना तो  घोटाला हुआ है,  और ना ही कांग्रेस ने घोटाला किया है बीजेपी ने आरोप लगाए थे बस हाहाहाहा",benign,0
91,बीकानेर में बालिकाओं का बीजेपी के अपनत्व का भव्य प्रोग्राम।।।नमो नमः,benign,0
92,"बीजेपी, केजरीवाल, रामदेव इन सभी ने मिलकर कालेधन, , लोकपाल के नाम पर जो देश वासियों को बेवकूफ बनाया इन सभी का झूठ अब सबके सामने हे यह सभी बेनकाब हो चुके हे शर्म मगर इनको आती नही",benign,0
93,गुजरात में जबरदस्त कांग्रेस रही टक्कर में बीजेपी रही  के चक्कर में,benign,0
94,कांग्रेस की राह पर बीजेपी इसरायल के विरोध में वोट किया कुछ भी कर लो तुम्हे शांतिदूत वोट नही देंगे,benign,0
95,पाटीदरो ने बीजेपी को वोट दिया ।,benign,0
96,दबाव तो बीजेपी का ही था,benign,0
97,"जी का  पर जोरदार हमला, बोले राजस्थान में बीजेपी के हारने की लहर शुरू हो चुकी है",benign,0
98,एक बार फिर साबित हो गया।  भ्रष्टाचार के मामले में बीजेपी और कांग्रेस एक ही है,benign,0
99,गूजरात चुनाव मे बीजेपी ईवीएम मे गडबड़ी कि वहज से कांग्रेस को सिट मिली नही तो कांग्रेस को मिलती  अब ईवीएम खराब नहीं है,benign,0
100,"बीजेपी आरएसएस और इनके सहयोगियों के अलावा देश में जितने भी नेताएं हैं सारे के सारे जननेता हैं और आमजनों का आवाज है मजलूमों का मरहम हैं लेकिन जननेताओं के अलावा जो भी हैं वो सब देश के दुश्मन हैं जिसका काम देश की बर्बादी हैं, समझदार बनें देश बचाएं।",benign,0
101,जय श्री राम जय बीजेपी पार्टी जिन्दाबाद जय मोदी सर जय हिंद,benign,0
102,लाख करोड़ का घोटाला हुवा  के राज में   करोड़ माफ हो गये बीजेपी राज में  क्या इसमे सरकार की कोई जिम्मेदारी नही या सारा दोष सिर्फ  का है,benign,0
103,गुजरात चुनाव में बीजेपी की जीत का योगी फैक्टर,benign,0
104,संसद ओर राज्य सभा न चलने देना तो बीजेपी की देन है भूल गए  से  का समय जब पूरे के पूरे सत्र को बर्बाद किया था आज बडे ग्यान बाँट रहे है आज जनता के पैसों की बर्बादी का हवाला देने वाले जरा बताए की उस समय क्या आपके पैसो से संसद ओर राज्य सभा चला रहे थे क्या,benign,0
105,अब न आना भगत सिंह इन लोगो के यहाँ गांधी भरे हुवे है। गांधी और नेहरू की फ़ौज है बीजेपी में भी ओर कांग्रेस में भी बस नाम बदल गए बाकी सभी जयचन्द है,benign,0
106,ज्यादातर गुजरातियों ने जानबूझकर कांग्रेस को वोट दिया था ये सोचकर कि उनका वोट जाएगा तो बीजेपी को हीपर हमेशा की तरह  इस बार भी हैक न हो पाया।,benign,0
107,"जब तक बीजेपीकांग्रेस दोनों मिलकर सत्ता में गठबंधन करकें रहेंगी, तब तक इन दोनों का उद्धार तो होता रहेगा लेकिन जनता का कतई नहीं होनें वाला, लिखी हुई बात है, अपनें पास भी लिख कर धर लों     ही एकलौती  है",benign,0
108,बीजेपी को गुजरात जिताने में श्री शंभुलाल रेगर जी का योगदान भी कम नहीं है,benign,0
109,सरकारे केस को प्रभावित करती है ये किसी से छुपा नही है और अब तो ऐसा लग रहा है तमिलनाडु में भी बीजेपी की सरकार बनेगी वो भी डीएमके के साथ,benign,0
110,रै खागड़ो कांग्रेस के तो अच्छे दिन कदे का ये सै कु टसको हो बीजेपी वालो जय जवान जय किसान,benign,0
111,बीजेपी में भी ऐसे लोग है जो अंदरूनी मन से ऐसा ही सोचते हैं,benign,0
112,इन नेताओं के यहाँ तो खुशवंत सिंह होते है बस दुसरो के घर भगत सिंह। सब बिका हुआ है चाहे बीजेपी हो या कांग्रेस एक ही सिक्के के दोनों पहलू।,benign,0
113,"न काला धन मिला न  स्कैम हुआ न जीजा जीअंदर गया तो क्या लोगों ने बीजेपी को वोट सिर्फ आधार को सिम से लिंक करने के लिए दिया था  अब कुछ दिनों के बाद पता चलेगा की कोयला , और  भी नहीं हुआ तो",benign,0
114,बीजेपी के प्रचारमंत्री पार्टी के लिए बढ़िया तरीके से प्रचार कर रहे है।,benign,0
115,पब्लिककितने साल की एंटी इनकम्बेंसी थी जिग्नेश  साल की  पब्लिकतुम कितने लोग थे  जिग्नेश हम  ओर राहुल बाबा का साथ  पब्लिक  साल की सत्ता तुम लोग सब एक फिर भी बीजेपी को नही रोक पाए,benign,0
116,मुझे नहीं लगता कोई पार्टी कभी राम मंदिर बनाएगी क्यूँकि जब तक राम मंदिर नहीं बनेगा तब तक हिंदू बीजेपी को इस उम्मीद में वोट देते रहेंगे की इस कार्यकाल में बनवा देंगे,benign,0
117,"सत्यमेव हारते, जनता रोती रहेगी मक्कार अट्टहास करते रहेंगे, मोदी जीकांग्रेस का बरी होना बी जे पी को भारी पड़ने वाला है इसलिए नहीं की लोग इनको अच्छा समझ रहे है बल्कि इस लिए की जनता ने इन्हें दण्डित करने की जिम्मेवारी बी जे पी को दी थी और वो फेल हुई |",benign,0
118,"प्रश्न असा आहे कि, बीजेपी ला हार्दिक अभिनंदन असे म्हटलेले पटेल काय",benign,0
119,"घोर आश्चर्य हुआ अरे फैसले कोर्ट के बीजेपी करती है क्या  कोर्ट में कांग्रेस   के जमाने के भ्रष्टतम् बैठै है और वही हाल सीबीआई का भी है ,जो सबूतों को ही नहीं सबमिट किया । भाई सरकार ३ साल से है चंडाल चौकड़ी भरभर के कांग्रेस जमाने की है,और न्याय पालिका",benign,0
120,उपचुनाव  कांग्रेस ने बीजेपी को दी करारी शिकस्त,benign,0
121,समय आ गया है जिस तरह  स्केम झुठ का  बनाकर बीजेपी सत्ता में आई ।  अब कांग्रेस  भी  मुद्दे को ही  पकड़कर बीजेपी को बाहर करें  बस सिर्फ  स्केम मुद्दे को जोरदार तरीके से जनता के बीच उठाने की जरूरत है।,benign,0
122,हमे लगता है कि जनता की समस्याओं को सुनने के लिए   जारी करने वाले ये प्रदेश के इकलौते बीजेपी  विधायक है,benign,0
123,गुजरात के ग्रामीण इलाके में जो बीजेपि को मात मिली है इसका सबसे बरा कारन यह है कि इनके जितने भी विधायक और सांसद होते हैं ये सब केवल वोट लेने के लिये गरिबों के पास जाते है जितने के बाद पहचानते तक नही हैं और मिलना तो दुर कीबात है,benign,0
124,"गंगा साफ़ नहीं होगी, क्योकि बीजेपी सरकार का पाप बढ़ रहा है",benign,0
125,हा भाई दिन रात चिल्ला चिल्ला के गला फाड़ रहे थे एन्टीइंकमबेंसी है बीजेपी बहुत बुरे तरीके से हार रही है अब जब तुमलोगो का विश्लेषण गलत साबित हुआ तो पेट में मरोड़ तो होंगे ही आपलोगो को,benign,0
126,"मा,मंन्त्री जी आपकी व बी जे पी ही होगी जय हिन्द जय मोदी जय योगी",benign,0
127,सब राजनिति है बीजेपी वाले ही बिक गए होंगे जज वकिल गवाह सब ।।।अगर की गरीब एक रोटी भी चुरा लेता तो फान्सी पर चढ़ा देते उसे वाह क्या कानून है,benign,0
128,"टीवी डिबेट में जाने वाले बीजेपी के प्रवक्ता खुद को सुधार लें, जो बातबात में अपने विपरीत पक्ष वालों को गद्दार, देशद्रोही, मौलाना की उपाधि दे देते हैं। मोदी को देश का बाप बता देते हैं। ये अहंकार और अल्पबुद्धि की भाषा जनता को नहीं सुहाती है।",benign,0
129,"अगर  से ज्यादा सीट बिजेपी जिती तो राजनिती छोड़ दूंगा हार्दिक पटेल  बिजेपी  पे आ गई, आरक्षण भी ले लोगें तो       ,उससे भी ज्यादा ले आई,अब के छोड़ दो राजनिती      जाति हार गई",benign,0
130,"देश,बीजेपी और मोदी जी का यह बङा दुर्भाग्य ही रहेगा जो सुब्रमण्यम स्वामी   जैसे योग्य व्यक्ति की सेवा नही ली",benign,0
131,इसीलिए गुजरात के और हिमाचल प्रदेश के लोगों ने बीजेपी को चुना है,benign,0
132,विनोद राय जी की रिपोर्ट ने बीजेपी की सरकार बनाने में मदद की।अब तो सीएजी पर कोई भरोसा नहीं करेंगे भाइ।,benign,0
133,मुल्क में   वैकल्पिक राजनीति के लिए बनी थे अब समय आ गया है की अपने अपने निजी अहम त्याग एकजुट होकर जोश के साथ कांग्रेस बीजेपी और भरष्टाचार को पटखनी दी जाये आवाज दो हम एक हैं,benign,0
134,अरे फिर कोर्ट क्यों नही चल रहे हो बीजेपी सरकार पर केस करे और चुनाव आयोग पर भी,benign,0
135,बीजेपी शातिर राज्य है सब जायज है १०००५००ओटो से सरकार बना लेना एक कला समझ दारी है बिपच्छ को कोई दिक्त नही है आज तो चैन की नीद सोये होगे राहुल गांधी ६७साल,benign,0
136,मैक्स अस्पताल मामला केजरीवाल के घर के बाहर प्रदर्शन करेंगें बीजेपी कार्यकर्ता,benign,0
137,"क्या हुआ साहेब, आपके गृहनगर ऊंझा वडनगर वालों को विकास पसन्द नहीं आया या जीएसटी सुना है आपकी सीट पर भी बीजेपी  मतों के भारी अन्तर से हार गई।",benign,0
138,हमारी मदद कीजिए  बीजेपी  सरकार देखिए हमारे घर की हालत सोच इतनी सर्दी में वहां कैसे रह रहे हैं अगर फोटो देखकर शर्म आए तो कुछ कीजिए,benign,0
139,कांग्रेस और बीजेपी में इतना अंतर है कि पहले रकम गांधी खाते में जाते थे अब जनता खाते में जाते है।,benign,0
140,बी जे पी के पछ में फैसला आये तो सही नही तो गलत,benign,0
141,"गुजरात, हिमांचल मे बीजेपी की विजय सबका साथ, सबका विकास  विजयी वंश का साथ, सबका विनाश  पराजित जय शम्भू भवानी वंदे मातरम।",benign,0
