text_id,Text,task_1,task_2,task_3,Label
hasoc_hi_1006,"डॉक्टर वार्ड बॉय से मरीज़ के साथ कितने आदमी हैं  साहब पूरे 50  कितने आने की संभावना है  साब पूरा मोहल्ला 1000 तो होंगे ही,50 कट्टेबाज,200 लट्ठ और पत्थरबाज  तो रामूकाका मरीज़ को जल्दी से  कुर्सी पर बैठा और मुझे स्ट्रेचर पर सफ़ेद कपड़ा डाल  कार तक पहुंचा  @anjanaomkashyap  #doctorsday",NOT,NONE,NONE,0
hasoc_hi_5418,"मरते बच्चों को बचाने से क्या हो जाएगा? वोट तो धर्म के नाम पर राजनीति करने से मिलते हैं।@SanjayAzadSln   कुम्भ में 4200 करोड़ लगा दिए, हर साल BRD मेडिकल कॉलेज में मरते इन बच्चों के लिए क्या किया @YogiAdityanath_ जी?   @drkafeelkhan",NOT,NONE,NONE,0
hasoc_hi_3528,दरवाजे बंद नही करते तो वो लोग अंदर घुसकर सबकी हत्या कर देते. यह लोग बिना रुके पत्थर फेंक रहे थे और गालियां भी दे रहे थे'. Watch @jankibaat1 ground story from HausQuazi Chavdi Bazar Chandni Chowk area where group of muslim men destroyed an inconic Hindu temple.,NOT,NONE,NONE,0
hasoc_hi_7456,"चोर मुल्ले को भीड़ मारे तो आसमान टूट पड़ता है,पर अगर यही हरामी मुल्ले मंदिरो को तोडने लगे,बिना किसी उकसावे के,तब पूरी दुनिया का ज्ञान उभर आता है आप जयचंदो की छाती पर, है ना?",NOT,NONE,NONE,0
hasoc_hi_7113,अब तो #दिल_के_करीब है #प्रज्ञा_ठाकुर   मन की नही दिल की सुनते हैं दुग्गल साहब  मन की बात जनता के लिए #दिल_की_बात  गोडसे समर्थकों के लिए .....  कमबख्त दिल प्रचंड बहुमत वाले पीएम का!  #Secularism,NOT,NONE,NONE,0
hasoc_hi_7162,दर्द ए मोहब्बत क्या बया करे जब अपने ही सिक्के मे कईयो छेद हो  सिर्फ आज ही नही सदियो से   सिर्फ इसलिए इस जाति का वोट मेरा हो जाए  यही काग्रेस भी कर रही थी नतिजा सब के सामने है  इसलिए उन अंधभक्तो से एक सवाल है  श्री @narendramodi जी का कोई इकलौता ऐसा काम बताए जो सिर्फ हिन्दूओ पर लागू है,NOT,NONE,NONE,0
hasoc_hi_2354,Ye shuru to aapke Raj me hua he jab keval yadvo ki Bharti ka abhiyan chalaya gaya.wo hi asur ab Dange kar rahe he,NOT,NONE,NONE,0
hasoc_hi_4264,#Teamindia की विश्व कप में 'भगवा जर्सी' पर राजनीति।    सपा-कांग्रेस ने किया विरोध....    ये तो पहले से ही पता था कि ये लोग विरोध करेंगे...    लेकिन इन्हें भगवा रंग से इतना डर क्यों लगता है...    वैसे ये खासतौर से इन लोगों के लिए     हर घर भगवा छाएगा रामराज्य फिर आएगा    जय श्री राम,NOT,NONE,NONE,0
hasoc_hi_2257,"sach kehne ki himmat honi chiye ,,,,jo dikh rha h byan kro sach sach gov cahe jiski ho....doglapan ni chlna chiye....aankh khuli, evry govt me hona chiye,,",NOT,NONE,NONE,0
hasoc_hi_328,"भक्तों एक बात आपसे जननी थी  की कल भारत पाकिस्तान मैच में  जो टीम जीती है वो भारतीय टीम  जीती है या मोदी की टीम जीती है,,,,  @ziddy_zoya_ @BebakAawaj @Anjupra7743 @LambaAlka",NOT,NONE,NONE,0
hasoc_hi_4105,"जब सेकुलर वोटो के ठेकेदार राहुल, अखिलेश, माया, केजरीवाल, #भाजपा को आने से नहीं रोक पा रहे हैं तो फिर मुसलमान सेकुलरिज़्म का भार ढ़ोते हुए इन पार्टियों को वोट क्यों दे ?    खुद की हिस्सेदारी माँगिए, अपने बल बूते खड़े होइए। @asadowaisi को मजबूत कीजिए, मैं भी जल्दी ही निर्णय ले लूँगा।",NOT,NONE,NONE,0
hasoc_hi_725,चर्च पर पत्थर फेंका किसी ने तो UN तक दौड़े जाएंगे  मंदिर तोड़ा तो माइनर बताएंगे  ये दल्ले बड़े हरामी होते हैं  कांट छांट ही चित्र बताएंगे  #chandanichowk,NOT,NONE,NONE,0
hasoc_hi_4010,मुझे नाली का कीड़ा कहा और मेरी मां को गालियां दी : #मोदी_जी    हां #साहेब और #नीच भी कहा था।   आप ये भूल गए थे क्या?,NOT,NONE,NONE,0
hasoc_hi_3554,"बीबीसी न्यूज़ - Discarded, irrelevant, mentally upset, biased against Muslims (related with Shahbano case) now in Modi's pocket.",NOT,NONE,NONE,0
hasoc_hi_5368,"कुछ लोग तो कुत्तों से भी सिख नही ले पाते,  #कुत्ते ही सही, कम से कम देशभक्त तो है।  जिस देश का खाते है कम से कम उसके प्रति वफादार तो है।",NOT,NONE,NONE,0
hasoc_hi_5281,"would like to thank Modi Govt for this?     #डरा_हुआ_मुसलमान कहता है if you say thank you to Modi,  you are anti-Muslim",NOT,NONE,NONE,0
hasoc_hi_2480,"#धारा370 का सच, जिस वक्त कश्मीर भारत अंग बना था। तब भारत का अपना संविधान ही नही था। देखिए सुनिए 370 की सच्चाई @KapilMishra_IND की जुबानी। ये हटा कर देशद्रोहियों की दूकानें बंद की जा सकती है। @MehboobaMufti, @OmarAbdullah के झूठ का पर्दाफाश।    #जय_हिंद  #वंदेमातरम्",NOT,NONE,NONE,0
hasoc_hi_1693,हवाला टेरर फंडिंग का मुख्य सोर्स है  @AbhishekBhalla7,NOT,NONE,NONE,0
hasoc_hi_3144,"मुंबई में जलभराव का मामला विधान परिषद में गूंजा, विपक्ष ने शिवसेना को बताया जिम्‍मेदार    #MumbaiRainsLiveUpdates #MumbaiRainlive #MumbaiRain",NOT,NONE,NONE,0
hasoc_hi_7347,नेहरू कश्मीरी पंडित आतंकवाद  अलगाववादी पाकिस्तानी पत्थरबाज और उन सब का इलाज करते हुए भारतीय सेना,NOT,NONE,NONE,0
hasoc_hi_6673,ब्राम्हण बुद्धिमान थे छत्रिय बलशाली थे बनिया व्यापार में निपुण थे और रिजर्वेशन भी नहीं था तो यह देश गुलाम हुआ कैसे जवाब दो.....  @SureshChavhanke @Anjupra7743  @sambitswaraj @Vndnason @myogiadityanath @Rana11639322  @SudhanshuTrived @MiniMuvel @KaranwalTanu @RpoSadakBejan1,NOT,NONE,NONE,0
hasoc_hi_1972,"न जाने कितने ख्वाब दिखाए गए UP आम जनता को भी और मासूम भक्तो को भी?    मंदिर वही बनाएंगे, लेपटॉप देंगे, हत्या-बलात्कार गुंडागर्दी को जड़ से खत्म करेंगे राम राज्य लाएंगे?    UP के CM योगी जी प्रचार के चक्कर में लूट 20%, रेप 41% जैसे विकास कर चुके है।    जो किसी रावण राज में ही संभव है।",NOT,NONE,NONE,0
hasoc_hi_7647,"बंगाल में एक बच्चे की मौत पे तमाशा करने वाले मुज्जफरपुर में 20 बच्चे मर चुके है??    कहां मर जाते हो जहां BJP सरकार नही होती है, क्यो नही करते डिबेट? क्यो नही चेक करते सरकार का DNA??    नीच पत्रकारों चुनाव खत्म हो गया है जरा सी भी शर्म है तो इंसानियत दिखाओ? सवाल करो।",NOT,NONE,NONE,0
hasoc_hi_6022,"आतंकवाद, पत्थरबाज    अनपढ़ गवार बेवकूफ लोग    पाकिस्तानी दलाल महबूबा    गजवा ए हिंद का पाकिस्तानी सपना    मरते वीर जवान सिपाही    अलग झंडे अलग प्रधानमंत्री की डिमांड    लड़कियों की पढ़ाई करने पर फतवा    पहाड़ बर्फ    ठंड, शिकारा    बीवी से ज्यादा बकरी से प्यार    दिल्ली से ज्यादा सिगरेट महंगे",NOT,NONE,NONE,0
hasoc_hi_1087,उग्र राष्ट्रवाद का ये ज़हर अब सात समंदर पार जापान तक भी जा पहुंचा है। विडंबना ये है कि सब हमारी आंखों के सामने हो रहा है और हम कुछ नहीं कर पा रहे। क्या प्रधानमंत्री का कर्तव्य नहीं था कि जब ऐसे साम्प्रदायिक नारे उनके सामने लग रहे थे तो उसे रोकें? नेहरू होते तो जरूर रोकते। खैर।',NOT,NONE,NONE,0
hasoc_hi_3489,"8 फ़रवरी को ही सरकार को इंटेलिजेन्स विभाग से पुख़्ता सूचना मिल गयी थी कि CRPF के क़ाफ़िले पर हमला हो सकता है। लेकिन हमारे देश का सबसे बड़ा अभिनेता तो फ़िल्म के प्रमोशन में लगा हुआ मायानगरी के मायावी लोगों से पूछ रहा था ,”How's josh'",NOT,NONE,NONE,0
hasoc_hi_6396,बिल्कुल जायेगी भाई 303 का एक हिस्सा   #प्रज्ञा_ठाकुर भी हैं,NOT,NONE,NONE,0
hasoc_hi_195,भक्तो के लिए एक ही शब्द काफी है #नीच,NOT,NONE,NONE,0
hasoc_hi_1679,"वो समय आ गया है जब #शिक्षामित्र,#बेरोजगार,#उर्दूशिक्षक,#अनुदेशक,#शिक्षाप्रेरक,#बीएड,#बीटीसी,#कर्मचारी,#महिलाएं और किसान सभी एक साथ मिल कर 2019 मे धोखेबाज #भाजपा का अंतिम संस्कार करे ताकि आगे से कोई राजनीतिक दल और नेता झूठे वादे व दावे करने का साहस न जुटा सके।   @AbbasAliRushdi",NOT,NONE,NONE,0
hasoc_hi_1690,महेनत से पहन रही हे तुम्हारी दौलत की देवी की तरह नहीं बड़े बड़े बंगले गाड़ी कार्यालय  उसको जाकर बोलो उसके कार्यालय ज़मीन ओर हाथी के पुतलों की क़ीमत पर कितने गरिबो घर बन जाते....,NOT,NONE,NONE,0
hasoc_hi_6055,Kaisa kadamAb 5 saal aap dono aaram kroAnd be ready to face the wrath of CBI,NOT,NONE,NONE,0
hasoc_hi_2609,बाॅलिवुड के हिरो/हिरोईन ओर डायरेक्टर को दिखाओ ये..भिखारीयो को बाॅलिवुड मे लाता हो.पैसे वाला बनाते हो. ओर वो देखो कैसे तुम्हारे जले पर नमक छिडकते है..भेनचोद ने आतंकवादी हमले की निंदा नही की पर बेवकुफ इम्रान की तारिफ की.आतंकवादी देश है पर उनके देश के साथ गद्दारी नही करते वो.,NOT,NONE,NONE,0
hasoc_hi_4231,"शर्मिंदगी निरुत्तर कर ही देती है :    स्वच्छ इंदौर के दाग़ी बीजेपी विधायक आकाश विजयवर्गीय के अस्वच्छ आचरण के बारे में जब सवाल किया गया तो शिवराज जी मौन हो गये..!    शिवराज जी,  आओ ना..!   भाजपा नेताओं के चारित्रिक पतन और नैतिकता के दफ़्न पर भी एक अनशन करें..।    —ये मौन भी सब कुछ कह गया।",NOT,NONE,NONE,0
hasoc_hi_3993,Apki sarkar me bhi yahi haal tha .apradh ka bhi khatam nahi hoga.,NOT,NONE,NONE,0
hasoc_hi_483,#मुजफ्फरपुर_के_बुखार का नाम आधे ज़्यादा #भाजपा_नेता एक बार में ठीक से बोल भी नहीं सकते  इलाज क्या करेंगेबजाएंगे  नही मानते तो #प्रज्ञा_ठाकुर   का शपथ ग्रहण बाला विडीओ देख लो 3 बार में #शपथ   ग्रहण ले दे के पूरी की कोई #बाप का नाम भी भूल सकता है खैर #बापू को तो पहले ही भूल गई,NOT,NONE,NONE,0
hasoc_hi_676,तुझे तो उछल के आना ही था। मुसलमान गऊ तस्कर मरा था आखिरकार। रंडी रोना तो मचाना ही था। बाकी cases के टाइम तो ना तेरा मुंह खुलता है कुछ बोलने को और न ही उंगलियां फ्री रहती हैं ट्वीट करने को।,NOT,NONE,NONE,0
hasoc_hi_7388,"चुनाव के समय 13 बार बिहार दौरा करने वाले,   साहब सैकड़ो बच्चो के मरने पर चुप क्यो?",NOT,NONE,NONE,0
hasoc_hi_2670,सुन लेने से  कितने सवाल सुलझ जाते हैं..     सुना देने से  हम फिर वहीं उलझ जाते हैं...!,NOT,NONE,NONE,0
hasoc_hi_5204,वर्तमान परिस्थितियों में ये नाम #लक्ष्मीबाई और अधिक  प्रासंगिक हो गया है। आज उसी साहस और शौर्य की  आवश्यकता है।  सुप्रभात  मधु जी!,NOT,NONE,NONE,0
hasoc_hi_4490,https://youtu.be/OtKvDpp4RXQ  देखें     #मोब_लिंचिंग #तबरेज़_अंसारी #AIMIM #झारखंड   @imAkbarOwaisi @asadowaisi @aimim_national,NOT,NONE,NONE,0
hasoc_hi_241,"मैं ना हिन्दू ना मुसलमान मुझे जीने दो,   दोस्ती है मेरा ईमान, मुझे जीने दो....  - शाहिद कबीर     #IndiaAgainstLynchTerror",NOT,NONE,NONE,0
hasoc_hi_5164,"पहले मैं बहुत उदास उदास रहता था, फिर एक दिन फेसबुक पे आपके पोस्ट पढ़ा, उसके बाद से मैं हमेशा खुश रहने लगा आपके पोस्ट पढ़ कर , कहा से लाते है इतना ज्ञान।।",NOT,NONE,NONE,0
hasoc_hi_5091,"कल कांग्रेसी मुख्यमंत्रियों से मिलेंगे राहुल गांधी, जानिए क्यों अहम है ये मुलाकात?    https://abpnews.abplive.in/india-news/rahul-gandhi-will-meet-all-congress-cm-tomorrow-1157599 …    (रिपोर्ट @jainendrakumar )",NOT,NONE,NONE,0
hasoc_hi_7676,"Ik aur din dal  gaya,  Ik  aur Shaam nikal gai,    Ise zindagi ki kitaab se  Ik aur pannaa nikal gaya..!!",NOT,NONE,NONE,0
hasoc_hi_2702,Belief is a beautiful gift. We must all use it. Good day to everyone,NOT,NONE,NONE,0
hasoc_hi_6556,"मुझे #दोस्त बनाना #पसंद है, पर दोस्त #कमीने होने चाइये, बाकी #silent तो फटा हुआ #speaker भी होता है..  @ijokini @jenwinget @narendramodi #fun #KapilSharma @KapilSharmaK9",NOT,NONE,NONE,0
hasoc_hi_326,"बांग्लादेश को हराने के बाद कोहली बोले, 'हमें जीत के लिए काफी मशक्कत करनी पड़ी लेकिन...'",NOT,NONE,NONE,0
hasoc_hi_605,Smt @MamataOfficial   Dont call people living in Bengal 'outsiders' + U cannot unleash police. Disgusting video. We #Bengali s do not subscribe to your way of talking anymore    https://www.youtube.com/watch?v=W2Txmi1pp4M#action=share …    @BJP4Bengal @BJP4India @AmitShah,NOT,NONE,NONE,0
hasoc_hi_4362,ज़ी न्यूज़ खबर दे रहा है...    ' कश्मीर घाटी के मुसलमान....अमरनाथ यात्रियों का स्वागत करने को दिल से तैयार बैठे हैं '....    समझ नहीं आ रहा है कि खुश हों या घबड़ाएं...,NOT,NONE,NONE,0
hasoc_hi_6371,सउदी अरब में नमाज के बाद योग करते असली वाले मुसलमान,NOT,NONE,NONE,0
hasoc_hi_5234,ज़ुल्म इतना बुरा नहीं जितनी  बुरी तुम्हारी खामोशी है...     हक़ बोलना सीखो वरना पीढियां गूंगी हो जाएंगी...,NOT,NONE,NONE,0
hasoc_hi_2298,#AIMIM Party Floor Leader Habeeb E Millat Akbaruddin Owaisi Sahab Addressed Speach at Owaisi School Of Excellence Jamal Colony #Hyderabad! @imAkbarOwaisi   @asadowaisi,NOT,NONE,NONE,0
hasoc_hi_6311,See this Instagram photo by @rajanooruddinkhan https://www.instagram.com/p/BqChLQ8jvZH/?utm_source=ig_web_options_share_sheet …,NOT,NONE,NONE,0
hasoc_hi_2029,उजली सुबह को अँधेरी शाम कर रक्खा था |  नाम था इसीलिए तो बदनाम कर रक्खा था ||  जिसे दुआएँ देने पहुँचे थे हम ज़िन्दगी की |  उसी ने हमारी मौत का इंतजाम कर रक्खा था ||    ~ शाहरुख सिद्दीकी   #shahrukhsiddiqui @srspoet,NOT,NONE,NONE,0
hasoc_hi_4765,"जम्मू-कश्मीर: बम बम भोले के जयकारों के साथ शुरू हुई इस साल की अमरनाथ यात्रा, सुरक्षा के कड़े बंदोबस्त  #AmarnathYatra   https://abpnews.abplive.in/india-news/first-batch-of-amarnath-yatra-flagged-off-from-jammu-base-camp-1157132 …",NOT,NONE,NONE,0
hasoc_hi_3823,"PEOPLE’S MLA ALWAYS STANDS WITH THE PEOPLE    AIMIM MLA Waris Pathan today personally inspected repair work of Aqsa Building, Ashrafi Building and Islamiya Manzil Building in his constituency.    #byculla  #maharashtra  #warispathan",NOT,NONE,NONE,0
hasoc_hi_2164,*शब्द  खामोश  हो  जाते  हैं..!*  .  .  .  *कभी कभी जब तस्वीर बोलती है..!!*    #बज़्म  #htl  #हिंदी_शब्द  #TMG   @manmojikeshav   @DrKumarVishwas   @guru9899   @Mahanaatma1,NOT,NONE,NONE,0
hasoc_hi_831,"ये घटना गाँव bajana kalan (सोनीपत, हरियाणा) कि है जिसमे एक लड़के को (जो कि चमार जाती से सम्‍बंध रखता है)  बेरहमी से मार रहे है ये तुछ मानसिकता रखने वाले लोग अब हरियाणा मे भी जातीगत शोषण कर रहे हैऔर पिडीत भाई का व परिवार का- हर लेवल पर साथ दे। जय भीम जय संविधान",NOT,NONE,NONE,0
hasoc_hi_5955,"बीजेपी कह सकती है बीजेपी सांसद गौतमगंभीर विजयमालिया इंग्लैंड में एकसाथ मैच देखते समय बेरोजगारी कम करने की नीतियां बना रहे थे,,,",NOT,NONE,NONE,0
hasoc_hi_461,Life is better when you stop caring so much....,NOT,NONE,NONE,0
hasoc_hi_6945,"#AkashVijayvargiya, BJP MLA and son of senior BJP leader Kailash Vijayvargiya, thrashes a municipal corporation officer with a cricket bat, in Indore. The officers were in the area for an anti-encroachment drive. #MadhyaPradesh",NOT,NONE,NONE,0
hasoc_hi_5466,"#ModiRajya – To rectify the damage, he mentioned Jharkhand today, @imtiaz_jaleel (MP, AIMIM), tells @maryashakil on #Viewpoint. At @CNNnews18 @asadowaisi",NOT,NONE,NONE,0
hasoc_hi_6438,"ये रहें #PlayAndWinOnZee के 1 जुलाई के विजेता, आप भी खेलें और जीतें PAYTM कैश ईनाम, क्लिक करें - https://playandwingame.india.com ",NOT,NONE,NONE,0
hasoc_hi_3964,#AIMIM Spokesperson @syedasimwaqar asks How does Modi Govt plan to empower with ₹16.66 and ₹8.33 per month at pre and post-metric levels respectively for Muslim students. @asadowaisi,NOT,NONE,NONE,0
hasoc_hi_2130,"भारत ने टॉस जीतकर बल्लेबाजी का लिया फैसला, कुलदीप यादव और केदार जाधव बाहर #INDvBAN #CWC19",NOT,NONE,NONE,0
hasoc_hi_7086,"•@ArvindKejriwal why are you doing this? We all are here to make the lives of citizen easier instead you are blocking funds for your political gains! For the sake of Delhiites, I request you to Release funds ₹5282.2 crore immediately so that health and sanitation doesn’t suffer",NOT,NONE,NONE,0
hasoc_hi_345,#CWC19 #WorldCupOnIndiaToday #INDvBAN      केंद्रीय गृह मंत्री और भारतीय जनता पार्टी (बीजेपी) के अध्यक्ष @AmitShah ने टीम इंडिया को बांग्लादेश पर जीत की बधाई दी है.,NOT,NONE,NONE,0
hasoc_hi_6714,"ये देश आपका है,  और देश के हुक्मरानों को आईना दिखाना ज़रूरी है के सत्ता के नशे मे ये बेलगाम ना हो",NOT,NONE,NONE,0
hasoc_hi_6434,ब्रेकींग न्युज   यु. पी. के मुख्यमंत्री योगी आदित्यनाथ सरकार ने ये फैसला लिया है कि यु. पी. की १७ अती पिछडी जातीयों को एससी कॅटेगीरी में लाएंगे।  हाय कोर्ट का आदेश का पालन कीया जाएगा।  #योगीजी,NOT,NONE,NONE,0
hasoc_hi_3665,गोडसे ने महान काम किया था अगर ना करते तो हम किसी मस्ज़िद में नमाज़ पढ़ रहे होते...  @Abhishek_Mshra,NOT,NONE,NONE,0
hasoc_hi_2351,"Aap ne record votes se Azamgarh jeeta hai ! Ek din aise hi aap Hindustan jeetenge!  Sikandar haarte nahi hai.  Dukh ko gale laga , taqdeer tere kadmo me hogi ! To mukkadaar ka baadshah hoga ! Aap ne record votes se Azamgarh jeeta hai ! Ek din aise hi aap Hindustan jeetenge!Sikandar haarte nahi hai.Dukh ko gale laga , taqdeer tere kadmo me hogi ! To mukkadaar ka baadshah hoga ! …",NOT,NONE,NONE,0
hasoc_hi_6085,"Breaking News :- हरियाणा के फरीदाबाद में कांग्रेस प्रवक्ता विकास चौधीर की गोली मारकर हत्या,  खट्टर जी पहले अपराध रोकिए, राम रहीम को बाद में पैरोल दिलाइएगा।",NOT,NONE,NONE,0
hasoc_hi_5862,"नदी किनारे मिली बाप और उसकी टीशर्ट में लिपटी बच्ची की लाश, इस तस्वीर पर रो रही दुनिया",NOT,NONE,NONE,0
hasoc_hi_3209,BLOG: क्या सिर्फ केंद्र और हुर्रियत की बातचीत से घाटी में शांति बहाल हो सकती है?    #JammuKashmir   https://abpnews.abplive.in/blog/blog-can-only-peace-be-restored-in-the-valley-by-the-talks-of-the-center-and-the-hurriyat-1156990 …,NOT,NONE,NONE,0
hasoc_hi_120,"Agli bar akhilesh sarkar,    Ek ek apradhi ko,Agli bar akhilesh sarkar,Ek ek apradhi ko,…",NOT,NONE,NONE,0
hasoc_hi_1496,"क्या कभी आपने 'गांधी,नेहरू,पटेल' को OBC के हक अधिकारों के लिए आंदोलन करते देखा है कोई तस्वीर हो तो दिखाओ,मैंने बाबासाहेब को OBC के लिए आंदोलन करते देखा है यह रही तस्वीर!  @mpchalia @MLArajeshSP  @invincisachin @Anjupra7743 @bahujanwarrior @Anandmha   @Bahujanhitay72 @gajbhiye_sumegh",NOT,NONE,NONE,0
hasoc_hi_6554,#BREAKING  AIMIM सांसद असदुद्दीन ओवैसी ने तीन तलाक़ बिल का विरोध करते हुए कहा कि ये मुस्लिम महिलाओं के खिलाफ है.   @asadowaisi,NOT,NONE,NONE,0
hasoc_hi_2566,"आप सब देशवासियों को ईद मुबारक आपका अपना #मोडी़  या #अल्लाह मेरे #मनहूस, #अंधभक्तों और #मानसिक_गुलामो को #कुत्ते की मौत दे ...    #आमीन",NOT,NONE,NONE,0
hasoc_hi_2414,निवडणूक संपेपर्यंत नरेंद्र मोदी विरोधी पक्षातील नेत्यांना दगडं मारायला सुरुवात करतील.  बहूतेक हरण्याच्या भितीने डोक्यात केमीकल लोच्या झालाय.  कोणीतरी #नीच म्हटलं होतं ते खरंय.  माजी पंतप्रधान बद्दल असं बोलणं म्हणजे निचतेचा कळस आहे.  घर सोडून पळून गेला नसता तर संस्कार मिळाले असते.,NOT,NONE,NONE,0
hasoc_hi_7586,"Hello @MumbaiPolice you really need to put this lady behind bars for sake of peace of several citizens. She has beaten up,  abused, harassed just too many people across the country. Please act. She sounds extremely dangerous.",NOT,NONE,NONE,0
hasoc_hi_3679,तेरी परेशानी क्या है सुअर  के पिल्ले मतलब दंगा नही हुआ तो तुझे वो बात भी हजम नही हुई कि वहां के हिन्दू मुस्लिम्स ने मिलकर बैठ कर समस्या का हल निकाल लिया ।  तू चाहता क्या हेबे हिंदी के बलात्कारी,NOT,NONE,NONE,0
hasoc_hi_6621,"UP पुलिस द्वारा “पत्रकारों” की धुनाई सरकार की “तानाशाही” के साथ साथ “लोकतंत्र” के लिये एक बड़ा “ख़तरा” है,लेकिन पत्रकारों को भी अपना “ज़मीर” बेचने से पहले, कुछ थोड़ा बहुत ज़रूर सोचना चाहिये.",NOT,NONE,NONE,0
hasoc_hi_350,"#AIMIM President Barrister Asaduddin Owaisi speaks about Nation's Security in #LokSabha & said from 2005 till now 73 security personnel & 88 locals have died in #Kashmir, how many IB,RAW officials have been suspended after Pulwama attack, how did the Rdx reach there. @asadowaisi",NOT,NONE,NONE,0
hasoc_hi_7634,केजरीवाल का कामनवेल्थ घोटाला  सिसोदिया आज का कलमाड़ी हैं    दिल्ली में स्कूलों में कमरों के नाम पर हुई लूट का पूरा सच - जानिए कपिल मिश्रा से,NOT,NONE,NONE,0
hasoc_hi_6750,#Watch यह विडियो दिल दहला देने वाला है कैसे यह हिन्दूत्व बिग्रेड मुसलमान के साथ बर्बरतापूर्ण व्यवहार कर रही है धर्म के नाम पर किसी विशेष वर्ग को टारगेट करना ङराना कहां तक जायज है  ।    Welcome to Modi's Hindu Rashtra 2.0,NOT,NONE,NONE,0
hasoc_hi_1948,गुफाओ के दरवाजे फिर खोल रहा हु   भगतो में बाबा राम रहीम बोल रहा हु,NOT,NONE,NONE,0
hasoc_hi_1054,#चमचों के बीच गुजरते हुए #मोदी_मोदी बोल दो या फिर  #कुत्ते की पूंछ पर पैर रख दो ...    फिर देखो ...     दोनों की एक जैसी प्रतिक्रिया होगी       #SaturdayThoughts  #ModiGlobalPower,NOT,NONE,NONE,0
hasoc_hi_2002,Iss disha m aapka kya kadam h..... aap par yuva supporter ka bharosa uth rha h....aap sirf baat karte h...,NOT,NONE,NONE,0
hasoc_hi_2253,अनीस को जारी किए गए समन में कहा गया है कि वे दिल्ली स्थित एनआईए हेडक्वार्टर में पेश हों,NOT,NONE,NONE,0
hasoc_hi_3813,"Sahi kha,lajwaab sangeet itni meethi aawaaz mei",NOT,NONE,NONE,0
hasoc_hi_5698,"मोहम्मद सामी ने भारत को हारा मैच जिता दिया , काश टीपू सुल्तान को भी भारत कुछ मदद करता तो अंग्रेज नंगे पैर भारत से भाग खड़े होते,,",NOT,NONE,NONE,0
