,Text,Abuse,Label
479,खलबली तो मची पर छत्तीसगढ़ में अभी एक ट्रेंड चल रहा है बीजेपी के पक्षधर शिक्षाकर्मी भी इस बार मुड में लग रहे है,benign,0
480,मित्रो भाईयो ये मेरा पेज है बीजेपी शिवा त्रिपाठी के नाम से और मै आप उन सभी लोगो से उम्मीद और आशा रखता हूं कि जिन्होने अभी तक मेरे इस पेज को लाईक नही किया है वो सभी भाई इस लिंक पर जाकर मेरे पेज पर अंगूठे को बटन दबाकर लाईक करेगे शेयर करेगे मित्रो को इन्वाइट,benign,0
481,क्या कुमार विश्वास जी का बदला लिया जा रहा है वैसे इसमें बीजेपी का क्या योगदान है।ये तो सब  के  से हुआ है।।,benign,0
482,मोदी जी राजस्थान का कुछ करो वसुंधरा को हटाओ राजस्थान मे बीजेपी बचाओ गोयल को हटाओ जैतारण मे बीजेपी बचाओ,benign,0
483,बेसे इन सांघियों के पास तो फ्री का पैसा आ रहा है इनकी जो बीजेपी सरकार हें,benign,0
484,अभी भी समय है  वसुंधरा हटाऔ और राजस्थान मे बीजेपी बचाऔ हिन्दुत्व को साईड करके गलत कर रहै हो विकास और हिन्दुत्व साथ साथ लेके चलो नही तो राजस्थान मे कांग्रेस का जो हाल पिछले विधानसभा चुनाव मे हुआ था इस बार आपका हो जायेगा,benign,0
485,राजस्थान में बीजेपी अपने केन्द्रीय नेतृत्व के अहंकार के कारण हारी है जनभावना का तिरस्कार कर बेवडी को नहीं हटाना भारी पड़ा,benign,0
486,बीजेपी के जहन में झूठ बोलना व झूठ का पोटारा,benign,0
487,मैं बीजेपी को उसकी जीत के लिए अभिनंदन नहीं दूंगा क्योंकि ये जीत बेईमानी से हुई हैं। गुजरात की जनता जागृत हुवी हैं लेकिन और जागृत होना ज़रूरी हैं। के साथ छेड़छाड़ हुवी है यह हक़ीक़त हैं।,benign,0
488,ध्रुव सक्सेना जब से पकड़ा गया है तब से बीजेपी इन्क्वायरी नही करवाती क्योंकि उसके ही पाकिस्तानी एजेंट है वैसे गुप्त रोगी जी करवा दो ।।,benign,0
489,राहुल गाँधी हरे हुए नेता हैं  बीजेपी    पर ट्वीट कर दें अपनी राय,benign,0
490,"देशभर में तथा खासकर भाजपा शासित राज्यों उत्तर प्रदेश, गुजरात, मध्य प्रदेश, हरियाणा, राजस्थान व महाराष्ट्र में अपराधनियन्त्रण व कानूनव्यवस्था के साथसाथ जनहित व विकास का बुरा हाल है और यह प्रमाणित करता है कि सत्ताधारी बीजेपी एण्ड कम्पनी का हर स्तर पर घोर अपराधीकरण हो गया है।",benign,0
491,बीजेपी विधायक का विवादास्पद बयान भारत में बहुत कम मुसलमान हैं राष्ट्रभक्त,benign,0
492,बीजेपी  हैक कर के चुनाव जीत गयी है तू कब जा रहा है जेल,benign,0
493,"बीजेपी की समस्या यह है कि उसे प्रशासन और न्यायपालिका में कौन कौन छुपे वामी,कांगी है पता ही नही चल पाता है,",benign,0
494,नगर पालिका बाजपुर चुनाव मेंअब हो सकता है बहुत बड़ा उलट फेरबीजेपी का सर्वे हुआ तेज,benign,0
495,भूल है आपकी  बी जे पी दिल्ली नही  पूरे भारत को बर्बाद कर रही है,benign,0
496,शुक्र करो परचार ही नही किया नहीं तो बीजेपी नेताओ की जमानत ही जब्त हो जाती चुनाव मे,benign,0
497,एंकर ने कहा कि अगर तुम दोनों बीजेपी एजेंट हो तो मैं कौन,benign,0
498,हार के बाद राहुल की बौखलाहट बढ़ी  बीजेपी   पर ट्वीट कर दें अपनी राय,benign,0
499,श्री मान नरेंद्र मोदीजी कल पचपदरा आगमन पर हालीवाव बीजेपी युवा मोर्चा की तरफ से बहुत बहुत बधाई,benign,0
500,सर जी आपने कितने गुजरातियों के घरों में जाकर पूछा कि गुजराती बीजेपी से नाराज हैं या सिर्फ हार्दिक ने बोल दिया और आपने मान लिया,benign,0
501,शिवसेना कितनी भी कोशिस कर ले मगर बीजेपी से अलग होकर अब वो अपनी साख नहीं बना सकती,benign,0
502,संवैधानिक सीमाओं से बाहर जा कर फैसला लो जनता को पागल बना ओ मीडिया बाजी करो कानूनी अड़चन के बाद फाइल अटक जाए तो बीजेपी और  को बदनाम करो,benign,0
503,यदि बीजेपी को राजस्थान जैसी हार  में नही चाहिए तो प्रसून जोशी को तुरंत हटा दो वार्ना लुटिया डूब जाएगी,benign,0
504,"पत्रकारिता का सबसे बड़ा नुकसान चारण संपादकों ने किया है, बीजेपी के पास अपने पत्रकार है। इंटरव्यू के लिए जमीर बेचा तो पत्रकार का बचा क्या",benign,0
505,रोहित सरदाना और स्वेता सिंह बिकाऊ पत्रकार हैं बीजेपी के दलाल है मोदी भक्त हैं   लालू यादव जलेवी की तरह सीधे कोयले के जितने सफेद   और चीन जेसे सच्चे पकिस्तान जेसे ईमानदार  है हद है दोगलेपन की,benign,0
506,"टिकेट पक्की है बीजेपी से ,लगे रहो",benign,0
507,हेहेहेह  जोकस देश को बाटा बीजेपी और आरएसएस ने और नाम कांग्रेस का हेहेहेहेहे,benign,0
508,"गुजरात में मात्र कांग्रेस का प्रदर्शन देखकर ही बीजेपी विधायक रैलियों में काजू छुपाते हुए,",benign,0
509,बीजेपी प्रदेश कार्यालय में प्रदेश पदाधिकारियों की बैठकबीजेपी के  सभी जिलाध्यक्ष और सभी मोर्चों के अध्यक्ष बैठक में शामिलबीजेपी के राष्ट्रीय महामंत्री डॉ अनिल जैन की अध्यक्षता में बैठकबीजेपी प्रदेश अध्यक्ष लक्ष्मण गिलुआ भी बैठक में मौजूद,benign,0
510,"बीजेपी नेता की पीटपीटकर हत्या, मारने के बाद शव को पेड़ पर टांगा",benign,0
511,फरवरी को अहसाह हो जाएगा  खून के आंसू की कीमत बीजेपी नहीं चूका पाएगी ।,benign,0
512,बीजेपी को जिताओ आतंकवाद को भगाओ । एक जमाना था आतंकवादी ही रिहा होते थे पहली बार देश भक्त रिहा हो रहे हैं बीजेपी के राज्य में ।,benign,0
513,उत्तर प्रदेश में  के लोकसभा चुनाव मेंलाख संविदा कर्मी बीजेपी को ले डूबेंगे क्योकि मोदी जी अपनी जुवान से किया हुआ वादा नही निभाया सबसे बड़ी बात  संविदा कर्मचारी गाँव से विलांग करते हैं।बीजेपी की उलटी गिनती राजस्थान से शुरू हो चुकी है। जय श्री राम,benign,0
514,योगी और   केशव प्रसाद मौर्य में बद दिली  बीजेपी बेचैन कुछ चापलूस टाइप के कुटनी अधिकारियो के गुट की हरकतें भी बीजेपी में आपसी इकतेलाफात को हवा देने के लिए हैं सक्रिय,benign,0
515,"गुजरात चुनाव पति को हुई जेल तो चुनावी मैदान में उतरीं पत्नी, क्षत्रिय वोटों के दम पर जीतीं बीजेपी की गीता जडेजा",benign,0
516,"फिर लगता है की बीजेपी में   है ही नही। खैर हम तो  का  साल काम, पाँचवे साल राजनीति का इंतज़ार कर रहे हैं।",benign,0
517,साल में बीजेपी ने पूरे विपक्ष को बेरोजगार कर दिया है अब बेरोजगार लोग मोबाइल पर ट्विटर   के जरिए अपनी बेरोजगारी का हाल दर्शाते हैं,benign,0
518,मुझे कुछ पैसो की जरुरत पड़ी  मेने अपने बीजेपी के मित्र से पैसे  मांगे  उसने पूछा वापस कब दोगे मेने कहा राम मंदिर बन्ने के एक हफ्ते के अंदर ही देदूँगा भाजपाई मित्र भड़क गया उल्लू बना रहे हो   मेने पूछा कोंन,benign,0
519,ये बीजेपी की भ्रस्टता को दर्शाती है या आम जनता के भरोसे का खून होना दर्शाती है। इसका मतलब तो ये हुआ की मालेगाव ब्लास्ट कभी हुआ ही नहीं।तब क्यों   पुरोहित के  साल कारगर के अंधकार में बिताना पड़ा इसका जवाब कौन देगा,benign,0
520,आप को भी औऱ बीजेपी यूपी को भी सभी यूपी वासियों को भी स्थापना दिवस की शुभ कामना,benign,0
521,मुसलमान गुस्सा होता है तो अपने धर्म के प्रति और कट्टर हो जाता है  और हिन्दू गुस्सा होता है तो बस बीजेपी को वोट नही देता है,benign,0
522,आज जो अदालत का फैसला आएगा  उस के बाद औरतें चीखै मारेगी कि ये कैसे हो गया बीजेपी का पकड़ ने वाली औरतों आज के बाद चीखै मारेगी,benign,0
523,कमाल का हिसाब रखते है गुजराती देख लो कांग्रेस को हरा दिया  और बीजेपी को डरा दिया,benign,0
524,"हाँ हाँ तूम जीत गये तो ठीक है ईभीएम,बीजेपी जीत गई तो ईभीएम से छेड़छाड़ हूआ। चारा चोर।",benign,0
525,अरे नहीं बीजेपी में भी सच्चे मिल जायेंगे बस ढूंढना होगा,benign,0
526,किस जादू के जोर से केजरीवाल की लड़ाई कांग्रेस के भ्रस्टाचार से हट कर साम्प्रदायिकता और बी जे पी के विरुद्ध हो गई,benign,0
527,बीजेपी अमरीका जाकर कांग्रेस को बदनाम करे वो सही है।  मोदी भक्तो,benign,0
528,केजरीवाल जी कांग्रेस की बी टीम हैं। गुजरात में यह साबित ह गया। उनके कारण बीजेपी को दो सीटों का नुकसान हुआ है।,benign,0
529,राजस्थान के कट्टर हिन्दू  बीजेपी के राज में पद्मावती फ़िल्म रिलीज हो गयी इसलिए गौहत्यारी कश्मीर के हिन्दुओ की,benign,0
530,अरे हार्दिक भाई ये नई चाल है बीजेपी की कोई लापता नही हुआ देखना इसपे राजनीति चालू अब,benign,0
531,"अलीगढ़ को एनसीआर में शामिल करने का प्रस्ताव एनसीआर प्लानिंग बोर्ड के पास भेजे जाने पर बीजेपी सरकार को बहुत बहुत धन्यवाद ।    ,",benign,0
532,शिवराज मामा संविदा   को वापस लो नहीं तो इस बार चुनाव में जरूर हारेंगे शिवराज मामा संविदा विरोधी बीजेपी मामा तू बहुत पछताएगा,benign,0
533,और भरस्टाचार में डूबी कांग्रेस को पवित्र गाय घोषित होने का सुअवसर। बी जे पी और कांग्रेस एक दूसरे की पीठ खुजाने में ही लगे रहकर जनता को उल्लू बनाते हैं।,benign,0
534,योगी राज में धमकी ।बहुत शर्म की बात है बीजेपी बालो के लिय।,benign,0
535,"पटेलों का हत्या काम ना आया दलितों का पीटवाना काम ना आया सिर्फ वोट के लिए हत्याफूट की राजनीति,अब किस बीजेपी शासित राज्य में हत्या करवाओगे याद दलितों को पीट पाओगे",benign,0
536,"राजस्थान की दोनों लोक सभा और एक विधान सभा सीट पर आज उप चुनाव हो रहा है, मोदी सरकार के खिलाफ गज़ब का गुस्सा है। लोग मोदी जी के जुमले से तंग हो चुके है। दोनों सीट पर बुरी तरह से हार जाये गई बीजेपी। मध्य वर्ग, छोटे दूकानदार बहुत नाराज़।",benign,0
537,"इतनी ही चिंता है तो  को भी पूरी करवा दीजिये उसमे तो सिर्फ नियुक्ति पत्र बचा है। या बदले की राजनीति ही करनी है बीजेपी को।अभी तक तो  के लिए आपके पास बजट नही था अब कहा से आ गया, ये आप नही सुप्रीम कोर्ट का आर्डर था जिसको आपको करना ही है।",benign,0
538,आप सभी ने करोड़ों का समोसा खाया था बिजेपी वाले कितने का खा गये,benign,0
539,खुराना जी दिल्ली ये भी जानना चाहता है कि आप लोगों ने मुकुल राय को क्यूँ बीजेपी में शामिल किया  पहले अपना घर संभाले और दिल्ली की चिंता ना करें,benign,0
540,"हर बात में झूठ बोलते हैं बीजेपी वाले बेचारे कितना माफी मांगे , बेचारी माफी भी शरमा जाएगी ।",benign,0
541,दिल्ली दिल्ली बीजेपी अध्यक्ष  का बयान।,benign,0
542,चुनाव कांग्रेस पार्टी से लड़ा है या बीजेपी से।     बहुत उतावले लग रहें हैं बधाई देने के लिए।,benign,0
543,"बकौल बीजेपी मंत्री, बीजेपी संविधान बदलने और अपने लोगों के मुकदमे खत्म करने के लिए आई है। जनता क समझेगी इनकी चाल",benign,0
544,लोगों को बीजेपी से इस कदर में  हो गई है कि अगर गली का कुत्ता भी मर जाए तो लोग कहेंगे नरेंद्र मोदी देखने क्यों नहीं आए  हद है जरा जरा सी बात में सब लोग मोदी के ही पीछे पड़े रहते पता नहीं क्यों   अनुज बाजपेई,benign,0
545,"हरियाणा बचाओ संघर्ष रैली    हरियाणा में किसान, मजदूर, व्यापारी व आमजनता के खिलाफ बीजेपी की जनविरोधी नीतियों के",benign,0
546,गुजरात में बचकर निकल गयीं बी जे पी ठीक कहा पर हिमाचल मे क्या हुआ ये बताना शायद भूल गये। वैसे वहां आप चुनाव कैम्पेन के लिए गये थे क्या। अभी आपको और मेच्योर होने की आवश्यकता है।,benign,0
547,फिर भी डिबेट मे हार   की सौचने की बाथ है    बी जे पी कभी भी सौ चुहे  खा के हज को गई ही नही है,benign,0
548,"के आरोपी बरी होते हैं तो कहते हो अदालत भृष्ट है , अमित शाह जज लोया को मरवा कर अदालत से बरी होता है  तो कहते हो न्यायपालिका पर भरोषा है इतना दोगला पन लाते कंहा से हो बीजेपी वालो",benign,0
549,जो लोग अन्य पार्टी छोड़ कर बीजेपी में जाने की सोच रहे थे अब वे राजस्थान के जनादेश के बाद सोचने पे मजबूर हो गये है की नेता बनने से अच्छा पकोडे तलना है,benign,0
550,अब अगर बीजेपी ने कोई भी बहाना किया तो सौगंध राम की कांग्रेस की तरह ही नहीं जनता दल की तरह बीजेपी को समूल नष्ट करके ही छोडेंगे। अगर भारत देश में राम का सम्मान नहीं । तो राम नाम पर खाने वालों का भी काम नहीं ।।,benign,0
551,अरविंद केजरीवाल का गले खाँसी का आॅपरेशन बीजेपी जल्दी ही करने वाली है।,benign,0
552,दिल्ली कीअवैघ कालोनीयो को नीयमित करने का बीजेपी का पैतरा याने अाम आदमी पार्टी के मुद्दे का हाई जैक |,benign,0
553,"उपचुनाव में बीजेपी को तगड़ा झटका, कांग्रेस ने मारी बाजी",benign,0
554,हमारे देश के  बीजेपी  कांग्रेस माने चौकीदार न्यायमूर्ती  खुद को समजते  वोट मांगते टाइम  दोनों मिलके चिल्लाते  चोरी हुई        चोरी हुई  चोर पकड़ने के समय चोर के साथ मिल जाते,benign,0
555,बीजेपी के पास सफ़ेद झूठ सिवा और कोई भी मुद्दा नही है और नही विकास कोई योजना है सिर्फ़ और सिर्फ़ समाज मे और देश मे ज़हर घोलना ही काम है,benign,0
556,"नहीं इस मैं बीजेपी जिम्मेदार नहीं हैं, बल्कि कुछ फालतू किस्म के लोग जिम्मेदार हैं",benign,0
557,देश के  राज्यों में बीजेपी की सरकार है  कोंग्रेसियों ऐसी नीच हरकतें जारी रखें  अभी २३ राज्यों में कांग्रेस बची हुई है,benign,0
558,बीजेपी वाले दंगे पर उलझायेगी  लेकिन मेरे युवा साथियों आप रोजगार पर अड़े रहना,benign,0
559,"शिया बोर्ड हमेशा बीजेपी की पक्षधर रही है नाम शिया बोर्ड का लिया जा रहा है और बात बीजेपी की है, शिया बोर्ड कौन होता है हमें समझाने वाला",benign,0
560,राजस्थान उपचुनाव इन  वजहों से चारों खाने चित्त हुई है बीजेपी,benign,0
561,चाहे जो हो अब तो लगता है कि बरनाल की जरूरत बीजेपी वालों को है क्योंकि कल कल कोर्ट के दिए फैसले से जलन बहुत हुई होगी,benign,0
562,पाजी आपने कहाँ था बीजेपी मेरी माँ है उसे कैसे छोड़ दूँगा फिर राजनीती चमकाने के चक्कर में खोंग्रेसियो से जा मिले ये पब्लिक है सब जानती है,benign,0
563,हम युवाओ का भविष्य ख़राब न होने दो हमने विश्वास से बीजेपी को मत दिया था,benign,0
564,स्वक्क्ष भारत अभियान के नाम पर डींग हांकने वाले बीजेपी सरकार देश के जनता को गुमराह ना करें और साफ शब्दों में जनता को बताए अब तक गंगा कि सफाई काहा तक  हुआ।,benign,0
565,सिंधिया जी के हाथ तोड़ने वाले बीजेपी के नेताओ के पायजामे में नाडा है या नही।,benign,0
566,तो आप यह बता दीजिए चंदन गुप्ता को किस बीजेपी नेता ने गोली मारी,benign,0
567,कपिल भाई सरस्वती माता की वजह से तो आज  कुर्सी चली गयी बेचारों की आप आज भी उन्हें पेल रहे हो मातम तो मना लेने दो बेचारों को। बहुत जल्द भगवान् को भी बीजेपी का एजेंट घोषित करेंगे केजरीवाल और उनकी गैंग।,benign,0
568,"चोर चुस्त चोकीदार सुस्त   हैरानी नहीं होगी, अगर कल को दाऊद को भी बेगुनाह करार देकर, बीजेपी से टिकट दे दी जाए",benign,0
569,रिजल्ट जारी करो वरना बीजेपी को इतिहास में बदल डालेंगे बेरोजगार,benign,0
570,"माननीय रेलमंत्री जी, बीजेपी से बहुत आशा थी कि आरक्षण का लाभ केवल ज़रुरतमंद को ही मिलेगा परन्तु ये तो अभी भी जातिगत समीकरण में उलझा हुआ है इस भ्रष्टाचार पर भी कोई कठोर कार्यवाही कीजिये अकेले रेलवे को ही इस भ्रष्टाचार की कितनी बड़ी कीमत चुकानी पड़ रही है",benign,0
571,"एक पत्रकार साहिबा के लिये पहले ये स्लोगन था  सुरक्षित काले मेरे बाल वेसमोल ने किया कमाल  लेकिन बीजेपी, मोदी जी का विरोध करते करते अपने ही बाल नोचकर छोटे कर डाले  अब ये स्लोगन है छोटे हो गए मेरे बाल बरनाल ने किया कमाल  इस ट्वीट का  आंटी से कोई सम्बन्ध नही",benign,0
572,बीजेपी के विकास के रूप,benign,0
573,आप  बीजेपी के लिए  सबसे  बड़े  अशुभ  ग्रह  हो  चिपटे  क्यो  बैठे  हो  जाओ  केजरीवाल  या  लालू  के  साथ  नीतीश  जी  तो  अब  घास  डालेंगे  नहीं,benign,0
574,बस कंडक्टर और चाकूबाज संजय उर्फ गुंडा अपनी नाकामियों को छूपाने के लिए बीजेपी शासित राज्यो पर झूठे आरोप लगाता है तुम लोग बीजेपी शासित राज्यो की धूल के बराबर भी नहीं हो दिल्ली मे गरीब ठंड से मर रहे हैं और ऐ दिन मे करोड़ों कमाने मे लगे हैं,benign,0
575,साल जिस तरीके से मोदी ने सरकार चलाई है जो आशाएं अपेक्षाएं बीजेपी से लोगों को थी सब नील हो गई दोबारा आना मुश्किल है,benign,0
576,बोडर पर जवानो को पूछ कर बताना बिजेपी जूठी है या नही देस के अन्दर कूछ भी बोलो आप सूरक्सित हो,benign,0
577,नाम कैसे लेते देश का फायदा हुआ या आम जनता का क्या फायदा हुआ अगर फायदा हुआ किसी को तो ओ अमित शाह जी के बेटे को इसको नही बोलेंगे बी जे पी के नेता और न ही बिकाऊ मीडिया ।,benign,0
578,हमारे और से पूरे बीजेपी परिवार को बधाई,benign,0
579,"मैडम, बीजेपी को तो ज़ुबानी वाकयुद्ध में ही महारथ हासिल है,और उससे देश का क्या भला हो सकता है  इतिहास इस बात का गवाह है।",benign,0
580,"सर्वप्रथम गुजरात की जीत की आपको बहुत बहुत बधाई , लेकिन गुजरात में बीजेपी के  के लक्ष्य को  पर सिमट देना चिंता एवं विचार करने का विषय है ।",benign,0
581,बिजेपी तुष्टिकरण की राजनीती कर रही हैं। वैसे भी राजनीति किसी कि भी हो कटती समान्य वर्ग की है।,benign,0
582,समाजवादी लोग दोगले नहीं होते दोगलेपंती तो बीजेपी और आरएसएस वालो के खून में है,benign,0
583,भाई चोरी से जीत रहे है जैसे कांग्रेस का पत्ता साफ हुआ है ऐसे बी जे पी का भी होगा,benign,0
584,"के बेरोजगार साथी जो  सालो से आपके हर चुनाव में एक कार्यकर्ता से ज्यादा फेसबुक, व्हाट्सएप, ट्विटर पर बीजेपी के लिए घर घर जा कर सदस्यता अभियान को सफलता दिलाई। हर चुनाव में आपको विजयी बनाया आज भुखमरी के दहलीज पर है हम युवा। कृपया अब नियुक्ति हो  अब न्याय हो",benign,0
585,"उपचुनाव  गुजरात में बीजेपी शेर, तो राजस्थान में कांग्रेस ने किया ढेर",benign,0
586,में विपक्ष को मात देने के लिए ये है बीजेपी का नया गेम प्लान,benign,0
587,बिल्कुल सही । हमारे लालू प्रसाद यादव जी को षड्यंत्र के तहत फसा सकता है बीजेपी वाले लेकिन हरा नहीं सकता है।,benign,0
588,"बीजेपी पार्टी अध्यक्ष अमित शाह के बेटे ने पकौड़े, चाय के साथ समोसे और सेंडबिच भी बेचे होंगे तभी इतनी जल्दी  हज़ार से  करोड़ बना लिए।।",benign,0
589,नरेंद्र मोदी जी की लोकप्रियता में कोई कमी नहीं आयी लोगों को मोदीजी और बीजेपी में ही विश्वास है।,benign,0
590,तीन तलाक ताजमहल लवजिहाद के बाद अब लैंड जिहाद अब नया ड्रामा बीजेपी वाले ने देश के साथ मज़ाक करना सुरु कर दिया है,benign,0
591,ये खबर के अभिसार को मत बताना नहीं तो कहेगा ये सब बीजेपी की साजिश है पुलिस ने हथियार पहले छुपाये फिर पकड़वाये हैं,benign,0
592,राहुल गांधी के बारे मै तुम्हारी मानसिकता दूषित है।उनका नाम लेकर तू चर्चा मै बनी रहना चाहती है।या तो बीजेपी की फ्रिंज एलीमेंट हो या तो अपने दिमाग को गिरवी रख दी हो। राहुल गांधी पार्टी प्रेसिडेंट है हर कार्यकर्ता राहुल गांधी को रिप्रेजेंट करता है।,benign,0
593,बीजेपी को बांटो व राज करो की संस्कृति से करें मुक्त अहमद पटेल,benign,0
594,"पाकिस्तान को मोस्ट फेवरेट नेशन का दर्जा कब खत्म होगा और उसे आतंकवादी देश कब घोषित किया जाएगा जनता की सब्र की सीमा ख़तम हो चुकी है, बीजेपी आक्रोश में जल जाए उससे पहले कुछ कीजिए। जय हिन्द",benign,0
595,राहुल के विदेश दौरे पर क्या बोले बीजेपी के प्रवक्ता ||,benign,0
596,पीएम मोदी ने जिन इलाकों में किया ज्यादा प्रचार वहीं बीजेपी को हुआ भारी नुक्सान,benign,0
597,बीजेपी का हिंदुत्व एजेंडा अब खुल कर सामने आ रहा है प्रवीण भाई तोगड़िया जी की गिरफ्तारी एक साजिश है हिन्दू समाज पार्टी झारखंड प्रदेश इसका कड़ा विरोध करती है इस लिए कहता हूँ विनाश काले विपरित बुध्दि की और जा रही है भाजपा सरकार,benign,0
598,एक जमाना था जब कांग्रेस अपने   को   के लिए जेल में डलवा दिया था दोनों   और  लंबे समय तक जेल में रहेमोदी जी की सरकार आई आज  दोनों बरी हो गए अब बीजेपी इनसे  करके चुनाव लड़ेगी,benign,0
599,"भारत का डंका पुरे विश्व में आज बज रहा है।ये राष्ट्रवादी सोच,इच्छा शक्ति का देन हैं।इस के लिये प्रधान मंत्री जी को धन्यवाद ।और भारतीय जनता से अपील करूँगा की  में बीजेपी को इसबार से ज्यादा सीटो से जिताये जय हिंद",benign,0
600,बीजेपी मैं मिडिल क्लास के परिवार के लिए लुटिया डुबो बजट पेश किया  बढ़ते जा रहे हैं आमदनी के साधन खत्म हो रहे हैं नौकरियां है नहीं  सा,benign,0
601,राजनीत में ऊंट किस करवट बीतेगा कहना मुश्किल है  उसी तरह जैसे राम मंदिर लगता था बीजेपी आते ही बन जायेगा परन्तु क्या हुआ,benign,0
602,तुम जैसे नेताओ जरा सी शर्म नही आती है ऐसे बयान देने मे शब्द नही है निंदा करने को याद रखना दो गज कफन नसीब नही होगा जब तुम कहते हो की बीजेपी सत्ता मे क्यो आती है तो तुममे ओर हममे यही फर्क बस,benign,0
603,मांडलगढ़ विधानसभा उपचुनाव  निर्दलीय गोपाल मालवीय बिगाड़ सकते हैं कांग्रेस और बीजेपी के समीकरण,benign,0
