text_id,Text,task_1,task_2,task_3,Label
hasoc_hi_2408,"BJP विधायक ने News18 के पत्रकार को मारा थप्पड़,   और कहा खबर चलाओगे तो गोली मार दूँगा।    अरे नही विधायक जी आपस का मामला है ले देकर रफ़ा-दफ़ा करिए आगे से गलती नही होगी।",NOT,NONE,NONE,0
hasoc_hi_4830,#Maharashtra  में लगातार हो रही बारिश अब वहां के लोगों के लिए आफत बन गई है। #Mumbai के कई इलाकों में पानी भर गया है. स्थित का अंदाजा इसी बात से लगाया जा सकता है कि प्रशासन ने एक दिन सार्वजनिक छुट्टी का एलान कर दिया है।  #MumbaiRain #MumbaiRains,NOT,NONE,NONE,0
hasoc_hi_4816,एक डॉक्टर के क्लीनिक में लिखी हुई एक बेहतर लाइन....  दवा में कोई खुशी नही है....और खुशी जैसी कोई दवा नही है....!!!  @Anjupra7743 @AacharyaSahiiL @Rana11639322 @ShaniSeth11 @sharkbhagat @SheetalSuryav10 @Badansi59019507 @Amitaar21,NOT,NONE,NONE,0
hasoc_hi_1870,गुंडागर्दी' करने वाले नेताओं पर पीएम मोदी के गुस्से का विश्लेषण #DNA रात 9 बजे @sudhirchaudhary के साथ,NOT,NONE,NONE,0
hasoc_hi_1327,#CWC19 #INDvBAN बांग्लादेश को धूल चटाकर सेमीफाइनल में पहुंचेगा भारत.  @BCCI @BCBtigers   https://www.wahcricket.com/news/world-cup-2019-match-preview-of-india-and-bangladesh-match-from-birmingham-138795 …,NOT,NONE,NONE,0
hasoc_hi_6892,#Alwar में बीजेपी सांसद महंत बालकनाथ का हेलीकॉप्टर लैंड करते समयअचानक बेकाबू हो गया और हवा में लहराता हुआ दिखने लगा।,NOT,NONE,NONE,0
hasoc_hi_6062,"छोटी कहानी , बड़ा सन्देश    हैलो सर , मैं #वृद्धाश्रम* से बोल रहा हूँ , अखबार में आपके कुत्ते का फ़ोटो और विज्ञापन देखा कि वह लापता हो गया है , आपके घर का कुत्ता हमारे वृद्धाश्रम में आ गया है और आपके #माता -#पिता* के साथ खेल रहा है , आप यहाँ आकर अपने *#कुत्ते* को ले जा सकते हैं ।",NOT,NONE,NONE,0
hasoc_hi_6050,अगर पाकिस्तान सेमीफाइनल में पहुंचती है और भारत अपने अगले दोनों मुकाबले जीतता है तो इस स्थिति में पाकिस्तान की भिंड़त भारत से हो सकती है। लेकिन उसके लिए ऑस्ट्रेलिया को दक्षिण अफ्रीका से अपना आखिरी मैच हारना होगा।  #ICCWorldCup2019 #CWC2019 #INDvsPAK,NOT,NONE,NONE,0
hasoc_hi_4798,इंग्लैंड के खिलाफ भारतीय टीम की जीत की उम्मीदें तभी तक थीं जब तक विराट कोहली क्रीज पर थे. विराट एक बार फिर अर्धशतक को शतक में तब्दील करने से चूके.   पढ़िए वरिष्ठ खेल पत्रकार @Shivendrak का ब्लॉग  @BCCI @englandcricket @imVkohli   https://abpnews.abplive.in/blog/world-cup-2019-why-virat-kohli-can-not-convert-his-half-century-into-century …,NOT,NONE,NONE,0
hasoc_hi_5762,"अगर रंग का असर इतना होता है कि हुनर मायने न रखे और टीम मैच हार जाए तो महबूबा जी वो रंग भी बताएं जिससे पत्थरबाज सुधर सकते हैं, वो रंग भी बताएं जिससे हिंदुस्तान का खाना और पाक का गाना छूटता हो और देश के टुकड़े का ख्याल जाता हो। मैं अपने खर्चे पर उन रंगों के कपड़े भिजवाऊंगा (copied)",NOT,NONE,NONE,0
hasoc_hi_2830,"तस्वीर तेरी मेरे दिल की दीवार पर, न जाने कब से छपी  हसरतें तुझे अपना बनाने की,हैं कब से इस दिल मे दबी    ~अशोक मसरूफ़  #बज़्म #TMG #दिल #अदब #शायरी #kavya  #हिंदी_शब्द #शब्दनिधि #शब्दशक्ति  #शब्द   #बज़्म_मासिक_प्रतियोगिता #बज़्म_ए_इख़लास  @queen_hoon11 @Kavita_Kosh   @kuchshabd",NOT,NONE,NONE,0
hasoc_hi_4278,अभिनेत्री तमन्ना भाटिया नवाजुद्दीन की अगली फिल्म ‘बोले चूड़ियां’ में उनके साथ मुख्य भूमिका में नजर अएंगी और सोनाक्षी सिन्हा की आने वाली फिल्म ‘खानदानी शफाखान’ का गाना ‘कोका’ सोशल मीडिया पर  रिलीज हो चुका है।  #Cinejivan,NOT,NONE,NONE,0
hasoc_hi_4126,काशी में हुँ... बाबा विश्वनाथ जी की भव्य पूजा किया.. वाराणसी की शोभा चमत्कारिक रूप से बढ़ी है जय विश्वनाथ .. अपनी माँ को वोट कराने आया हुँ,NOT,NONE,NONE,0
hasoc_hi_3741,"@BJP4India की अगर 17 अतिपिछड़ी जातियों को अनुसूचित जाति में शामिल करने की जरा सी भी मंशा होती तो 26 अप्रैल 2015 को राज्यसभा में लाए गए प्राइवेट मेंबर बिल का विरोध भाजपा ने किया था,अगर भाजपा की मंशा साफ है तो..",NOT,NONE,NONE,0
hasoc_hi_3708,कल मैं एक लड़की की पोस्ट पर ये  बोलकर आ गया कि.......   .  .  .  .  .  .  .  .  .  .  .  तुमने मेरे साथ अच्छा नहीं किया सोना  उसका बाॅयफ्रेंड अभी तक उसको शक की निगाहों से देख रहा है.......,NOT,NONE,NONE,0
hasoc_hi_5478,तुम जिसे चाहो राह पर नही ला सकते  किन्तु अल्लाह जिसे चाहता है राह दिखाता है   और वही राह पाने वालो को खूब जानता है  अल कुरान -28-56,NOT,NONE,NONE,0
hasoc_hi_6425,अब एयर इंडिया की मुश्किलें बढ़ने लगी हैं,NOT,NONE,NONE,0
hasoc_hi_78,"मुझे पूरे मुल्क़ में सिर्फ इस शख्स के जीतने की दिली खुशी है और इस शख्स से बहुत सी उम्मीदे भी है, जनाब @imtiaz_jaleel को जीत की बहुत बहुत मुबारक़बाद, अल्लाह आपको खूब कामयाबी अता फरमाये...आमीन  @shaukat_aimim @syedasimwaqar @warispathan",NOT,NONE,NONE,0
hasoc_hi_1390,"गाये का मांस निर्यात करने वालों के नाम पते अखबार में छापे जाये , पता लगे लोगों को असली गुनाहगार कौन हैं ?",NOT,NONE,NONE,0
hasoc_hi_4770,"बहुत गुरूर है दरिया को अपने होने पर,  जो मेरी प्यास से उलझे तो धज्जियाँ उड़ जाएंगी  #जयहिंद   #शुभ_रात्री  साथियों  #जय_श्री_महाकाल (शयन श्रृंगार)",NOT,NONE,NONE,0
hasoc_hi_2572,"वेस्टइंडीज के खिलाफ श्रीलंका को लगा तीसरा झटका, मेंडिस 39 रन बनाकर आउट   #ICCWorldCup2019 #SLvWI",NOT,NONE,NONE,0
hasoc_hi_3586,"रेल कारखानों के निजीकरण पर सोनिया गांधी ने लोकसभा में उठाया सवाल, कहा- संकट में हैं मजदूर #SoniaGandhi",NOT,NONE,NONE,0
hasoc_hi_4587,"LIVE: मुंबई में मूसलाधार बारिश ने बढ़ाई मुसीबत, कई इलाकों में पानी भरा, स्कूलों की छुट्टी    #MumbaiRains     https://abpnews.abplive.in/india-news/mumbai-streets-in-chembur-hindmata-and-santacruz-flooded-following-heavy-rainfall-in-the-state-1157733 …",NOT,NONE,NONE,0
hasoc_hi_3999,श्रीमती @smritiirani जी को महिला एवं बाल विकास और कपड़ा मंत्री बनने पर हार्दिक शुभकामनाएं।,NOT,NONE,NONE,0
hasoc_hi_7435,महान क्रान्तिकारी पं. रामप्रसाद बिस्मिल जी की जयंती पर शत्-शत् नमन।,NOT,NONE,NONE,0
hasoc_hi_6594,"वाह वाह! क्या सुंदर लग रहे हैं। आपके लिए भी दिखाऊँ?  नहीं भैया।  बिटिया रानी के लिए?  अभी नहीं भैया। बाद में। आप तो आते ही रहते हो। ये लो 180 रूपए। नमस्ते भैया।  नमस्ते बहन। चूड़ियाँ ले लो। रंग बिरंगी, प्यारी प्यारी चूड़ियाँ ले लो।  #हिंदी_शब्द   #शब्दनिधि  #विशी",NOT,NONE,NONE,0
hasoc_hi_1993,आप अंजना ओम कश्यप की पत्रकारिता को 10 में से कितने नं देंगे?  @Rana11639322 @Anjupra7743 @KaranwalTanu,NOT,NONE,NONE,0
hasoc_hi_7161,"नंद नगरी थाने के पास सब्जी मंडी में शनिवार रात आग लगी, इससे 250 से अधिक दुकानें जलकर राख हो गई, कल रोड शो के दोरान सूचना मिलते ही बाक़ी निर्धारित कार्यक्रम रद कर पीड़ित दुकानदारों से मिलने पहुंचा  उचित मुआवजा दिलाएँगे और सब जल्द दुकान से व्यापार कर पाएँगे..",NOT,NONE,NONE,0
hasoc_hi_7714,"अब तो बस सहारा तेरा  तेरे इलावा कोई न मेरा,  अपने बेटेकी  अर्जी स्वीकार करो  मझधारमें है नइया  बेडा पार करो माँ    तेरे साथके बिना  मैं हु अधूरा  तू रख हाथ सिरपे  मैं हो जाउगा पूरा  हाथ जोड़के खड़ा  विचार करो माँ    जगत जननी  तुम सब जानती हो  बेटोको दुःखसे पलमें उभारती  मेरे ऊपर भी उपकार करो माँ",NOT,NONE,NONE,0
hasoc_hi_646,"#MarriageIn17Minutes  यह शादी संत रामपाल जी महाराज के अनुयायियों द्वारा समाज को एक ऐसा संदेश देता है की #जाती #पाती, #ऊंच #नीच के भावना से ऊपर उठकर एक नया मानव समाज का निर्माण कर रहे हैं। इस कार्यक्रम का मुख्य विशेषता यह है कि यह आतरजातीय विवाह है ।",NOT,NONE,NONE,0
hasoc_hi_7325,7 ग्रुपों में सांसदों के साथ अलग-अलग बैठकें करेंगे पीएम मोदी  https://bit.ly/322fHvQ ,NOT,NONE,NONE,0
hasoc_hi_6957,भारतीय क्रिकेट टीम को एक और बड़ा झटका लगा है। हरफनमौला खिलाड़ी #VijayShankar पैर में चोट के चोट की वजह से विश्व कप 2019 से बाहर हो गए हैं।  #CricketWorldCup2019,NOT,NONE,NONE,0
hasoc_hi_6813,क्या ज़ी न्यूज़ के पत्रकार #कन्हैया_कुमार से माफी मांगने का साहस करेंगे  जो कई साल से बिना किसी सबूत के #टुकड़े_टुकड़े_गैंग बोल रहे हैं!  @zeerajasthan_,NOT,NONE,NONE,0
hasoc_hi_3139,#ICCWorldCup2019 में आज भारत और इंग्लैंड के बीच जारी मैच में भारतीय युवा खिलाड़ी #RishabhPant को टीम इंडिया में जगह मिली है। विजय शंकर की खराब फॉर्म के चलते टीम प्रबंधन ने यह निर्णय लिया है। #CWC2019 #INDvsENG,NOT,NONE,NONE,0
hasoc_hi_1792,#कुत्ते और #बिल्लियों की #भौंकने और #बिलबिलाने की आवाजे अब आणि शुरू हो चुकी हैं....  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  EVM  मगर फिर भी......आएगा तो मोदी ही,NOT,NONE,NONE,0
hasoc_hi_1795,‘दंगल गर्ल’ #ZairaWasim के बॉलीवुड छोड़ने को लेकर किए गए फेसबुक पोस्ट पर उनके मैनेजर में बड़ा दावा किया है। मैनेजर ने दावा किया है का जायरा ने खुद फेसबुक पोस्ट नहीं लिखी थी। उन्होंने कहा कि जायरा के फेसबुक आईडी को हैक कर लिया गया था। #ZairaQuitsBollywood,NOT,NONE,NONE,0
hasoc_hi_5105,#भोपाल में #प्रज्ञा_ठाकुर काज़ी को #ईद की बधाई देने गयीं थीं....    अपनी तिपहिया बाईक घर पे ही भूल गई,NOT,NONE,NONE,0
hasoc_hi_2557,"हमें 130 करोड़ देशवासियों के सामर्थ्य, सहयोग और संकल्प से जल संकट का भी समाधान निकालना होगा।    पिछले दिनों मैंने देशभर के ग्राम प्रधानों को ग्रामीणों के साथ जल संचय पर चर्चा करने के लिए पत्र लिखा, उसके बाद गांव-गांव में लोगों ने जल की एक-एक बूंद का संचय करने का संकल्प लिया: पीएम",NOT,NONE,NONE,0
hasoc_hi_3685,इ है मुंबई नगरिया...  #ExtensionStudio @AnjanaOmKashyap के साथ: http://bit.ly/ChatWithAnjana ,NOT,NONE,NONE,0
hasoc_hi_5908,"लखनऊ: स्मैक लाने से किया इंकार तो 12 वर्षीय मासूम के मुंह में उड़ेल दिया तेजाब, मो. सलीम को पुलिस ने गिरफ्तार किया।    मड़ियांव के फैजुल्लागंज इलाके के पीड़ित बच्चे को गंभीर हालत में लखनऊ के बलरामपुर अस्पताल में भर्ती कराया गया है, वह बोल भी नहीं पा रहा है।।",NOT,NONE,NONE,0
hasoc_hi_5317,अधिकारी को बैट से पीटने वाले बीजेपी MLA आकाश विजयवर्गीय जेल से रिहा  #AkashVijayvargiya   https://abpnews.abplive.in/india-news/bjp-mla-akash-vijayvargiya-released-from-jail-1157169 …,NOT,NONE,NONE,0
hasoc_hi_6281,श्री @PiyushGoyal जी को रेलवे और वाणिज्य एवं उद्योग मंत्री बनने पर हार्दिक शुभकामनाएं।,NOT,NONE,NONE,0
hasoc_hi_4863,"दिल्ली आगे बोलने से नहीं,करने से बढ़ेगी और भाजपा दिल्ली को आगे बढ़ाने के लिए प्रतिबद्ध है - श्री @ManojTiwariMP",NOT,NONE,NONE,0
hasoc_hi_5430,#ModiGovt ने तीन बड़े मीडिया समूह के अखबारों को #GovtAds देना बंद कर दिया है। इस लिस्ट में #RafaleDeal पर खुलासा करने वाला #TheHindu अखबार भी शामिल है। कहा जा रहा है कि सरकार और #BJP की आलोचना करने और राफेल डील पर रिपोर्ट्स छापने की वजह से ऐसा किया गया।,NOT,NONE,NONE,0
hasoc_hi_6724,ये पहला सफर है जब दिल रौशन है ~  बगल की सीट पर इक चाँद बैठा है ~    ~ शाहरुख सिद्दीकी   #shahrukhsiddiqui @srspoet,NOT,NONE,NONE,0
hasoc_hi_1879,रोहित शर्मा ने कल शतक जमाया था....अब धोनी और जाधव की धीमी पारी को लेकर दिया ये बड़ा बयान  http://wahcricket.com/news/ms-dhoni-kedar-jadhav-tried-to-hit-but-couldnt-do-because-of-slow-wicket-says-rohit-sharma-138756 …,NOT,NONE,NONE,0
hasoc_hi_4602,प्रदेश अध्यक्ष एवं उत्तर पूर्वी दिल्ली से सांसद श्री @ManojTiwariMP ने डॉ. श्यामा प्रसाद मुखर्जी की स्मृति में समर्पित शाहदरा स्थित केंद्रीय विद्यालय के भवन निर्माण के लिए भूमि का पूजन किया। #DelhiWantsBJP,NOT,NONE,NONE,0
hasoc_hi_6104,Happy birthday @iammanishpandey bhai - बजरंग बली का आशीर्वाद आप पर हमेशा बना रहे,NOT,NONE,NONE,0
hasoc_hi_5694,जानें इस इलेक्ट्रिक कार की खास बातें...,NOT,NONE,NONE,0
hasoc_hi_7514,बाबा साहब ने हमें किससे संघर्ष करने के लिए अधिकार दिलाये थे...??  और   आज अपनो से ही संघर्ष कर रहे हो...।।,NOT,NONE,NONE,0
hasoc_hi_1108,राष्ट्र सेविका समिति की संस्थापिका एवम प्रथम अध्यक्ष संचालिका वंदनीय 'मौसी' #लक्ष्मीबाई केलकर जी की जन्मदिवस पर  से शत् शत् नमन!,NOT,NONE,NONE,0
hasoc_hi_7033,"SC ने चुनाव आयोग से EVM, VVPAT से संबंधित याचिका पर दो हफ्ते में मांगा जवाब",NOT,NONE,NONE,0
hasoc_hi_5930,"#CWC19 के आज के मैच में कौन मारेगा बाज़ी?  #INDvBAN #WorldCupOnIndiaToday  सिर्फ सोचिये मत, अपनी टीम बनाकर खेलिए अपना खेल #AajTak11 के साथ   खेलने के लिए क्लिक करें: http://www.aajtak11.in ",NOT,NONE,NONE,0
hasoc_hi_5002,मुसलमानों को आबादी के हिसाब से मिले आरक्षण  BHIM ARMY चीफ चंद्रशेखर आज़ाद  @BhimArmyChief @Bhimarmy_BEM,NOT,NONE,NONE,0
