text_id,Text,task_1,task_2,task_3,Label
hasoc_hi_4475,"मैदान पर आपसे गेंदबाज कांपते थे, कई ऐसे मैच आपने जिताए जो यादगार हैं। जब मैंने क्रिकेट देखना शुरू किया था तब आपकी इण्डिया टीम में इन्ट्री हुई थी। इसलिए मुझपर क्रिकेट का जुनून आपको देखकर चढ़ा। स्पेशली छक्के लगाने में आपका कोई जवाब नहीं था।     Always miss you #YuvrajSingh",NOT,NONE,NONE,0
hasoc_hi_1777,न केवल हाफिज़ को  उनकी पूरी पार्टी के उम्मीदवारों को #पाकिस्तान की जनता ने चुनाव में नकार दिया था।     हमने #प्रज्ञा_ठाकुर को जीत दिला दी।    @KRaval20  @ParulDRayka4  @abhayjotava @abhisar_sharma @LambaAlka,NOT,NONE,NONE,0
hasoc_hi_1301,एक दोस्त ऐसा सिरहाने चाहिए  जिससे दोस्ती के बहाने चाहिए  मिल कर वफ़ा निभायें हम दोनों  फ़िज़ाओं में गूंजे वो तराने चाहिए...    #आपकी_काँची  #हिंदी_शब्द  #शब्दनिधि,NOT,NONE,NONE,0
hasoc_hi_3628,"अच्छी शुरुआत के बाद लड़खड़ाई टीम इंडिया, बांग्लादेश को दिया 315 का लक्ष्य, वर्ल्ड कप में रोहित ने जड़ा चौथा शतक    #CWC19 #INDvsBAN   https://abpnews.abplive.in/sports/india-vs-bangladesh-icc-cricket-world-cup-2019-ind-sets-target-of-315-runs-1158878 …",NOT,NONE,NONE,0
hasoc_hi_240,"ये भीख न रहे, ये भीखारी न रहे धरा पे,    ठीक तुम्हारी तरह का तुम्हें इंसान सौपा है,    ऐसा काम करना की इतिहास बने,    सब कहें बूढी माँ ने हमें वरदान सौंपा है।।",NOT,NONE,NONE,0
hasoc_hi_3797,सपा के लिए ये एक बड़ा मौका है दलित भाइयों का दिल जीतने के लिए अब दलित भाइयो को मायावती से कोई उम्मीद नही है।    अखिलेश यादव को OBC के साथ छोटी जातियों पे भी ध्यान देना चाहिए उन्हें अपने पार्टी में आने का न्योता दे।    फ़िर 2022 का चुनाव दलित-पिछड़ी के लिए जीत आपकी होगी।,NOT,NONE,NONE,0
hasoc_hi_2753,बस इतनी सी बात काफी है हमारे ताअर्रुफ़ में ~  हुकूमत डर के हर रोज़ नया ठिकाना बदलती है ~,NOT,NONE,NONE,0
hasoc_hi_5019,"हाँ एकदम ठीक कह रहे हैं साहब।  जनता को गुमराह करने के लिए कभी #चाय बेची, कभी #पकोड़े, तो #पिछड़े बने,तो कभी खुद #नीच कहे,तो कभी लोगों को #पन्द्रहलाख का झांसा दिया तो कभी #चौकीदार बन राष्ट्रवाद का मुखौटा लगा #नौटबंदी कर लाखों करोड़ रुपये का घोटाला कर,राष्ट्र की जड़ें खोद डाली .....",NOT,NONE,NONE,0
hasoc_hi_7680,"बाबारामरहिम के अच्छे आचरण पर जमानत मिल सकती है तो 14 साल से जेल में बंद शहाबुद्दिन का जेल में कोनसा बुरा आचरण है , कानून सबके लिये बराबर होना चाहिये",NOT,NONE,NONE,0
hasoc_hi_3701,दिल्ली के पूर्व मुख्यमंत्री आदरणीय श्री साहिब सिंह वर्मा जी की पुण्यतिथि पर उन्हें विनम्र नमन।,NOT,NONE,NONE,0
hasoc_hi_4202,"एक तीसरा “आपशन” भी है,  और वो है “संघर्ष”",NOT,NONE,NONE,0
hasoc_hi_4839,"मै देश नही बिकने दूंगा ये कहने वाला NTPC BSNL को कौड़ियों के भाव बेच रहा है,,,",NOT,NONE,NONE,0
hasoc_hi_1908,दिल्ली के रहने वाले युवक यहां नहाने के लिए आए थे,NOT,NONE,NONE,0
hasoc_hi_921,Hum sab sangharsh karne ko taiyar Hain samajwadi party zindabad akhilesh yadav jindabad,NOT,NONE,NONE,0
hasoc_hi_3218,"इश्क़ की बात है,  धूप मे खिले गुलमोहर की बरसात है!!  गुल मेरा रंग चुरा लाए हैं गुलज़ारों में,   जल रहे हो तुम भरी बरसात की बौछारो में...  अमलतास और गुलमोहर सी हूँ मैं ,  बैशाख में बसन्त को तरसती हूँ  गुलमोहर चितचोर है  मेरे नहीं कईयों के दिल पर राज करता है वो!!  #हिन्दी_शब्द  #शब्दनिधि",NOT,NONE,NONE,0
hasoc_hi_6143,"खैरा बाज़ार,बहराइच में मुसलमानों पर पहले तो ज्यादती और फिर पुलिस की एकतरफा कार्यवाई। आखिर इंसाफ कौन करेगा? कोई तो आवाज़ उठाए बेगुनाह मुसलमानों के लिए। @samajwadiparty @yadavakhilesh @dimpleyadav @arisudan11 @MirzaInam_ @YasirS_Alig @Aqdas_shaikh_22",NOT,NONE,NONE,0
hasoc_hi_5730,"मैं चुनाव आयोग को, और चुनाव प्रक्रिया से जुड़े प्रत्येक व्यक्ति को, बहुत-बहुत बधाई देता हूँ और भारत के जागरूक मतदाताओं को नमन करता हूँ: पीएम @narendramodi जी ।   #MannKiBaat",NOT,NONE,NONE,0
hasoc_hi_1066,कामयाबी के मुक़ाम के लिए दिए सा बनना बहुत ज़रूरी है.. साहिब..!    दिया हमेशा दूसरों के लिए जलता है...दूसरों से नहीं जलता..!    शुभरात्रि ट्वीटरीयों,NOT,NONE,NONE,0
hasoc_hi_7794,Nayan Neerav Abe Ulta kahe ko bol rha hSP- 15BSP- 5,NOT,NONE,NONE,0
hasoc_hi_1368,"जब से मैंने तोहे निहारा, रातों को न सोई....    #krishnakanhaiya #muraliwale #mohan #kanhaiya #radheradhe #jaishriram #gopalkanhaiya #bhajansandhya #acharyapramodkrishnam  @AcharyaPramodk",NOT,NONE,NONE,0
hasoc_hi_719,#CWC19 #INDvENG जान बूझकर हारने वाले बयान पर कपिल देव ने दिया पाकिस्तानी क्रिकेटर्स को करारा जवाब.   @therealkapildev @TheRealPCB @BCCI https://www.wahcricket.com/news/world-cup-2019-legend-kapil-dev-respond-to-former-pakistan-cricketers-statement-138653 …,NOT,NONE,NONE,0
hasoc_hi_5932,देश की राजनीति में आप आदर्श नेता है और यह हम सब मानते हैं अगर राजनीति में किसी व्यक्ति को आदर्श माना जा सकता है तो आदरणीय अखिलेश यादव जी हैं! आप इसी लिए विशेष है !जय अखिलेश,NOT,NONE,NONE,0
hasoc_hi_5460,"साहस, शौर्य, बलिदान एवं देशभक्ति की प्रतिमूर्ति, अंग्रेजी शासन के विरुद्ध 1857 के स्वतंत्रता संग्राम में अग्रणी भूमिका निभाकर हम सब भारतीयों में गर्व प्रबल साहस और शौर्य भरने वाली महान #झांसी_की_रानी  #लक्ष्मीबाई जी के बलिदान दिवस पर उन्हें शत्-शत् नमन।  || विनम्र श्रद्धांजलि ||",NOT,NONE,NONE,0
hasoc_hi_5667,"#NewProfilePic  #राह चलते पागल बनते हैं दोस्त, #Cold_Drink बोल के दारु पिलाते हैं दोस्त,  कितने भी #कमीने हो पर काम पड़ने पर हमेशा #आगे रहते हैं #दोस्त !!",NOT,NONE,NONE,0
hasoc_hi_5414,उनका क्या काम है ये अहले सियासत जानें  मेरा पैग़ाम मुहब्बत है जहाँ तक पहुंचे    गड़तंत्र दिवस की बधाई सभी देशवासियों को...  @AbbasAliRushdi @yasarshah_SP @dralvirashah @Rashid_Idrishi6,NOT,NONE,NONE,0
hasoc_hi_2386,चाबी से खुला ताला बार बार काम मे आता है और हथौड़े से खुलने पर दुबारा काम का नही रहता ।  इसी तरह संबन्धों के ताले को क्रोध के हथौड़े से नहीं बल्कि प्रेम की चाबी से खोलें।    #शुभ_रात्री,NOT,NONE,NONE,0
hasoc_hi_1987,#CWC19 इंग्लैंड के हाथों हार के बाद कप्तान विराट कोहली ने इन्हें बताया हार के लिए जिम्मेदार.   @BCCI @imVkohli #INDvENG   https://www.wahcricket.com/news/world-cup-2019-indian-captain-virat-kohlis-reaction-after-lose-against-england-138724 …,NOT,NONE,NONE,0
hasoc_hi_5726,इटौंजा: खुद खून से लथपथ लेकिन अपनी बहन की जान बचाने के लिए संघर्षरत इस युवक का दर्दनाक वीडियो।    उप्र सरकार कुछ तो रहम-दया दिखाए। अपराधियों ने प्रदेश को कठपुतली बना लिया है।  @myogiadityanath @yadavakhilesh  @Uppolice @ziddy_zoya_ @VoiceofmyBharat @Anjupra7743,NOT,NONE,NONE,0
hasoc_hi_6751,"पहलू खान के बेटे ने कहा-कांग्रेस सरकार से हम इंसाफ चाह रहे थे,चार्जशीट नहीं!    बहुजन समाज के संघी कांग्रेसी भक्तों अब क्या विचार है इस पर?  बस ध्यान रखना घटना राजस्थान की है!  @mpchalia @MLArajeshSP  @bahujanwarrior @invincisachin  @MyselfViraj @gajbhiye_sumegh",NOT,NONE,NONE,0
hasoc_hi_924,#प्रज्ञा_ठाकुर भोपाल से चुनाव जीत गयी   #CongratsNaMo,NOT,NONE,NONE,0
hasoc_hi_5594,"एक मुस्लिम व्यक्ति ने दूसरे मुस्लिम असगर अली को पीटा, उठक बैठक लगवाई और जबरदस्ती 'जय श्री राम' बुलवाकर वीडियो बनाया।    वीडियो में खुद का चेहरा नहीं दिखाया, वीडियो वायरल हो गया।    नकली सेक्युलर गैंग हिंदुओं को गाली देने लगे, अब पोल खुल गयी पुलिस ने उस मुस्लिम को गिरफ्तार कर लिया है।",NOT,NONE,NONE,0
hasoc_hi_7762,इसलिए तो कहते हैं स्कूलों में हिंदी को ज्यादा से ज्यादा पढ़ाई जाए बच्चों की हिंदी सुधरे। गाली तो  #कमिने  #दोस्ती सिखा देते हैं।     #Follow me % #Follow Back,NOT,NONE,NONE,0
hasoc_hi_5626,बापू हम शर्मिंदा हैं तेरे क़ातिल अभी ज़िन्दा हैं   #प्रज्ञा_ठाकुर मुर्दाबाद  #गोडसे मुर्दाबाद..,NOT,NONE,NONE,0
hasoc_hi_3287,"बुढ़ाना, मुज़फ्फरनगर में त्यागी पेपर वर्क्स फैक्ट्री का उद्घाटन करते हुए श्रीकल्कि पीठाधीश्वर @AcharyaPramodk जी.",NOT,NONE,NONE,0
hasoc_hi_3742,"1971 के बाद देश ने पहली बार एक सरकार को प्रो इंकम्बेंसी जनादेश दिया है।    ये जीत सच्चाई की जीत है, भारत के लोकतंत्र की जीत है: पीएम मोदी जी ।",NOT,NONE,NONE,0
hasoc_hi_1163,"आदमी तो आदमी, मैं तो पानी के बारे में भी सोचता था'...लिखने वाले कवि आलोकधन्वा के जन्मदिन पर साहित्य आजतक की बधाई",NOT,NONE,NONE,0
hasoc_hi_351,थोर क्रांतिकारक राणी लक्ष्मीबाई   यांना पुण्यतिथीनिमित्त विनम्र अभिवादन..!! #RaniLaxmiBai #रानी_लक्ष्मीबाई #लक्ष्मीबाई,NOT,NONE,NONE,0
hasoc_hi_495,"मुस्लिम लोगों से वोट मांगने वाली पार्टियां क्या अभी इस मुस्लिम के बारे में कुछ बोलेंगे    @Mayawati  @yadavakhilesh  @RahulGandhi    ऐसी #नीच और #कमीne मुस्लिम लोगों को मार देना चाहिए, जो हमारी हिंद बेटी पर बुरी नजर डालें",NOT,NONE,NONE,0
hasoc_hi_5808,"बुर्का भी केवल लाचार मुस्लिम औरतों के लिए है।  दम है तो तैमूर की अम्मी, शाहरूख की बेटी, जावेद अख्तर की पत्नी को पहनाकर दिखाओ ।    Agree = RT",NOT,NONE,NONE,0
hasoc_hi_5352,"मेरे प्यारे देशवासियो, मुझे और एक बात के लिए भी आपका और दुनिया के लोगों का आभार व्यक्त करना है। 21 जून को फिर से एक बार योग दिवस में उमंग के साथ, एक-एक परिवार के तीन-तीन चार-चार पीढ़ियाँ, एक साथ आ करके योग दिवस को मनायाः पीएम @narendramodi जी । #MannKiBaat",NOT,NONE,NONE,0
hasoc_hi_740,#कमीने #दोस्त वीडियो आ चुकी है यूट्यूब पे देख सकते हो बिंदास क्लिक     https://youtu.be/pRM2ZMe28vE     अपने ख़ास दोस्तों को भी आगे फॉरवर्ड करो धन्यवाद   यार सब्सक्राइब करना भूल जाते हो… https://www.instagram.com/p/Bunzs37FI0z/?utm_source=ig_twitter_share&igshid=1r1ipm4rw6j82 …,NOT,NONE,NONE,0
hasoc_hi_6658,Pradesh ke CM Ji khn hain. Pta nhi..Bas dua karein. Sab Kuch theek rhe,NOT,NONE,NONE,0
hasoc_hi_4817,"दुआ कीजिए अल्लाह हमारे सदर जनाब @asadowaisi साहब @Akhtaruliman5  साहब और @imtiaz_jaleel साहब को कामयाबी अता फरमाये।  आमीन,,    @shaukat_aimim @aimim_national @syedasimwaqar",NOT,NONE,NONE,0
hasoc_hi_204,¶¶खनकती चूड़ियाँ और छनकती पायल  मोहब्बत की मौशिकी में साज होते हैं¶¶¶  ~#साहिब१     #चूड़ी  #शब्दनिधि  #हिंदी_शब्द,NOT,NONE,NONE,0
hasoc_hi_7724,"श्रीलंका का एक और विकेट गिरा, तिसारा परेरा 21 रन बनाकर हुए आउट #SLvsSA #ICCWorldCup2019",NOT,NONE,NONE,0
hasoc_hi_3897,"World Cup:  बेकार गया #RohitSharma का शतक, #england ने 31 रनों से हराकर रोका #India का विजयरथ    #ENGvsIND #IndvsEng #WorldCup2019",NOT,NONE,NONE,0
hasoc_hi_2946,भीषण गर्मी के बीच दिल्ली में बिजली की मांग भी बढ़ गई है,NOT,NONE,NONE,0
hasoc_hi_2048,"डॉ.पायल की ख़ुदकुशी, डॉ.कफ़ील को जेल और महाराष्ट्र में पिटने पर कंधे उचकाए,  कोलकाता में पिटाई पर हड़ताल कराए!  डॉक्टर हो या ईवीएम?",NOT,NONE,NONE,0
hasoc_hi_978,"मणिशंकर अय्यर ने जताई कड़ी नाराजगी।    उन्होंने ने कहा कि मोदी जी ने अपने भाषण में अपने को नाली का कीड़ा, बन्दर, वायरस, दाऊद, हिटलर, नालायक बेटा, रेबीज से पीड़ित बन्दर, झूठ का सौदागर, रावण, सांप, बिच्छू इत्यादि सब कुछ बोला सिवाय मेरे द्वारा सर्टिफाइड #नीच शब्द के।",NOT,NONE,NONE,0
hasoc_hi_1537,हर एक #बॉय की दिल की     ख्वाइश होती है ?……..    खुद #कितने बड़े #कमिने होंगे     पर #लड़की शरीफ ही #चाहिए !!,NOT,NONE,NONE,0
hasoc_hi_6101,अख़बार पढ़ने की ऐसी लगन..!!!! एक आटो चालक.. जैसे ही सिग्नल लाल हुई अख़बार निकाला.. अग़ल बग़ल की उपस्थिति से बेख़बर.. देश क्यू नही जागेगा !!!! @BJP4Delhi,NOT,NONE,NONE,0
hasoc_hi_1434,Live : हर बार मुश्किलों के बावजूद मुंबई के हालात क्यों नहीं बदलते ?    #MumbaiRainsLiveUpdates #MumbaiRainlive #MumbaiRain      https://zeenews.india.com/hindi/live-tv ,NOT,NONE,NONE,0
hasoc_hi_6155,Pahle aap Pappu ke stah ab bua ke sath aapka bhi self kuch hai ya nahi,NOT,NONE,NONE,0
hasoc_hi_4701,"Pics of the year   Main akela hi chala tha janib -e- manzil magar,  Log aate Gaye #Karwan banta Gaya ,,    Alhamdu Lillah @asadowaisi sahab ke karwan ki shuruwat ho gayi     @imtiaz_jaleel @shaukat_aimim @bilaljaleel_",NOT,NONE,NONE,0
hasoc_hi_2204,बरगद की शाख़ तोड़ दी   आँधी ने पिछली रात     इस वास्ते आज वो   गाँव का बूढ़ा उदास है,NOT,NONE,NONE,0
hasoc_hi_1762,"रामरहीम को खेती करने के लिए जेल से रिहा करेगी..  भाजपा सरकार,   इतना सुनते ही आशाराम भी 'धनिया' बोने की तैयारी में !!    @Anjupra7743",NOT,NONE,NONE,0
hasoc_hi_4874,सूरते हाल ए उत्तर प्रदेश।  कब तक चलता रहेगा ये सब??  @Uppolice @dgpup,NOT,NONE,NONE,0
hasoc_hi_5159,"देश को #प्रज्ञा_ठाकुर जैसे सांसद की जरूरत,  बहुत अच्छे रास्ते पर जा रहा है देश    #2019_loksabha_result",NOT,NONE,NONE,0
hasoc_hi_2598,"सावन के अभिनंदन सा,  महका है वो चंदन सा,  नीर के सहमे मंदन सा,  पतझड़ के उस क्रंदन सा,   महक रहा हूँ चंदन सा,   खनक रहा हूँ #कंगन सा....  #शब्दनिधि   #हिंदी_शब्द",NOT,NONE,NONE,0
hasoc_hi_4803,सुप्रीमकोर्ट के आदेश पर देश के अनाथआश्रमों में लड़कियों की स्तिथी जानने का काम एक संस्था को दिया गया इस संस्था को 9 राज्यों ने आडिट करवाने से मना किया जिसमें 8 में बीजेपी की सरकारें हैं   आखिर कारण क्या है ?,NOT,NONE,NONE,0
hasoc_hi_2372,माननीय डॉक्टर @drharshvardhan जी को केंद्रीय स्वास्थ्य मंत्री बनने पर हार्दिक शुभकामनाएं।,NOT,NONE,NONE,0
hasoc_hi_7791,#प्रधानमंत्री जी ने #प्रज्ञा_ठाकुर के बयान पर अपनी तल्ख टिप्पणी दी है जो देशहित में है।  पर उसके बाद कुछ लोगों ने गोडसे का जन्मदिन मनाया।  इस पर बहस की जरूरत है कि क्या गोडसे की विचारधारा को सम्मान देने वालों को राष्ट्रद्रोही माना जाना चाहिए?,NOT,NONE,NONE,0
hasoc_hi_5807,"कभी देखे हो -  'चमार चाट भण्डार'  'भंगी टी स्टाल'  'खटीक चाउमीन कार्नर'  'पासी जी का शुद्ध ढाबा'  जिस दिन ऐसा दिखाई देने लगेगा,  #अर्टिकल_15 समझ जाओगे।  संविधान पढ़ो ,  पिक्चर से भी कहीं ज्यादा रोचक है।  @Anjupra7743  @Vndnason @bkarwadiya @Rana11639322 @GirishRita @SheetalSuryav10",NOT,NONE,NONE,0
