ID,Text,Label
facebook_corpus_msr_2032129,"May be for u, anyone against your zihad is a terrorist. For me killing in the name of religion is terrorism.",1
facebook_corpus_msr_444188,U r funny considering all leading economists have called it a major blunder .,1
facebook_corpus_msr_359206,It will not out of the place to mention here Kumar Vishwas have emerged as a potential stake holder of the post of convenor or president of the aap party today owing to his transparency and capabilities in comparison of Kejriwal who had measurably failed at all corner thus he could not be able to keep unity in party at all.,1
facebook_corpus_msr_1582203,Nivas Lakshminarasimhan stalin defeated hitler aswell....whom our snaghis went to meet and were in owe,1
facebook_corpus_msr_1947104,RIP logic 😂😂😂,1
facebook_corpus_msr_956406,No C v god,1
facebook_corpus_msr_1510226,U study in india and later ok abuses indiaa in kashmir.,1
facebook_corpus_msr_1902074,Shame on MP govt.,1
facebook_corpus_msr_444022,problem with people is if we dont do anything.. we blame him and now he has something big and they are diverting it comparing it with wrong things.. one thing at a time ..,1
facebook_corpus_msr_469660,"Anyway you are not going to stand for hours in queues to found nothing out of your own account ...
It is not well planned mission ...",1
facebook_corpus_msr_450532,A great  initiative  on behalf of common  men... but the implementation  could hve been more better...,1
facebook_corpus_msr_1956936,At this moment might with anything but it can't be compares with anything substance. He is someone who is wining since 1998 here if we have ridiculous corrupted non-deserving as well as playing vote bank politics are there so considering these all we we should say one of the proved Leader became CM. Rather not getting it through family inheritance like both ##pappu akhilesh nd rahul.,1
facebook_corpus_msr_1775249,Ha ha ha ha ha power thirsty Man defeated by his opponent,1
facebook_corpus_msr_466233,I didnt notice you were alive when u were the PM and under your nose your party men looted the country.. so now plz rest in peace..,1
facebook_corpus_msr_394767,"Plz Dnt ask abt proof , the video is in proces at yash raaj studio 😂😂😂",1
facebook_corpus_msr_2280129,"Ooops.... Maybe Trump's executive order isn't quite as ""Islamophobic"" as the liberal media would have you believe? http://www.mrctv.org/blog/kuwait-has-had-muslim-ban-2011",1
facebook_corpus_msr_1972982,He should retire gracefully he was fast in Marrying second time,1
facebook_corpus_msr_1563608,People mad cuz Israel doing what they have every right to do....🤔,1
facebook_corpus_msr_1521678,I could give many exampls....i just cant understand wen ur books says so but u guys do this.....,1
facebook_corpus_msr_445672,I am with u Modi Ji..bt plzz do smthg for poor people,1
facebook_corpus_msr_326742,If terrorists  enter what Indian army  did? They was sleeping.,1
facebook_corpus_msr_2109817,Mr. Chidambaram (Congress Party) shortly hanged by Indian Government because he proved as a Anti National Element,1
facebook_corpus_msr_469658,not at all a good decision arun jaitley...you know that very well just to save your sins you are just killig people,1
facebook_corpus_msr_1619781,"As per a US attorney, the convict had imported male enhancement pills from China and distributed it throughout the US",1
facebook_corpus_msr_431210,"Modi haters...Plz mind Ur own business and Ur tongue...Let him go ahead...Tum Jese logo ke vajase ye Desh aage nhi badhraha...
Aese log hoge to how ll he go ahead with his work..Hw ll he bring the good days...Jus stop all this nonsense.... Stop commenting if u hate him...",1
facebook_corpus_msr_329706,It's bhakt culture which is always exposed when they talk,1
facebook_corpus_msr_450779,All negative comments coming from one particular section of people...we can understand your pain,1
facebook_corpus_msr_2137924,"If demonetisation couldn't deliver short term benefits then forget about long term benefits. Even the govt was expecting better short term benefits. If the 31% who voted for modi govt could have acted according to govt's day dream , the result would have been much better. 
  Short term benefits like terrorists' cash crunch doesn't have a life not more than a few months. About fake currencies we r already seeing what we were anticipating.
  About the long term benefits. Any such benefits could have been achieved even without demonetisation. By giving incentives for cashless transactions and putting extra surcharges on cash transactions..",1
facebook_corpus_msr_1710294,"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........",1
facebook_corpus_msr_1804998,"Hipocrisy at its best by AK and his supporters too , Anna hazre now become budha and chutiya shame on you , friends now corruption by AK has becone fight of justice   wah",1
facebook_corpus_msr_407763,Are you reminding Indira Gandhi rule when Cong gave slogan India is Indira.,1
facebook_corpus_msr_2346847,"Can you provide the list of bjp promises and work status.....?? 
If you can't than plz..Than 1st of all complete your work 
And compare both.....",1
facebook_corpus_msr_2355865,again miss Venezuela or miss Philippines will win it 😕,1
facebook_corpus_msr_2032123,"u said some Muslims are getting involved in the same manner few Hindus are into this(if it is)..these kind of people only see their benefits...
Pls don't think that they r representing all.community.. That's not true",1
facebook_corpus_msr_2018510,"What does she even mean by the new wave of feminism? What about single moms? And what is so wrong with just being ambitious and self sufficient? Clearly those are not on her radar because of the privileged bubble that she lives in. 

And why is she always trying to force her so-called wholesome and fairytale-like relationship in everyone's face when it's evidently so fake and forced? This makes me so angry!!! Aviva Avantika",1
facebook_corpus_msr_470979,Modi ji this is to inform to you Black money keepers sending their employees for bank to change cash this is the main reason for long queue...,1
facebook_corpus_msr_445910,Keep going without worry  about votes in next general election,1
facebook_corpus_msr_325027,"With due respect to all Non Veg people..,it really gives me goosebumps how to eat meat..!  No offence towards any one..& m sorry in advance..! Its my personal opinion..m a pure veg & very idea of eating Non veg makes me sick..☺",1
facebook_corpus_msr_1490538,he has been trained from Kejriwal :D,1
facebook_corpus_msr_1945430,"And we will also take Shirish Kunders words seriously 😂😂😂😂 
Indian Express you surely made Ramnath Goenka proud by considering this flop director's view seriously. Thank You.",1
facebook_corpus_msr_1723321,Certainly it is directed to all religions... Curb noise pollution,1
facebook_corpus_msr_2032086,Well said,1
facebook_corpus_msr_1561818,"Netas of every party are not under check. If public servants are humiliated in public view, law and order can never be established.",1
facebook_corpus_msr_2032237,Salute.... That should be the message to all terrorists....,1
facebook_corpus_msr_325606,"Because 3 of them coming from china 

Lol",1
facebook_corpus_msr_1561727,From when did lathi charge and water cannons become illegal . ?,1
facebook_corpus_msr_1804939,"You are the biggest looser anna.
U joined mamta banerjee and u saw when there was no public in rally u ran away. Why dont u tell about others report of all parties?",1
facebook_corpus_msr_445606,"I debate that the decision is correct but what is being done to improve implementation, why not run 50000 mobile van with ATM for Villagers. Daily money should be send via the mobile vans to the far flung areas especially villages.",1
facebook_corpus_msr_446706,bhai tell him most of d black money lies wid politicians and beaurocrats earned through scams nt wid d common peoples of india who are suffering a lot,1
facebook_corpus_msr_1588063,That's our power,1
facebook_corpus_msr_2210553,"Yes,a link is also there between depot mutiny and Bhansali beating.",1
facebook_corpus_msr_412605,But in.pune location wipro bpo use to hire people on 3rd party payrole and in f c road location those employees are treated as hell,1
facebook_corpus_msr_1735821,"Muslim in India deserves reservation.
It is their right.
They are attacked all over India because they arent in mainstream.",1
facebook_corpus_msr_2383815,Shakshi MahaRaja is much better than both.,1
facebook_corpus_msr_1521669,"Funny none of u homos could ans me so Again i ask do i have the right to burn qur@n, B!ble?",1
facebook_corpus_msr_372274,When ever any anti national or terrorist is caught or killed Congress party come for their defence,1
facebook_corpus_msr_455044,He is describing the bike to his wife to buy,1
facebook_corpus_msr_451015,My company files are under scrutiny for past yearsand am being digged for nonsense. Pls controle this nonsense.,1
facebook_corpus_msr_406539,Us saves south koria and  japan from northkoria  but US helps north koria to distroying south koria  and japan by provoking northkoria,1
facebook_corpus_msr_470657,"how, you became cm to pm, by black or white money, declare it.?",1
facebook_corpus_msr_1723536,Sonu nigam is right ! If they call azan then sing it with bare vocals,1
facebook_corpus_msr_1804908,Do u know who is Mr. shangul dude u r a victim of yellow journalism jo suna wohi bolo bas . And even yellow journalism is heavy word to understand,1
facebook_corpus_msr_423016,it's a sports car or a joke......220 kmph and 6500rpm....lol i20 can beat it,1
facebook_corpus_msr_1979687,"Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake.",1
facebook_corpus_msr_497953,Jabong has stopped servicing they r customers for the last 7 days....  Hope ubr able to fix this,1
facebook_corpus_msr_1979699,"Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake.

http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/",1
facebook_corpus_msr_326784,I like your comment especially the last part lol 😂,1
facebook_corpus_msr_1561731,You are trying to make it more spicy against IPS officer.,1
facebook_corpus_msr_399416,"This drama of India is only for the purpose that people of India believe that in real india did the surgical strike..
Belive me man after 100 years india wouldn't able to show such bravery against pakistan.",1
facebook_corpus_msr_455952,These are not ghosts...  They are the test riders ...  No more alive... 😂,1
facebook_corpus_msr_1873434,"Mr Sanchong, I am surprised that you are not taken aback by insensitive and gross attitude of warden...wonder if you approve of the action taken, provided published news is true.",1
facebook_corpus_msr_2117658,that formula will fail.. BANG.. don't matter what religion.. as long as you not white you're good as dead for the white supremacist..,1
facebook_corpus_msr_503525,Second term...... no  support from government  = for  future Indian economy  negative .,1
facebook_corpus_msr_334374,"Reservation getting is not mean it's easy to get job Nishnt Rao You need to work hard more then non reservation people. 
My friend you need to study Indian Constitution so you'll understand each and every thing how you are taking everything easily in INDIA and how?? And By who ??",1
facebook_corpus_msr_446151,There is a disk failure in the array. Check that first. 😁,1
facebook_corpus_msr_373012,its time to wake up nd take a decision which create earthquack sense in the mind of pakistan,1
facebook_corpus_msr_1902068,"we dont have time for such issues, we are busy saving cows.",1
facebook_corpus_msr_470835,I had thought that the step of Narendra Modi shall wipe out the black money but it has wiped off white money also and that too faster than white money.,1
facebook_corpus_msr_2379996,such internationalist must be grinded.,1
facebook_corpus_msr_1521908,Why no rakshas for women?,1
facebook_corpus_msr_462575,This is a comedy. These guys go and pay by cash at hotels ? Is he talking about illegal Russian drug peddlers in Goa. And to see some folks upset about it 😀😀,1
facebook_corpus_msr_1521824,"Chatterjee, keep out of this.",1
facebook_corpus_msr_233560,The root of this Naxal problem is these misguided forces are funded by some well known politicians to embarass and weaken the ruling party and existing government!,1
facebook_corpus_msr_2032275,A true muslim will always love his/her motherland. A false one will only ask Azadi.,1
facebook_corpus_msr_1561845,"It is shameful to support the MLA ,first he should know he was elected by people he is not s born ruler and must understand to behave in public",1
facebook_corpus_msr_556270,"Nt good step,",1
facebook_corpus_msr_1493807,Stop your negative rhetoric.....Its a victory nevertheless!,1
facebook_corpus_msr_2383833,never,1
facebook_corpus_msr_469211,He is not getting elected again. Why is he making such promises?,1
facebook_corpus_msr_445744,This money will go to there friends and party members  sure,1
facebook_corpus_msr_2383832,Good news for seculars.,1
facebook_corpus_msr_1964749,Aap picks new candidate and Delhi will pick new candidate as CM 😃,1
facebook_corpus_msr_2018630,"Mira is justifying herself and her given situation,she can not understand the other side of the picture ie working moms.",1
facebook_corpus_msr_2032212,Bro u need education,1
facebook_corpus_msr_233702,Modi ji I really respect u sir . But sir do a strong action against this piglet.,1
facebook_corpus_msr_462589,And thwse are the guys who used to have mile long queues in their country for bread and potato,1
facebook_corpus_msr_466253,He is not a puppet he is highly educated and a learned man I m nothing as compared to him. I experienced nothing wrong happening before the way it is right now. Ppl have to stand in queue with urine bag and disability to beg fr their own money at the ATM N Banks maybe tht is right according to you because u have not yet reached tht stage nor am I but I do have feelings for the old disabled the sick n the innocent. That's all my education n religion teaches me.,1
facebook_corpus_msr_2280071,Callum Talbot funny how even the worst enemies of the Prophet peace be upon him didnt consider it rape nor call him a paedo.  it was the norm back then to marry young.,1
facebook_corpus_msr_2111216,"Whatever is the version, the Left was, is & will remain irrelevant amongst the electorates of the country. 
It's an undeniable fact.",1
facebook_corpus_msr_1723749,In agreement with what he said if something is disturbing me I will raise my voice against it its my right to express,1
facebook_corpus_msr_1723132,That's absolutely true,1
facebook_corpus_msr_447460,he is working for poor but they were the one who were hasseled the most,1
facebook_corpus_msr_454849,"NEVER BUY ANY BAJAJ AUTO PRODUCT ESPECIALLY MOTORCYCLE MODEL V-15

THEIR PRODUCTS ARE DEFECTIVE

THEY HAVE A VERY LOUSY CUSTOMERCARE MANAGEMENT WHERE COMPLAINT AGAINST ANY DEALER  GOES BACK TO THE SAME DEALER TO RESPOND

CMON BAJAJ AUTO U CAN DEFINITELY HAVE COMPANY PERSON TO TAKE UP THE MATTER WITH DEALER",1
facebook_corpus_msr_334330,hallala is a punishment to husband because he gave unnecesary talaq.thst is hifu dont have nither men norcwomen so they dovsucide or put in fire.,1
facebook_corpus_msr_327605,"Guarav K they are so brainwashed, that they cannot see the truth..",1
facebook_corpus_msr_1583948,"Now Godse School will come up, because these people are Godse Bhakts.",1
facebook_corpus_msr_444077,Kaleem khaja get to know that it is the need ..... We have got to move towards the less cash economy...we have change we can't just keep hitting at the changing world..,1
facebook_corpus_msr_1961704,One more express for Indian,1
facebook_corpus_msr_1922820,Irony is after beating badly a 60 yr old man he isn't arrested by law of land.,1
facebook_corpus_msr_46355,Now u know where the drought relief money is going.,1
facebook_corpus_msr_2256382,Some parents don't know how to bring up their children this is the one reason.they r spoiling their children's life without knowledge.parents anger could make their children to stay away from them.short temper parents very dangerous to their children,1
facebook_corpus_msr_2117665,"Madam, with all due respects, USA does a lot unlike our country",1
facebook_corpus_msr_1723433,"Simple..
This is India not saudi....

If ny1 has dought then take it this way..
I enter ur home nd take place then i demand for food..then demand for reservation...then demand for cast culture...then finally demand for ur home....if u r ok to welcome then let m know so tgat i can pack my bags to ur home.. ;)
Dont want to hurt ny1 but thinking logical...",1
facebook_corpus_msr_506570,Tell me why the Institution that prints American currency and dictates interest rates not even a part of the American government? Why does this privately owned bank get to decide how valuable our currency will be America?,1
facebook_corpus_msr_329687,"Bharat Mahendru So if anyone speak against Cow is a Muslim? 😂 My Hindu friends eat cow and don't care what she is for them. They call her animal only. Apart from that Hindus kill her, slaughter her, smuggle them to Pak and Bangladesh via Assam and Kashmir with the help of BSF soldiers, kick her on roads, force them to eat plastics and garbage, let them die on roads bla bla bla bla. Isn't enough that many Hindus don't care about her? Even those who worship her?",1
facebook_corpus_msr_329048,"When u have responded, after few days everything OK, all Pakistan actors, singers, wl start coming back than all is well",1
facebook_corpus_msr_492092,"I will support 100%, dear cnbs present the news in a proper way, otherwise u will see the punch power of Sanskari indians",1
facebook_corpus_msr_23429,#AuntyNational,1
facebook_corpus_msr_503475,"If God change any man, no problem anyone bt if change govt. So everyone problems. What is this .....",1
facebook_corpus_msr_1737026,"Well at 1st it looks like dashing, deshbhakt video. Than I thought and realized what the hell he said that you or I don't know. What solution he has for all of us, in his video, And what does he mean to say on Kashmir or Pakistan. should Modi send army and start killing terrorist or attacking Pakistan for which militants will stand, Ok army will kill militants and jihadis, then what, did he said anything about so called secular, presstitutes, jaichands of nation or NGOs around the world which will defame India and world will apply trade sanctions on India. Yes India can survive with trade sanctions but what about OIL, Technology whcih is must needed to grow in 21st Centuary. Don't think this will not happen. Look at Syria's Sia leader Assad who is been targeted all around the world just because it is said that he is killing innocent Sunni. So how many sunni did he kill may be thousand but what america, europe doing with him.
So what will happen when Indian armies goes to Kashmir or Pakistan and start killing all. World Powerful countries, NGOs, Jaichands, Political Parties all will criticize India and World may apply trade sanctions on India.
Indian army and PM is capable of fetching POK and killing terrorist, militants from Kashmir . Our internal system has damages and holes, but govt. is working it.
This whole Matter has to be solved properly by laws, making India Permanent member of UN, Entering into NSG, making Indian economy more powerful and self dependent, maintaining our culture, making politics clean. Modi is doing all this.
What Kumar Vishwas is saying we all know this excluding his poems, But what he is doing in Kanhaya, Jaichands supporting Aam Aadmi Party than, indirectly may or may not be taunting Modi or trying to create aura like central govt. is doing nothing .
While the fact is this government after 70 yrs is working to solve problems.",1
facebook_corpus_msr_2018696,This is apparently not mainstream feminism. It may be your version of feminism.,1
facebook_corpus_msr_1805104,"Anna a bjp agent,  since 3 years he have no love towards country or  deshbakthi??",1
facebook_corpus_msr_1723532,"Pinky Patel: true, for publicity ppl r willing to go to any gutter level",1
facebook_corpus_msr_1723847,Well said . At least some one opened his mouth for majority who hate but kept silent,1
facebook_corpus_msr_443952,BJP parliamentary meet is for BJP members and for them to take the message to their respective constituencies. what is the expectations here :),1
facebook_corpus_msr_1979939,"Good ...
Very good analysis....
Shame on you....",1
facebook_corpus_msr_2241627,In these 40 days modi ji made a bull pregnant and jashodaben was stunned by his achievements in biology,1
facebook_corpus_msr_1735855,"In Tamilnadu, they haven't given, reservations on the basis of religion, it has a peculiar demographic distribution of castes, where, more than 76% of people belong to weaker sections of society, so it is shoved into the 9th schedule of the constitution of India.",1
facebook_corpus_msr_435311,"Definitely commuter need be cautious while driving on this bridge, very first contractor suppose to provide 100 yr performance guaranty, media should publish who is contractor and Government should put permanent ban him from doing such mishaps.",1
facebook_corpus_msr_1723315,I think it's not a big issue. The authorities should regulate the sound of loudspeakers whether its used for Azan or Keertan. There must be a maximum limit. It should not be too loud.,1
facebook_corpus_msr_1622388,"Don't understand why everyone is emphasizing so much on ""he is a dalit"".",1
facebook_corpus_msr_503074,WATCHING NEWS ON THIS ISSUES - INTOLERANCE IS CLEARLY VISIBLE.,1
facebook_corpus_msr_2032156,ISIS Aatankwadi Spotted...Anti-national,1
facebook_corpus_msr_1946999,http://www.bbc.com/bengali/news-39336047?ocid=socialflow_facebook  stop this nonsense University is the place of study not a place to establish islamic  religious identity !!! Be liberal or be terrorists .... By liberty we get APJ Kalam by bigotry we get only terrorist.....,1
facebook_corpus_msr_1804979,"If you are born RSS / BJP and your LOKPAL tool helped them to come to power, where is the  question of you joining AAP,  must be kidding ANNA 😅😅😅😅",1
facebook_corpus_msr_2018633,Isnt it's her choice to work or not? She and only should decide what best for her not others,1
facebook_corpus_msr_1737072,Interestingly u dint see the whole video cause u r paid to spead false propaganda,1
facebook_corpus_msr_115584,"How to tell if someone's from IIT?

Wait for 5 minutes, they'll tell you xD.",1
facebook_corpus_msr_1805495,Hazare like BJP and oppose Congress just his role is over,1
facebook_corpus_msr_1978806,Change your name as well,1
facebook_corpus_msr_457548,What Govt of Delhi is doing? Why Delhi elected an idiot who doesn't work and only talk.,1
facebook_corpus_msr_1723554,God bless everyone. I'm not a Hindu but still I can't eat beef. When will this forced religiousness end in India.,1
facebook_corpus_msr_444430,"No great work you did modiji,see how many poor people suffered and died bcoz of you.",1
facebook_corpus_msr_1937571,CBI chief... why not Home Minister...😜 but let him come to India first... 😂,1
facebook_corpus_msr_1805149,Another one in the pack... He's just woken up.. Or does the media wake him when they are tired of the same stuff 😀,1
facebook_corpus_msr_2126986,only a difference of 3 seats b/w SS and BJP....u call that massive victory??😂😂,1
facebook_corpus_msr_1723510,Blowing up thousands of people just because they belong to a different religion no forceful religiousness.,1
facebook_corpus_msr_115535,I have a cousin brother who has done that. IIT B passout AIR 93. Works at Manhattan now. Thats very true. You might see some bit they are really very few.,1
facebook_corpus_msr_1561880,But what about that MLA,1
facebook_corpus_msr_398293,No. SC should decide if India should talk.I think the Supreme Court is Ruling India now a days.,1
facebook_corpus_msr_1724033,Religious confessions....to get some award from govt.,1
facebook_corpus_msr_405082,"Waqas Ahmed what u did to mashal khan , can i eat pork in pakistan plzz tell",1
facebook_corpus_msr_1583966,Ridiculous news.... Whats the problem or sensation about it???,1
facebook_corpus_msr_326443,Time to offer Modi a set of colourful bangles 😂😂😂.,1
facebook_corpus_msr_2081683,The one who always turn out to be opportunist using a student as launchpad against BJP. Rather than being responsible leaders and doing sonething to resolve the issue everyone is busy in slamming each other giving rise to this stupid debate. This issue could have been resolved easlity if evrry one had played their role well. But no one wanted to miss out an opportunity to serve their political propoganda. Shame seriously.,1
